area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	118:GERALD PLUMMER	119:TOM PALZER	120:JOHN THOMPSON PARKER	121:DOUGLAS HOWARD PIERCE	122:HERBERT G. PETERS	123:JAMES P BRADLEY	124:ARUN K. BHUMITRA	125:JERRY JOSEPH LAWS	126:PATRICK LITTLE	127:TIM GILDERSLEEVE	128:MICHAEL FAHMY GIRGIS	129:DON J. GRUNDMANN	130:RASH BIHARI GHOSH	131:LING LING SHI	132:JOHN ''JACK'' CREW	133:ERIN CRUZ	134:DERRICK MICHAEL REID	135:DIANNE FEINSTEIN	136:COLLEEN SHEA FERNALD	137:ADRIENNE NICOLE EDWARDS	138:PAUL A TAYLOR	139:DONNIE O. TURNER	140:PAT HARRIS	141:ALISON HARTSON	142:JASON M. HANANIA	143:DAVID HILDEBRAND	144:LEE OLSON	145:ROQUE ''ROCKY'' DE LA FUENTE	146:KEVIN DE LEON	147:KEVIN MOTTUS	148:DAVID MOORE	149:MARIO NABLIBA	195:SEELAM PRABHAKAR REDDY	196:MICHAEL V. ZIESING	197:URSULA M. SCHILLING
PCT7856	ED	790	204	1	0	0	11	192	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	113	2	3	0	0	2	4	0	1	0	0	63	0	0	0	0	0	0
PCT7856	MV	790	312	-1	0	0	4	309	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	217	0	4	1	0	2	4	1	0	0	1	71	0	0	1	0	0	0
PCT7857	ED	913	226	0	0	1	13	212	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	110	0	0	1	0	4	6	0	0	0	1	83	0	1	0	0	0	0
PCT7857	MV	913	350	0	0	1	19	330	0	1	1	5	0	0	1	5	0	1	0	0	0	1	0	0	2	2	197	0	0	3	0	3	10	1	0	1	0	96	0	0	0	0	0	0
PCT7858	ED	743	192	0	0	0	9	183	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	3	102	1	3	1	0	2	2	0	0	1	0	64	0	0	0	0	0	0
PCT7858	MV	743	252	1	0	0	7	244	1	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	113	0	1	3	0	3	6	1	2	0	0	107	1	0	0	0	0	0
PCT7859	ED	879	219	0	0	0	7	212	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	149	0	4	2	1	0	3	0	0	0	1	45	1	0	0	0	0	0
PCT7859	MV	879	352	0	0	1	11	340	1	0	0	2	0	0	6	3	1	1	0	0	0	1	0	0	4	3	233	1	1	3	1	5	3	1	0	0	3	63	2	2	0	0	0	0
PCT7861	ED	835	184	0	0	1	8	175	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	106	0	1	0	0	1	2	0	4	2	1	50	1	1	0	0	0	0
PCT7861	MV	835	367	0	0	1	12	354	0	0	0	2	0	2	9	2	0	0	0	0	0	0	0	2	2	3	234	0	2	9	0	0	4	0	0	0	2	81	0	0	0	0	0	0
PCT7862	ED	850	237	0	0	0	17	220	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	132	0	1	2	0	3	3	0	1	0	1	70	0	0	0	0	0	0
PCT7862	MV	850	323	-1	0	0	9	315	0	0	0	2	0	0	4	1	0	1	0	0	0	1	0	0	1	0	206	0	3	4	1	1	2	1	0	0	4	81	1	0	1	0	0	0
PCT7863	ED	870	237	0	0	0	8	229	1	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	3	139	0	0	3	1	3	3	1	0	1	1	67	1	0	0	0	0	0
PCT7863	MV	870	302	0	0	1	10	291	0	0	0	0	2	1	4	4	0	0	0	0	0	0	0	0	1	4	173	2	2	1	1	5	5	0	1	2	1	80	2	0	0	0	0	0
PCT7864	ED	773	188	0	0	0	6	182	0	0	0	1	0	1	2	0	1	0	0	0	0	0	1	0	2	5	94	0	1	1	1	2	5	0	0	0	0	64	0	0	0	0	1	0
PCT7864	MV	773	284	-2	0	1	12	273	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	159	1	1	6	0	4	5	0	2	0	0	85	1	0	2	0	0	0
PCT7865	ED	808	178	0	0	0	10	168	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	2	0	91	0	2	1	0	3	1	0	0	0	1	60	0	0	1	0	0	0
PCT7865	MV	808	310	0	0	1	17	292	0	0	2	0	0	0	3	1	0	0	0	0	0	1	1	2	1	3	180	0	3	3	0	1	3	0	0	1	4	82	0	0	1	0	0	0
PCT7866	ED	816	184	0	0	1	12	171	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	2	1	109	0	2	5	0	2	1	0	0	0	0	43	0	0	0	0	0	0
PCT7866	MV	816	389	0	0	4	19	366	1	0	0	2	0	0	11	4	1	3	0	0	0	1	0	0	4	1	264	0	6	5	1	4	8	0	0	0	4	38	2	0	6	0	0	0
PCT7867	ED	932	209	0	0	0	12	197	1	0	2	2	0	0	1	0	2	1	0	0	0	1	0	0	3	2	136	0	0	0	0	3	2	1	0	0	1	38	0	0	1	0	0	0
PCT7867	MV	932	385	3	0	0	19	363	1	0	0	4	0	0	1	2	0	0	0	0	1	1	0	0	6	1	233	0	4	0	1	5	2	1	3	0	0	94	3	0	0	0	0	0
PCT7868	ED	860	218	0	0	0	10	208	1	0	0	3	1	0	1	0	1	2	0	0	0	0	1	0	0	0	142	1	3	2	0	4	1	0	0	0	1	41	1	1	1	0	0	0
PCT7868	MV	860	324	1	0	1	12	310	1	0	0	1	0	0	1	2	0	1	2	1	0	0	1	1	2	0	214	0	2	8	0	1	4	2	1	0	1	63	1	0	0	0	0	0
PCT7869	ED	842	219	1	0	1	8	209	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	1	3	139	0	1	1	0	5	2	1	0	0	3	46	2	0	0	0	0	0
PCT7869	MV	842	376	-1	0	0	16	361	0	1	0	1	0	0	1	4	2	0	0	0	0	0	0	0	4	2	239	0	2	1	0	0	6	2	0	0	3	93	0	0	0	0	0	0
PCT7871	ED	882	240	-3	0	2	14	227	0	0	1	0	2	1	1	2	0	0	0	0	0	1	1	1	2	2	141	0	1	2	0	2	3	0	0	2	1	60	0	1	0	0	0	0
PCT7871	MV	882	364	1	0	0	16	347	1	0	0	1	0	0	3	3	0	0	0	0	2	1	0	1	1	1	243	0	1	2	1	4	5	0	2	4	0	71	0	0	0	0	0	0
PCT7872	ED	864	242	0	0	1	13	228	0	0	0	4	0	1	1	1	1	0	0	0	0	0	0	0	1	1	152	0	2	2	1	0	5	0	0	1	1	52	0	2	0	0	0	0
PCT7872	MV	864	369	0	0	0	17	352	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	2	0	0	236	1	2	5	0	3	9	0	0	0	0	88	0	0	0	0	0	0
PCT7873	ED	841	231	0	0	0	9	222	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	150	1	2	3	0	3	4	0	0	0	1	56	0	0	0	0	0	0
PCT7873	MV	841	387	0	0	0	11	376	0	1	0	2	0	0	3	1	2	0	0	0	0	1	1	1	3	0	263	0	3	2	0	3	5	0	1	0	2	81	1	0	0	0	0	0
PCT7874	ED	453	85	0	0	0	5	80	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	45	0	0	0	0	1	2	0	0	0	0	24	2	1	0	0	0	0
PCT7874	MV	453	174	1	0	0	4	169	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	108	0	5	2	0	1	2	0	0	0	0	45	1	0	0	0	0	0
PCT7875	ED	615	127	0	0	1	9	117	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	1	0	63	1	1	4	0	2	0	0	0	0	0	39	1	0	0	0	0	0
PCT7875	MV	615	203	-2	0	2	9	194	0	0	0	3	0	0	2	4	2	2	0	0	0	0	1	0	3	1	107	0	4	0	0	4	4	1	0	1	3	52	0	0	0	0	0	0
PCT7876	ED	491	101	0	0	0	3	98	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	58	0	1	1	0	0	1	0	2	0	0	31	0	1	0	0	0	0
PCT7876	MV	491	148	-1	0	1	7	141	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	86	1	3	0	0	1	5	0	0	0	0	43	0	0	0	0	0	0
PCT7901	ED	466	87	-1	0	0	5	83	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	45	0	3	1	0	2	2	0	1	0	1	21	0	2	0	0	0	0
PCT7901	MV	466	133	0	0	2	8	123	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	69	1	0	1	0	4	1	0	0	0	0	40	2	0	0	0	0	0
PCT7902	ED	921	188	0	0	0	6	182	0	0	0	0	0	2	1	2	0	1	0	0	0	0	1	1	0	1	83	0	1	4	0	5	3	2	1	1	1	72	0	0	0	0	0	0
PCT7902	MV	921	259	0	0	1	11	247	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	1	125	1	2	1	0	3	5	1	2	1	4	91	3	0	1	0	0	0
PCT7903	ED	819	144	0	0	2	13	129	2	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	2	0	72	0	0	0	0	1	4	0	2	1	2	37	0	0	0	0	0	0
PCT7903	MV	819	244	0	0	3	11	230	1	0	0	2	1	0	2	4	0	0	0	0	0	3	2	0	0	2	116	0	2	5	0	2	7	2	0	0	2	75	0	0	2	0	0	0
PCT7904	ED	846	137	0	0	1	7	129	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	52	0	2	0	1	2	1	1	0	0	1	62	1	0	0	0	0	0
PCT7904	MV	846	248	-1	0	2	16	231	0	0	0	1	1	0	4	2	0	0	0	0	2	0	2	1	7	1	129	0	2	1	0	3	2	0	0	1	0	70	0	2	0	0	0	0
PCT7905	ED	821	199	1	0	0	9	189	0	0	0	2	0	0	1	0	0	2	0	0	1	0	1	1	1	4	92	0	2	0	0	1	5	1	0	3	4	63	0	3	2	0	0	0
PCT7905	MV	821	275	3	0	1	6	265	0	0	2	2	0	0	2	0	0	1	0	0	0	0	1	0	1	3	155	2	0	2	0	0	6	1	2	1	2	81	0	0	1	0	0	0
PCT7906	ED	769	164	1	0	2	12	149	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	5	67	1	0	0	1	3	1	0	0	0	0	66	0	0	0	0	0	0
PCT7906	MV	769	214	-1	0	3	12	200	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	109	0	1	0	1	1	3	0	2	0	0	77	0	0	0	0	0	0
PCT7907	ED	926	201	2	0	0	10	189	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	92	0	2	1	0	1	3	1	1	0	2	77	0	2	0	0	0	0
PCT7907	MV	926	286	1	0	1	15	269	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	1	3	142	0	2	2	0	2	3	1	1	1	1	102	0	1	1	0	0	0
PCT7908	ED	936	191	0	0	4	11	176	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	4	1	82	0	2	0	1	1	2	0	0	0	4	69	1	1	2	0	0	0
PCT7908	MV	936	267	0	0	1	24	242	0	0	0	1	2	0	3	3	0	3	0	0	0	1	0	0	1	4	125	0	1	2	1	1	3	1	0	1	3	84	1	0	1	0	0	0
PCT7909	ED	726	190	0	0	0	12	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	73	1	3	0	1	4	5	0	1	0	0	85	0	1	0	0	0	0
PCT7909	MV	726	221	0	0	1	12	208	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	108	0	1	0	0	2	2	1	0	0	0	86	0	1	1	0	0	0
PCT7911	ED	849	192	0	0	1	6	185	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	97	0	2	0	1	4	3	0	1	1	0	67	1	0	0	0	0	0
PCT7911	MV	849	250	1	0	0	7	242	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	1	129	0	2	4	0	5	10	0	2	0	0	80	1	0	0	0	0	0
PCT7912	ED	1036	215	2	0	0	17	196	0	1	0	1	2	1	0	0	0	0	0	0	0	1	1	0	1	1	77	0	1	0	0	4	3	1	2	0	1	94	0	4	0	0	0	0
PCT7912	MV	1036	314	4	0	1	9	300	0	0	0	1	1	0	0	1	0	1	0	0	0	2	0	0	2	1	157	0	7	1	0	3	2	2	0	0	2	116	0	1	0	0	0	0
PCT7913	ED	887	240	0	0	1	16	223	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	1	105	0	1	2	0	7	2	1	0	0	1	93	1	0	3	0	0	0
PCT7913	MV	887	244	-1	0	1	12	232	0	0	0	4	0	0	2	1	1	0	0	0	1	1	0	1	0	1	106	0	4	2	0	2	2	0	0	7	1	93	0	1	2	0	0	0
PCT7914	ED	833	208	0	0	1	15	192	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	3	86	0	1	1	0	2	2	0	1	1	0	84	1	0	2	0	0	0
PCT7914	MV	833	253	1	0	4	8	240	0	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	2	1	105	0	1	2	1	2	5	1	1	0	1	112	0	0	0	0	0	0
PCT7915	ED	802	213	0	0	3	13	197	0	0	0	2	1	0	1	0	1	0	0	0	0	2	0	2	3	0	98	0	3	2	0	3	1	0	0	0	3	75	0	0	0	0	0	0
PCT7915	MV	802	222	1	0	2	9	210	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	105	1	4	0	1	0	2	0	1	0	1	87	0	0	1	0	0	0
PCT7916	ED	887	215	0	0	1	11	203	0	0	0	2	1	0	1	1	0	0	1	0	1	0	0	0	1	1	93	1	3	0	0	6	4	0	1	1	2	83	0	0	0	0	0	0
PCT7916	MV	887	289	0	0	1	9	279	1	1	2	0	0	1	1	0	0	4	0	0	0	0	1	0	4	1	137	0	2	0	0	3	1	2	0	1	2	113	2	0	0	0	0	0
PCT7917	ED	983	254	-1	0	2	19	234	0	0	0	3	0	1	2	0	1	2	1	1	0	0	1	3	2	1	103	0	2	1	1	2	4	0	0	1	1	100	1	0	0	0	0	0
PCT7917	MV	983	287	0	0	2	11	274	0	1	1	4	3	1	1	0	0	0	0	0	0	0	1	2	0	1	129	1	3	2	0	6	6	1	0	2	0	107	1	0	1	0	0	0
PCT7918	ED	790	191	0	0	0	13	178	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	2	0	74	0	2	0	1	3	4	0	2	0	0	83	0	1	0	0	0	0
PCT7918	MV	790	234	-1	0	0	8	227	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	2	121	1	4	0	0	1	3	1	0	0	1	87	0	0	1	0	0	0
PCT7919	ED	857	217	0	0	2	8	207	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	92	0	2	0	0	5	3	1	0	0	0	96	1	1	0	0	0	0
PCT7919	MV	857	241	0	0	0	14	227	0	0	0	1	1	0	1	0	0	0	0	0	0	3	0	0	2	1	104	1	1	2	0	1	4	0	0	0	0	100	0	3	2	0	0	0
PCT7921	ED	883	151	-1	0	1	11	140	2	1	1	4	1	0	0	1	0	1	0	0	1	0	0	0	2	0	62	1	3	0	0	1	1	0	1	0	1	55	0	0	1	0	0	0
PCT7921	MV	883	210	0	0	5	9	196	0	1	0	3	1	0	0	0	1	5	0	0	0	0	1	0	3	2	108	0	0	5	0	4	2	0	0	1	1	55	0	2	1	0	0	0
PCT7922	ED	797	182	1	0	0	8	173	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	0	1	1	3	1	0	0	2	2	96	0	0	0	0	0	0
PCT7922	MV	797	241	1	0	0	8	232	1	2	0	0	0	0	2	2	1	1	0	1	0	0	1	0	7	0	126	0	5	0	0	1	6	1	1	0	2	72	0	0	0	0	0	0
PCT7923	ED	863	202	0	0	1	11	190	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	3	1	85	1	0	0	1	2	2	1	0	1	2	85	0	0	2	0	0	0
PCT7923	MV	863	241	0	0	1	8	232	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	110	0	1	4	1	2	3	0	2	2	1	96	0	0	1	0	0	0
PCT7924	ED	806	172	1	0	0	10	161	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	69	0	1	0	1	6	4	0	0	1	0	71	0	2	0	0	0	0
PCT7924	MV	806	247	0	0	0	6	241	0	0	1	2	2	2	2	0	0	0	0	0	0	1	1	3	2	0	112	2	3	5	0	9	1	0	3	1	1	87	1	0	0	0	0	0
PCT7925	ED	570	114	0	0	1	9	104	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	49	1	1	0	0	1	1	0	0	0	0	46	1	0	1	0	0	0
PCT7925	MV	570	191	0	0	1	7	183	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	3	98	1	1	2	0	3	3	0	0	0	0	65	0	1	0	0	0	0
PCT7926	ED	768	177	0	0	0	8	169	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	93	0	2	0	0	3	1	0	0	0	0	66	0	0	0	0	0	0
PCT7926	MV	768	296	0	0	0	21	275	1	0	2	3	1	0	4	2	0	1	0	0	1	0	0	3	5	2	132	1	4	1	0	2	5	0	2	0	4	99	0	0	0	0	0	0
PCT7927	ED	733	187	0	0	0	8	179	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	81	0	5	1	0	3	4	0	0	2	2	75	0	0	0	0	0	0
PCT7927	MV	733	289	-1	0	0	11	279	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	168	0	2	0	0	2	4	0	3	0	0	96	0	0	0	0	0	0
PCT7928	ED	899	253	-1	0	3	8	243	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	2	138	0	0	1	0	7	1	0	2	0	2	84	1	0	0	0	0	0
PCT7928	MV	899	297	2	0	2	10	283	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	166	0	1	3	2	3	3	0	0	0	1	93	2	0	1	0	0	0
PCT7929	ED	840	200	-1	0	0	10	191	0	0	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	1	119	0	0	0	0	2	3	0	0	0	0	60	0	0	0	0	0	0
PCT7929	MV	840	367	2	0	3	16	346	0	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	203	0	0	2	1	5	4	0	0	0	1	121	0	2	0	0	0	0
PCT7931	ED	732	189	0	0	0	8	181	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	126	0	2	1	0	3	0	0	1	0	0	43	0	0	0	0	0	0
PCT7931	MV	732	317	-1	0	2	12	304	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	198	0	1	1	1	2	2	1	2	0	0	89	0	0	1	0	0	0
PCT7932	ED	551	112	0	0	0	4	108	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	60	0	1	0	1	0	4	0	0	0	0	36	0	0	0	0	0	0
PCT7932	MV	551	225	0	0	0	5	220	0	0	1	2	0	0	2	2	1	1	0	0	0	0	0	1	0	2	131	1	1	1	0	4	4	0	0	0	0	65	0	1	0	0	0	0
PCT7933	MV	8	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7934	ED	885	195	-4	0	1	12	186	0	0	2	4	2	0	0	0	0	0	0	0	0	0	1	0	0	1	83	2	2	1	0	1	0	0	0	1	2	84	0	0	0	0	0	0
PCT7934	MV	885	328	2	0	0	11	315	1	0	0	3	2	0	0	2	0	1	0	1	0	0	0	0	1	2	171	0	1	1	0	2	6	0	2	0	0	117	2	0	0	0	0	0
PCT7935	ED	938	283	0	0	1	9	273	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	158	0	3	2	1	4	0	0	1	0	2	93	0	0	1	0	0	0
PCT7935	MV	938	370	2	0	1	9	358	1	0	1	3	2	0	2	0	1	0	0	0	0	0	0	0	3	2	214	0	0	2	0	3	2	1	0	0	1	119	0	1	0	0	0	0
PCT7936	ED	832	246	-1	0	0	8	239	0	2	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	125	0	2	2	0	1	2	0	1	0	1	94	0	1	0	0	0	0
PCT7936	MV	832	326	1	0	1	11	313	1	0	0	4	1	0	3	0	0	0	0	0	1	1	0	0	2	3	163	1	3	1	1	5	3	0	0	0	1	118	0	1	0	0	0	0
PCT7937	ED	874	223	0	0	1	16	206	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	113	3	3	2	0	4	0	0	1	0	1	74	0	0	0	0	0	0
PCT7937	MV	874	309	0	0	0	14	295	1	0	0	1	1	1	4	3	0	2	0	1	0	0	0	0	0	1	176	0	0	0	0	4	1	3	0	0	0	94	1	0	1	0	0	0
PCT7938	ED	774	162	0	0	1	9	152	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	77	0	3	1	0	5	1	0	0	1	1	55	2	0	0	0	0	0
PCT7938	MV	774	247	0	0	2	17	228	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	1	0	124	1	2	3	0	3	5	0	1	0	1	79	1	0	0	0	0	0
PCT7939	ED	667	186	2	0	1	3	180	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	105	1	1	1	0	2	1	1	0	0	0	62	0	0	1	0	0	0
PCT7939	MV	667	230	1	0	1	12	216	0	0	0	1	0	0	2	0	0	0	0	0	0	2	1	1	0	0	129	3	0	4	1	0	2	0	1	1	0	67	0	1	0	0	0	0
PCT7941	ED	728	167	1	0	1	5	160	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	83	0	1	2	2	3	0	0	3	0	1	59	0	0	0	0	0	0
PCT7941	MV	728	236	1	0	0	11	224	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	3	122	0	2	0	0	0	7	2	0	0	0	82	0	0	0	0	0	0
PCT7942	ED	893	166	1	0	0	16	149	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	94	0	3	2	0	3	1	0	0	0	1	36	1	2	1	0	0	0
PCT7942	MV	893	286	-1	0	0	12	275	0	0	0	1	2	0	0	1	0	1	0	0	0	0	3	0	2	1	181	0	4	5	1	5	1	0	1	0	1	65	0	0	0	0	0	0
PCT7943	ED	887	192	0	0	2	11	179	0	0	1	2	0	0	1	3	0	2	0	0	0	2	0	1	0	1	106	0	0	4	0	2	1	0	3	1	0	44	1	2	2	0	0	0
PCT7943	MV	887	319	2	0	0	14	303	0	2	3	7	3	1	4	1	0	1	1	0	0	1	0	1	0	3	181	1	6	6	0	3	7	0	1	2	6	58	2	2	0	0	0	0
PCT7944	ED	769	201	-1	0	0	7	195	1	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	0	119	0	0	0	0	1	2	0	0	0	0	66	0	0	0	0	0	0
PCT7944	MV	769	235	0	0	0	8	227	0	0	1	1	0	0	4	0	0	2	0	0	0	1	0	0	1	2	130	0	2	2	0	3	3	0	0	0	2	73	0	0	0	0	0	0
PCT7945	ED	897	118	0	0	0	5	113	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	68	0	1	1	1	2	1	0	3	0	0	31	0	0	0	0	0	0
PCT7945	MV	897	294	3	0	2	12	277	0	0	1	1	1	0	3	1	1	1	0	0	0	1	0	1	0	2	159	0	4	3	0	7	3	0	1	0	1	84	0	1	1	0	0	0
PCT7946	ED	909	134	1	0	0	7	126	1	1	1	1	0	1	2	1	0	0	0	0	0	0	1	0	1	1	71	0	0	2	1	4	0	0	0	0	2	33	1	0	1	0	0	0
PCT7946	MV	909	348	3	0	2	25	318	1	0	4	0	2	0	12	6	1	2	0	1	1	1	4	0	6	0	201	1	2	11	3	1	10	0	1	4	3	37	2	1	0	0	0	0
PCT7947	ED	894	128	-1	0	1	14	114	2	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	2	69	0	1	5	1	1	1	0	0	1	0	20	0	1	2	0	0	0
PCT7947	MV	894	327	-1	0	3	39	286	0	0	3	3	0	0	3	5	1	2	1	1	1	0	3	0	1	2	175	1	1	12	3	8	9	1	4	12	3	27	2	1	1	0	0	0
PCT7948	ED	900	165	0	0	1	12	152	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	82	1	0	5	2	4	2	0	0	1	1	47	0	0	1	0	0	0
PCT7948	MV	900	313	-2	0	2	23	290	0	0	3	2	4	2	10	3	1	0	1	0	0	0	5	1	1	2	165	0	5	13	2	8	2	2	0	3	0	50	0	2	3	0	0	0
PCT7949	ED	552	78	3	0	0	11	64	0	0	2	0	0	0	0	2	0	1	1	0	0	0	1	0	0	4	34	0	0	1	0	4	0	0	1	1	1	10	0	1	0	0	0	0
PCT7949	MV	552	224	0	0	0	24	200	0	0	0	1	0	0	6	8	1	0	1	0	2	0	9	0	0	2	136	0	0	4	0	3	1	2	0	2	6	15	1	0	0	0	0	0
PCT7951	ED	830	97	0	0	0	8	89	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	3	56	0	1	5	0	0	2	0	0	0	1	16	0	0	0	0	0	0
PCT7951	MV	830	341	0	0	2	28	311	1	0	5	2	4	0	18	8	2	0	0	0	0	1	12	0	3	2	156	0	1	17	0	5	4	2	0	4	2	54	4	2	2	0	0	0
PCT7952	ED	823	100	0	0	0	12	88	0	0	1	1	0	0	4	0	0	1	0	0	0	0	4	0	2	3	45	0	0	1	1	3	1	0	0	1	5	13	0	0	2	0	0	0
PCT7952	MV	823	288	-1	0	3	14	272	1	0	6	0	0	0	4	0	2	0	2	0	0	0	3	0	1	4	173	0	5	4	1	5	7	0	2	5	1	44	0	0	2	0	0	0
PCT7953	ED	795	103	-2	0	0	6	99	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	2	65	0	0	1	0	1	0	0	0	2	0	21	1	0	0	0	0	0
PCT7953	MV	795	294	0	0	3	15	276	1	1	2	2	0	0	6	5	2	2	1	0	1	1	7	0	3	6	160	0	4	12	0	0	4	2	0	3	2	42	1	1	5	0	0	0
PCT7955	ED	854	116	0	0	0	4	112	0	0	0	0	1	0	2	2	1	1	0	0	0	1	0	0	2	1	62	1	0	5	0	4	0	0	0	1	1	26	0	1	0	0	0	0
PCT7955	MV	854	320	0	0	3	26	291	2	0	4	5	0	2	9	4	0	3	0	0	1	3	3	7	0	3	180	0	1	11	0	7	2	0	1	4	3	32	0	3	1	0	0	0
PCT7956	ED	779	101	0	0	4	14	83	1	0	0	1	0	1	3	1	1	0	0	0	0	0	2	1	1	3	35	0	0	7	0	1	0	0	1	1	1	20	1	1	0	0	0	0
PCT7956	MV	779	247	3	0	2	23	219	0	1	3	1	1	0	7	7	0	1	0	1	0	1	12	1	0	3	127	1	5	7	1	3	3	0	0	1	5	22	3	0	2	0	0	0
PCT7957	ED	623	97	1	0	1	7	88	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	1	1	0	4	2	0	1	1	3	10	0	0	0	0	0	0
PCT7957	MV	623	217	0	0	1	11	205	0	0	3	2	1	1	5	2	0	2	0	0	0	1	3	0	4	2	125	2	1	6	0	3	3	0	0	0	0	37	1	0	1	0	0	0
PCT7958	MV	263	104	0	0	2	7	95	3	0	0	1	0	0	2	5	0	1	0	0	0	0	0	0	4	0	62	0	0	1	0	2	0	0	0	0	3	10	0	0	1	0	0	0
