area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	150:NANCY PELOSI	151:STEPHEN JAFFE	152:SHAHID BUTTAR	153:RYAN A. KHOJASTEH	154:MICHAEL GOLDSTEIN	155:LISA REMMER	156:BARRY HERMANSON
PCT9709	MV	998	355	1	0	0	36	318	0	214	17	11	11	6	53	6
PCT9711	ED	625	167	0	0	0	16	151	1	100	12	9	1	4	20	4
PCT9711	MV	625	254	0	0	0	9	245	1	162	11	8	8	2	40	13
PCT9713	ED	930	161	0	0	0	19	142	2	88	8	12	5	2	24	1
PCT9713	MV	930	362	1	0	1	25	335	0	224	12	15	14	8	59	3
PCT9716	ED	928	198	-1	0	0	13	186	0	116	11	17	10	4	23	5
PCT9716	MV	928	368	4	0	0	40	324	0	229	17	15	11	3	43	6
PCT9717	ED	967	206	-1	0	0	26	181	0	115	7	15	7	5	26	6
PCT9717	MV	967	371	6	0	1	28	336	0	236	13	21	14	1	44	7
PCT9732	MV	73	43	1	0	0	1	41	0	32	1	1	2	0	4	1
CONG12	TO	426647	225360	215	0	336	18080	206729	347	141365	12114	17597	9498	2820	18771	4217
ASSM17	TO	280269	147301	86	0	222	11065	135928	195	95687	7736	12242	6439	1544	9484	2601
ASSM19	TO	146378	78059	129	0	114	7015	70801	152	45678	4378	5355	3059	1276	9287	1616
BART7	TO	36166	15261	16	0	16	1280	13949	16	10279	886	780	421	180	1191	196
BART8	TO	166970	87455	131	0	130	8207	78987	161	51694	4801	5148	3154	1427	10890	1712
BART9	TO	223511	122644	68	0	190	8593	113793	170	79392	6427	11669	5923	1213	6690	2309
SUPV1	TO	40919	22431	37	0	39	1916	20439	44	12908	1333	1844	1064	395	2351	500
SUPV2	TO	48242	24389	59	0	28	2073	22229	41	15183	1350	1098	562	374	3292	329
SUPV3	TO	38273	18567	-2	0	33	1876	16660	19	11486	1076	1031	700	248	1787	313
SUPV4	TO	40728	21729	23	0	30	2187	19489	50	12004	1219	1392	855	391	3040	538
SUPV5	TO	52114	28694	27	0	54	2143	26470	35	18351	1546	3043	1403	282	1242	568
SUPV6	TO	41151	17498	3	0	35	1406	16054	30	11152	1092	1246	667	239	1334	294
SUPV7	TO	18028	11007	16	0	11	855	10125	17	6917	523	685	394	154	1201	234
SUPV8	TO	56016	35791	-8	0	35	2139	33625	49	24828	1772	3030	1631	247	1486	582
SUPV9	TO	41665	22565	25	0	39	1567	20934	27	13752	1061	2840	1407	205	1188	454
SUPV10	TO	39591	17791	37	0	20	1552	16182	20	11817	902	1069	573	194	1324	283
SUPV11	TO	9920	4898	-2	0	12	366	4522	15	2967	240	319	242	91	526	122
NEIG1	TO	19131	7881	23	0	11	778	7069	8	5368	385	341	210	88	568	101
NEIG2	TO	16742	8038	-5	0	16	936	7091	8	4975	425	394	290	107	773	119
NEIG3	TO	27631	12231	3	0	31	1077	11120	20	7513	810	872	526	167	956	256
NEIG4	TO	6857	4487	1	0	7	260	4219	9	3197	213	252	131	53	295	69
NEIG5	TO	9920	4898	-2	0	12	366	4522	15	2967	240	319	242	91	526	122
NEIG6	TO	14552	8410	10	0	12	555	7833	5	5413	460	1010	428	55	280	182
NEIG8	TO	9393	5438	8	0	6	404	5020	4	3319	295	532	347	62	318	143
NEIG10	TO	9744	5037	6	0	11	405	4615	11	3077	257	449	213	74	436	98
NEIG11	TO	38757	19070	49	0	17	1601	17403	32	11879	1113	841	415	280	2594	249
NEIG12	TO	30096	16088	11	0	35	1081	14961	20	9502	834	2443	1156	129	553	324
NEIG13	TO	16415	10584	-11	0	4	640	9951	17	7330	532	829	500	69	504	170
NEIG14	TO	8622	5494	0	0	2	347	5145	3	3566	255	693	314	29	161	124
NEIG15	TO	6827	3580	6	0	5	325	3244	3	2237	199	162	130	53	398	62
NEIG26	TO	8914	4445	3	0	9	409	4024	9	2713	187	225	163	70	573	84
NEIG16	TO	15511	7917	5	0	4	518	7390	6	5324	450	693	281	65	444	127
NEIG17	TO	35688	19724	30	0	36	1715	17943	40	11300	1177	1601	936	350	2090	449
NEIG18	TO	7813	4593	10	0	6	394	4183	7	2884	220	185	118	77	629	63
NEIG19	TO	9230	5452	8	0	5	336	5103	7	3715	225	489	291	47	243	86
NEIG20	TO	23278	10026	-3	0	14	773	9242	15	6426	607	692	360	146	851	145
NEIG21	TO	40163	21419	21	0	30	2173	19195	50	11834	1191	1364	834	384	3011	527
NEIG22	TO	18424	12111	5	0	10	670	11426	13	8697	599	964	491	67	402	193
NEIG23	TO	7610	3117	7	0	6	328	2776	8	1948	132	89	95	50	394	60
NEIG24	TO	16129	9830	17	0	10	751	9052	15	6216	475	559	343	136	1110	198
NEIG25	TO	29200	15490	13	0	37	1238	14202	22	9965	833	1599	684	171	662	266
