area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	85:DOROTHY CHOU PROUDFOOT	86:MICHELLE TONG
PCT9425	ED	187	171	0	1	36	134	1	41	92
PCT9425	TO	976	517	0	1	88	428	1	169	258
PCT9426	MV	697	324	0	0	63	261	0	102	159
PCT9426	ED	156	139	0	0	37	102	0	41	61
PCT9426	TO	853	463	0	0	100	363	0	143	220
PCT9427	MV	799	383	0	0	61	322	0	156	166
PCT9427	ED	188	149	0	0	44	105	1	41	63
PCT9427	TO	987	532	0	0	105	427	1	197	229
PCT9428	MV	811	351	0	0	54	297	0	131	166
PCT9428	ED	179	144	0	0	37	107	0	31	76
PCT9428	TO	990	495	0	0	91	404	0	162	242
PCT9429	MV	709	343	0	0	55	288	0	123	165
PCT9429	ED	197	146	0	0	30	116	0	51	65
PCT9429	TO	906	489	0	0	85	404	0	174	230
PCT9431	MV	832	412	0	1	69	342	0	166	176
PCT9431	ED	204	171	0	0	34	137	0	60	77
PCT9431	TO	1036	583	0	1	103	479	0	226	253
PCT9432	MV	743	358	0	0	66	292	0	147	145
PCT9432	ED	215	136	0	0	30	106	0	45	61
PCT9432	TO	958	494	0	0	96	398	0	192	206
PCT9433	MV	794	373	0	0	87	286	0	110	176
PCT9433	ED	164	124	0	0	32	92	3	33	56
PCT9433	TO	958	497	0	0	119	378	3	143	232
PCT9434	MV	785	387	0	0	58	329	0	171	158
PCT9434	ED	227	210	0	0	54	156	0	71	85
PCT9434	TO	1012	597	0	0	112	485	0	242	243
PCT9435	MV	779	366	0	0	78	288	0	122	166
PCT9435	ED	225	186	0	0	37	149	1	64	84
PCT9435	TO	1004	552	0	0	115	437	1	186	250
PCT9436	MV	842	386	0	3	67	316	0	134	182
PCT9436	ED	226	149	0	0	23	126	1	52	73
PCT9436	TO	1068	535	0	3	90	442	1	186	255
PCT9437	MV	736	376	0	1	63	312	0	142	170
PCT9437	ED	191	149	0	0	26	123	0	52	71
PCT9437	TO	927	525	0	1	89	435	0	194	241
PCT9438	MV	837	419	0	0	69	350	0	188	162
PCT9438	ED	152	108	0	0	18	90	1	36	53
PCT9438	TO	989	527	0	0	87	440	1	224	215
PCT9439	MV	718	343	0	1	59	283	0	132	151
PCT9439	ED	199	141	0	0	30	111	0	52	59
PCT9439	TO	917	484	0	1	89	394	0	184	210
PCT9441	MV	778	396	0	0	76	320	0	128	192
PCT9441	ED	193	166	0	0	36	130	0	40	90
PCT9441	TO	971	562	0	0	112	450	0	168	282
PCT9442	MV	830	379	0	0	69	310	0	118	192
PCT9442	ED	210	212	0	0	36	176	0	70	106
PCT9442	TO	1040	591	0	0	105	486	0	188	298
PCT9443	MV	759	362	0	0	51	311	0	119	192
PCT9443	ED	196	152	0	0	29	123	1	48	74
PCT9443	TO	955	514	0	0	80	434	1	167	266
PCT9444	MV	768	340	0	0	54	286	0	152	134
PCT9444	ED	197	134	0	0	37	97	0	51	46
PCT9444	TO	965	474	0	0	91	383	0	203	180
PCT9445	MV	829	406	0	0	79	327	0	148	179
PCT9445	ED	167	147	0	0	21	126	1	42	83
PCT9445	TO	996	553	0	0	100	453	1	190	262
PCT9446	MV	900	465	0	1	83	381	0	165	216
PCT9446	ED	216	178	0	0	41	137	1	62	74
PCT9446	TO	1116	643	0	1	124	518	1	227	290
PCT9447	MV	729	392	0	2	66	324	0	158	166
PCT9447	ED	192	181	0	0	28	153	0	64	89
PCT9447	TO	921	573	0	2	94	477	0	222	255
PCT9448	MV	742	347	0	0	57	290	0	129	161
PCT9448	ED	198	157	0	0	35	122	0	41	81
PCT9448	TO	940	504	0	0	92	412	0	170	242
PCT9449	MV	719	340	0	3	61	276	0	140	136
PCT9449	ED	162	119	0	1	17	101	1	43	57
PCT9449	TO	881	459	0	4	78	377	1	183	193
PCT9451	MV	353	178	0	0	46	132	0	74	58
PCT9451	ED	88	69	0	0	12	57	0	18	39
PCT9451	TO	441	247	0	0	58	189	0	92	97
PCT9452	MV	647	334	0	0	50	284	0	133	151
PCT9452	ED	195	186	0	0	43	143	1	67	75
PCT9452	TO	842	520	0	0	93	427	1	200	226
PCT9453	MV	409	217	0	0	41	176	0	102	74
PCT9453	ED	115	84	0	0	17	67	0	36	31
PCT9453	TO	524	301	0	0	58	243	0	138	105
PCT9501	MV	158	92	0	0	18	74	0	40	34
PCT9501	ED	-8	3	0	0	1	2	0	1	1
PCT9501	TO	150	95	0	0	19	76	0	41	35
PCT9502	MV	294	136	0	0	23	113	0	50	63
PCT9502	ED	-43	6	0	0	1	5	0	1	4
PCT9502	TO	251	142	0	0	24	118	0	51	67
PCT9503	MV	550	263	0	0	60	203	0	88	115
PCT9503	ED	150	122	0	0	30	92	0	40	52
PCT9503	TO	700	385	0	0	90	295	0	128	167
PCT9505	MV	589	296	0	0	71	225	0	90	135
PCT9505	ED	176	136	0	0	31	105	0	47	58
PCT9505	TO	765	432	0	0	102	330	0	137	193
PCT9506	MV	547	232	0	0	34	198	0	92	106
PCT9506	ED	207	138	0	0	32	106	0	38	68
PCT9506	TO	754	370	0	0	66	304	0	130	174
PCT9507	MV	556	306	0	0	55	251	0	107	144
PCT9507	ED	160	182	0	0	42	140	0	58	82
PCT9507	TO	716	488	0	0	97	391	0	165	226
PCT9508	MV	632	317	0	0	60	257	0	95	162
PCT9508	ED	148	185	0	0	44	141	0	39	102
PCT9508	TO	780	502	0	0	104	398	0	134	264
PCT9509	MV	585	296	0	0	61	235	0	94	141
PCT9509	ED	142	167	0	0	41	126	1	39	86
PCT9509	TO	727	463	0	0	102	361	1	133	227
PCT9511	MV	458	240	0	1	47	192	0	74	118
PCT9511	ED	176	163	0	0	34	129	1	46	82
PCT9511	TO	634	403	0	1	81	321	1	120	200
PCT9512	MV	617	327	0	0	66	261	0	78	183
PCT9512	ED	160	179	0	0	34	145	1	60	84
PCT9512	TO	777	506	0	0	100	406	1	138	267
PCT9513	MV	686	334	0	1	59	274	0	92	182
PCT9513	ED	191	188	0	0	45	143	0	49	94
PCT9513	TO	877	522	0	1	104	417	0	141	276
PCT9514	MV	713	352	0	0	78	274	0	123	151
PCT9514	ED	183	213	0	0	32	181	3	63	115
PCT9514	TO	896	565	0	0	110	455	3	186	266
PCT9515	MV	543	305	0	0	58	247	0	136	111
PCT9515	ED	169	164	0	0	39	125	0	49	76
PCT9515	TO	712	469	0	0	97	372	0	185	187
PCT9516	MV	705	366	0	0	53	313	0	125	188
PCT9516	ED	184	190	0	0	45	145	2	51	92
PCT9516	TO	889	556	0	0	98	458	2	176	280
PCT9517	MV	626	335	0	0	61	274	0	103	171
PCT9517	ED	162	173	0	0	35	138	0	54	84
PCT9517	TO	788	508	0	0	96	412	0	157	255
PCT9518	MV	642	316	0	0	63	253	0	104	149
PCT9518	ED	146	195	0	0	43	152	2	57	93
PCT9518	TO	788	511	0	0	106	405	2	161	242
PCT9519	MV	693	368	0	0	76	292	0	129	163
PCT9519	ED	198	239	0	0	58	181	1	70	110
PCT9519	TO	891	607	0	0	134	473	1	199	273
PCT9521	MV	687	352	0	0	59	293	0	127	166
PCT9521	ED	214	242	0	0	49	193	0	61	132
PCT9521	TO	901	594	0	0	108	486	0	188	298
PCT9701	MV	498	269	0	0	63	206	0	88	118
PCT9701	ED	156	139	0	0	17	122	1	43	78
PCT9701	TO	654	408	0	0	80	328	1	131	196
PCT9702	MV	554	305	0	0	65	240	0	115	125
PCT9702	ED	166	148	0	0	37	111	0	36	75
PCT9702	TO	720	453	0	0	102	351	0	151	200
PCT9703	MV	809	403	0	1	76	326	0	165	161
PCT9703	ED	182	147	0	0	21	126	2	53	71
PCT9703	TO	991	550	0	1	97	452	2	218	232
PCT9704	MV	760	422	0	0	79	343	0	174	169
PCT9704	ED	199	199	0	0	51	148	0	66	82
PCT9704	TO	959	621	0	0	130	491	0	240	251
PCT9705	MV	754	421	0	0	66	355	0	163	192
PCT9705	ED	175	146	0	0	28	118	1	54	63
PCT9705	TO	929	567	0	0	94	473	1	217	255
PCT9706	MV	57	34	0	0	9	25	0	8	17
PCT9706	ED	-8	0	0	0	0	0	0	0	0
PCT9706	TO	49	34	0	0	9	25	0	8	17
PCT9707	MV	687	358	0	0	63	295	0	162	133
PCT9707	ED	139	103	0	0	24	79	0	37	42
PCT9707	TO	826	461	0	0	87	374	0	199	175
PCT9708	MV	786	429	0	0	76	353	0	170	183
PCT9708	ED	175	159	0	0	25	134	0	60	74
PCT9708	TO	961	588	0	0	101	487	0	230	257
PCT9709	MV	831	427	0	0	88	339	0	185	154
PCT9709	ED	209	183	0	0	38	145	0	62	83
PCT9709	TO	1040	610	0	0	126	484	0	247	237
PCT9711	MV	502	307	0	0	67	240	0	126	114
PCT9711	ED	144	162	0	0	28	134	1	62	71
PCT9711	TO	646	469	0	0	95	374	1	188	185
PCT9712	MV	534	335	0	0	64	271	0	156	115
PCT9712	ED	127	118	0	0	19	99	0	60	39
PCT9712	TO	661	453	0	0	83	370	0	216	154
PCT9713	MV	747	389	0	0	63	326	0	185	141
PCT9713	ED	203	171	0	0	36	135	2	66	67
PCT9713	TO	950	560	0	0	99	461	2	251	208
PCT9714	MV	795	447	0	1	78	368	0	225	143
PCT9714	ED	156	137	0	0	21	116	0	68	48
PCT9714	TO	951	584	0	1	99	484	0	293	191
PCT9715	MV	449	241	0	0	49	192	0	126	66
PCT9715	ED	130	135	0	0	24	111	0	90	21
PCT9715	TO	579	376	0	0	73	303	0	216	87
PCT9716	MV	745	398	0	0	72	326	0	164	162
PCT9716	ED	221	167	0	0	40	127	0	66	61
PCT9716	TO	966	565	0	0	112	453	0	230	223
PCT9717	MV	753	437	0	2	61	374	0	207	167
PCT9717	ED	224	173	0	0	36	137	1	73	63
PCT9717	TO	977	610	0	2	97	511	1	280	230
PCT9718	MV	749	449	0	1	66	382	0	227	155
PCT9718	ED	152	145	0	0	24	121	0	79	42
PCT9718	TO	901	594	0	1	90	503	0	306	197
PCT9719	MV	747	463	0	1	85	377	0	231	146
PCT9719	ED	173	151	0	0	22	129	0	76	53
PCT9719	TO	920	614	0	1	107	506	0	307	199
PCT9721	MV	498	288	0	0	60	228	0	133	95
PCT9721	ED	164	135	0	0	21	114	2	76	36
PCT9721	TO	662	423	0	0	81	342	2	209	131
PCT9722	MV	513	315	0	0	57	258	0	169	89
PCT9722	ED	84	76	0	0	11	65	1	33	31
PCT9722	TO	597	391	0	0	68	323	1	202	120
PCT9723	MV	436	224	0	0	40	184	0	99	85
PCT9723	ED	72	46	0	0	12	34	0	16	18
PCT9723	TO	508	270	0	0	52	218	0	115	103
PCT9724	MV	851	451	0	0	85	366	0	216	150
PCT9724	ED	169	100	0	1	24	75	0	44	31
PCT9724	TO	1020	551	0	1	109	441	0	260	181
PCT9725	MV	814	437	0	1	81	355	0	207	148
PCT9725	ED	157	97	0	0	21	76	0	49	27
PCT9725	TO	971	534	0	1	102	431	0	256	175
PCT9726	MV	630	217	0	0	32	185	0	81	104
PCT9726	ED	-14	103	0	0	13	90	4	39	47
PCT9726	TO	616	320	0	0	45	275	4	120	151
PCT9727	MV	404	227	0	2	41	184	0	110	74
PCT9727	ED	56	35	0	0	11	24	0	10	14
PCT9727	TO	460	262	0	2	52	208	0	120	88
PCT9728	MV	751	446	0	0	87	359	0	206	153
PCT9728	ED	212	137	0	0	29	108	0	65	43
PCT9728	TO	963	583	0	0	116	467	0	271	196
PCT9729	MV	654	335	0	0	65	270	0	194	76
PCT9729	ED	164	131	0	0	26	105	0	73	32
PCT9729	TO	818	466	0	0	91	375	0	267	108
PCT9731	MV	436	245	0	0	42	203	0	119	84
PCT9731	ED	143	111	0	1	28	82	0	48	34
PCT9731	TO	579	356	0	1	70	285	0	167	118
PCT9732	MV	78	47	0	0	15	32	0	20	12
PCT9732	ED	-5	0	0	0	0	0	0	0	0
PCT9732	TO	73	47	0	0	15	32	0	20	12
PCT9733	MV	261	162	0	0	24	138	0	72	66
PCT9733	ED	-21	1	0	0	0	1	0	1	0
PCT9733	TO	240	163	0	0	24	139	0	73	66
PCT9734	MV	473	286	0	0	45	241	0	160	81
PCT9734	ED	131	110	0	0	22	88	1	56	31
PCT9734	TO	604	396	0	0	67	329	1	216	112
PCT9735	MV	650	386	0	0	57	329	0	185	144
PCT9735	ED	170	133	0	0	31	102	3	52	47
PCT9735	TO	820	519	0	0	88	431	3	237	191
PCT9736	MV	586	325	0	0	70	255	0	155	100
PCT9736	ED	150	155	0	0	35	120	2	66	52
PCT9736	TO	736	480	0	0	105	375	2	221	152
PCT9737	MV	637	388	0	0	69	319	0	166	153
PCT9737	ED	154	137	0	0	21	116	1	56	59
PCT9737	TO	791	525	0	0	90	435	1	222	212
PCT9738	MV	688	320	0	0	53	267	0	125	142
PCT9738	ED	150	66	0	0	11	55	0	25	30
PCT9738	TO	838	386	0	0	64	322	0	150	172
PCT9739	MV	674	270	0	0	37	233	0	104	129
PCT9739	ED	115	88	0	0	11	77	3	23	51
PCT9739	TO	789	358	0	0	48	310	3	127	180
PCT9741	MV	837	173	0	0	22	151	0	62	89
PCT9741	ED	-396	10	0	0	2	8	0	4	4
PCT9741	TO	441	183	0	0	24	159	0	66	93
PCT9742	MV	530	229	0	1	31	197	0	123	74
PCT9742	ED	165	101	0	0	18	83	0	43	40
PCT9742	TO	695	330	0	1	49	280	0	166	114
PCT9743	MV	913	400	0	1	67	332	0	154	178
PCT9743	ED	227	174	0	0	26	148	0	66	82
PCT9743	TO	1140	574	0	1	93	480	0	220	260
PCT9744	MV	783	333	0	0	63	270	0	113	157
PCT9744	ED	160	126	0	0	21	105	0	43	62
PCT9744	TO	943	459	0	0	84	375	0	156	219
PCT9745	MV	790	317	0	0	37	280	0	110	170
PCT9745	ED	202	129	0	0	28	101	0	43	58
PCT9745	TO	992	446	0	0	65	381	0	153	228
PCT9746	MV	714	373	0	1	69	303	0	163	140
PCT9746	ED	189	120	0	0	25	95	0	61	34
PCT9746	TO	903	493	0	1	94	398	0	224	174
PCT9747	MV	772	401	0	0	59	342	0	144	198
PCT9747	ED	204	146	0	0	18	128	1	55	72
PCT9747	TO	976	547	0	0	77	470	1	199	270
PCT9748	MV	746	425	0	0	61	364	0	191	173
PCT9748	ED	167	119	0	0	22	97	1	53	43
PCT9748	TO	913	544	0	0	83	461	1	244	216
PCT9749	MV	750	289	0	0	39	250	0	107	143
PCT9749	ED	188	109	0	0	15	94	0	24	70
PCT9749	TO	938	398	0	0	54	344	0	131	213
PCT9751	MV	857	472	0	0	85	387	0	208	179
PCT9751	ED	214	153	0	0	38	115	1	55	59
PCT9751	TO	1071	625	0	0	123	502	1	263	238
PCT9752	MV	563	328	0	1	62	265	0	145	120
PCT9752	ED	134	109	0	0	19	90	1	31	58
PCT9752	TO	697	437	0	1	81	355	1	176	178
PCT9753	MV	617	300	0	0	53	247	0	115	132
PCT9753	ED	145	123	0	0	17	106	2	39	65
PCT9753	TO	762	423	0	0	70	353	2	154	197
PCT9754	MV	545	317	0	0	42	275	0	123	152
PCT9754	ED	162	115	0	0	14	101	0	41	60
PCT9754	TO	707	432	0	0	56	376	0	164	212
PCT9755	MV	441	239	0	0	31	208	0	93	115
PCT9755	ED	139	99	0	0	13	86	0	47	39
PCT9755	TO	580	338	0	0	44	294	0	140	154
PCT9756	MV	805	364	0	0	58	306	0	153	153
PCT9756	ED	162	107	0	0	12	95	1	44	50
PCT9756	TO	967	471	0	0	70	401	1	197	203
PCT9801	MV	320	163	0	0	20	143	0	70	73
PCT9801	ED	88	53	0	0	4	49	0	19	30
PCT9801	TO	408	216	0	0	24	192	0	89	103
CONG12	MV	355594	174824	0	185	33967	140672	0	62472	78200
CONG12	ED	90254	77529	0	35	17221	60273	360	23184	36729
CONG12	TO	445848	252353	0	220	51188	200945	360	85656	114929
CONG14	MV	47252	22365	0	31	3451	18883	0	9336	9547
CONG14	ED	10799	7055	0	4	1194	5857	50	2688	3119
CONG14	TO	58051	29420	0	35	4645	24740	50	12024	12666
ASSM17	MV	232787	114654	0	131	22306	92217	0	39608	52609
ASSM17	ED	59635	47539	0	22	10345	37172	247	13668	23257
ASSM17	TO	292422	162193	0	153	32651	129389	247	53276	75866
ASSM19	MV	170059	82535	0	85	15112	67338	0	32200	35138
ASSM19	ED	41418	37045	0	17	8070	28958	163	12204	16591
ASSM19	TO	211477	119580	0	102	23182	96296	163	44404	51729
SUPV1	MV	33868	16583	0	21	2961	13601	0	6066	7535
SUPV1	ED	9248	8645	0	8	1766	6871	29	2657	4185
SUPV1	TO	43116	25228	0	29	4727	20472	29	8723	11720
SUPV2	MV	41435	19991	0	7	4606	15378	0	8286	7092
SUPV2	ED	8611	10358	0	3	2947	7408	46	3428	3934
SUPV2	TO	50046	30349	0	10	7553	22786	46	11714	11026
SUPV3	MV	31943	14432	0	24	2989	11419	0	5819	5600
SUPV3	ED	7434	6535	0	5	1676	4854	38	2135	2681
SUPV3	TO	39377	20967	0	29	4665	16273	38	7954	8281
SUPV4	MV	35049	16883	0	21	2932	13930	0	6128	7802
SUPV4	ED	9045	7574	0	2	1511	6061	22	2359	3680
SUPV4	TO	44094	24457	0	23	4443	19991	22	8487	11482
SUPV5	MV	41966	21520	0	16	4260	17244	0	7236	10008
SUPV5	ED	10934	11548	0	4	2647	8897	49	3253	5595
SUPV5	TO	52900	33068	0	20	6907	26141	49	10489	15603
SUPV6	MV	35755	15237	0	31	3135	12071	0	5330	6741
SUPV6	ED	7940	5858	0	4	1470	4384	39	1601	2744
SUPV6	TO	43695	21095	0	35	4605	16455	39	6931	9485
SUPV7	MV	38887	20739	0	16	3666	17057	0	8952	8105
SUPV7	ED	8556	7372	0	2	1356	6014	41	2984	2989
SUPV7	TO	47443	28111	0	18	5022	23071	41	11936	11094
SUPV8	MV	46370	27513	0	10	5489	22014	0	9169	12845
SUPV8	ED	11807	11215	0	5	2236	8974	31	3247	5696
SUPV8	TO	58177	38728	0	15	7725	30988	31	12416	18541
SUPV9	MV	33165	16788	0	22	2898	13868	0	4982	8886
SUPV9	ED	10098	7144	0	3	1258	5883	48	1771	4064
SUPV9	TO	43263	23932	0	25	4156	19751	48	6753	12950
SUPV10	MV	33765	14063	0	19	2562	11482	0	4916	6566
SUPV10	ED	9348	4282	0	1	881	3400	33	1211	2156
SUPV10	TO	43113	18345	0	20	3443	14882	33	6127	8722
SUPV11	MV	30643	13440	0	29	1920	11491	0	4924	6567
SUPV11	ED	8032	4053	0	2	667	3384	34	1226	2124
SUPV11	TO	38675	17493	0	31	2587	14875	34	6150	8691
NEIG1	MV	15464	5944	0	10	1000	4934	0	2095	2839
NEIG1	ED	5021	1583	0	1	316	1266	17	463	786
NEIG1	TO	20485	7527	0	11	1316	6200	17	2558	3625
NEIG2	MV	14029	6280	0	12	1294	4974	0	2586	2388
NEIG2	ED	3238	2815	0	4	755	2056	15	900	1141
NEIG2	TO	17267	9095	0	16	2049	7030	15	3486	3529
NEIG3	MV	22050	9508	0	20	1861	7627	0	3325	4302
NEIG3	ED	5969	4204	0	4	979	3221	28	1220	1973
NEIG3	TO	28019	13712	0	24	2840	10848	28	4545	6275
NEIG4	MV	5630	3494	0	3	643	2848	0	1315	1533
NEIG4	ED	1430	1249	0	0	249	1000	2	461	537
NEIG4	TO	7060	4743	0	3	892	3848	2	1776	2070
NEIG5	MV	22700	10125	0	22	1457	8646	0	3736	4910
NEIG5	ED	5893	3002	0	2	492	2508	26	930	1552
NEIG5	TO	28593	13127	0	24	1949	11154	26	4666	6462
NEIG6	MV	11526	5973	0	6	1219	4748	0	1953	2795
NEIG6	ED	2336	3502	0	0	802	2700	12	1014	1674
NEIG6	TO	13862	9475	0	6	2021	7448	12	2967	4469
NEIG7	MV	9818	4131	0	7	580	3544	0	1518	2026
NEIG7	ED	2577	1320	0	0	206	1114	9	383	722
NEIG7	TO	12395	5451	0	7	786	4658	9	1901	2748
NEIG8	MV	7628	4028	0	0	783	3245	0	1423	1822
NEIG8	ED	2030	2242	0	0	476	1766	10	658	1098
NEIG8	TO	9658	6270	0	0	1259	5011	10	2081	2920
NEIG9	MV	7416	3142	0	2	517	2623	0	1271	1352
NEIG9	ED	842	939	0	1	169	769	7	352	410
NEIG9	TO	8258	4081	0	3	686	3392	7	1623	1762
NEIG10	MV	8172	3953	0	5	760	3188	0	1460	1728
NEIG10	ED	1850	2034	0	2	467	1565	5	643	917
NEIG10	TO	10022	5987	0	7	1227	4753	5	2103	2645
NEIG11	MV	33509	15534	0	3	3642	11889	0	6457	5432
NEIG11	ED	5931	7964	0	3	2353	5608	38	2564	3006
NEIG11	TO	39440	23498	0	6	5995	17497	38	9021	8438
NEIG12	MV	23572	11865	0	15	2073	9777	0	3370	6407
NEIG12	ED	7433	5385	0	4	983	4398	35	1205	3158
NEIG12	TO	31005	17250	0	19	3056	14175	35	4575	9565
NEIG14	MV	6791	3992	0	2	748	3242	0	1167	2075
NEIG14	ED	1942	1795	0	1	291	1503	9	445	1049
NEIG14	TO	8733	5787	0	3	1039	4745	9	1612	3124
NEIG15	MV	5779	2678	0	3	560	2115	0	1139	976
NEIG15	ED	1309	1197	0	0	309	888	5	448	435
NEIG15	TO	7088	3875	0	3	869	3003	5	1587	1411
NEIG13	MV	13553	8168	0	2	1738	6428	0	2787	3641
NEIG13	ED	3435	3395	0	0	675	2720	10	998	1712
NEIG13	TO	16988	11563	0	2	2413	9148	10	3785	5353
NEIG26	MV	7830	3526	0	7	604	2915	0	1251	1664
NEIG26	ED	1802	958	0	0	194	764	5	303	456
NEIG26	TO	9632	4484	0	7	798	3679	5	1554	2120
NEIG16	MV	14623	6960	0	5	1396	5559	0	2498	3061
NEIG16	ED	2733	2592	0	0	580	2012	13	726	1273
NEIG16	TO	17356	9552	0	5	1976	7571	13	3224	4334
NEIG17	MV	29447	14415	0	16	2524	11875	0	5294	6581
NEIG17	ED	8178	7576	0	6	1538	6032	28	2315	3689
NEIG17	TO	37625	21991	0	22	4062	17907	28	7609	10270
NEIG19	MV	7165	4024	0	3	739	3282	0	1242	2040
NEIG19	ED	2406	1880	0	1	343	1536	7	558	971
NEIG19	TO	9571	5904	0	4	1082	4818	7	1800	3011
NEIG18	MV	6458	3414	0	3	775	2636	0	1462	1174
NEIG18	ED	1563	1848	0	0	466	1382	5	685	692
NEIG18	TO	8021	5262	0	3	1241	4018	5	2147	1866
NEIG20	MV	20910	8912	0	17	1912	6983	0	3242	3741
NEIG20	ED	4167	3399	0	1	892	2506	24	954	1528
NEIG20	TO	25077	12311	0	18	2804	9489	24	4196	5269
NEIG21	MV	34606	16657	0	21	2887	13749	0	6040	7709
NEIG21	ED	8887	7428	0	2	1493	5933	22	2308	3603
NEIG21	TO	43493	24085	0	23	4380	19682	22	8348	11312
NEIG22	MV	15381	9297	0	2	1855	7440	0	3041	4399
NEIG22	ED	3512	3650	0	1	746	2903	12	1038	1853
NEIG22	TO	18893	12947	0	3	2601	10343	12	4079	6252
NEIG23	MV	6638	2511	0	6	476	2029	0	881	1148
NEIG23	ED	1850	604	0	0	130	474	6	177	291
NEIG23	TO	8488	3115	0	6	606	2503	6	1058	1439
NEIG24	MV	28439	16112	0	13	2888	13211	0	7128	6083
NEIG24	ED	6935	5821	0	1	1085	4735	32	2447	2256
NEIG24	TO	35374	21933	0	14	3973	17946	32	9575	8339
NEIG25	MV	23712	12546	0	11	2487	10048	0	4127	5921
NEIG25	ED	7784	6202	0	5	1426	4771	28	1677	3066
NEIG25	TO	31496	18748	0	16	3913	14819	28	5804	8987
