area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	89:KAT ANDERSON	90:NADIA RAHMAN	91:MANO RAJU	92:ABRA PAULINE CASTLE	93:QUEENA CHEN	94:CYN WANG	95:LEAH LACROIX	96:SUZY LOFTUS	97:LI MIAO LOVETT	98:JANICE LI	99:JANE NATOLI	100:AHSHA SAFAI	101:GORDON MAR	102:SEEYEW MO	103:FAAUUGA MOLIGA	104:PAUL MIYAMOTO	105:MARY JUNG	106:KEITH BARAKA	107:KELLY AKEMI GROTH	108:A. J. THOMAS	109:MAWULI TUGBENYOH
PCT9743	ED	114	201	0	0	1143	867	0	36	22	60	26	59	20	52	38	62	55	19	37	59	9	54	27	26	68	53	72	13
PCT9743	TO	685	495	0	1	2444	2496	0	84	56	165	55	155	65	155	126	165	162	80	106	183	37	151	108	101	175	143	184	40
PCT9744	MV	499	249	0	0	1208	1282	0	48	30	82	32	89	29	84	76	89	89	42	60	92	13	68	39	41	90	74	94	21
PCT9744	ED	53	221	0	0	1351	859	0	30	33	56	19	50	25	43	48	59	50	34	38	49	14	62	31	22	58	50	75	13
PCT9744	TO	552	470	0	0	2559	2141	0	78	63	138	51	139	54	127	124	148	139	76	98	141	27	130	70	63	148	124	169	34
PCT9745	MV	483	233	0	0	1082	1248	0	60	29	75	27	76	31	74	54	89	78	44	60	78	20	78	51	42	97	68	101	16
PCT9745	ED	71	181	0	2	1031	759	0	29	21	46	18	43	22	34	37	56	47	24	29	58	10	49	34	19	55	49	66	13
PCT9745	TO	554	414	0	2	2113	2007	0	89	50	121	45	119	53	108	91	145	125	68	89	136	30	127	85	61	152	117	167	29
PCT9746	MV	380	239	0	2	1259	1111	0	44	33	58	33	50	45	66	92	54	62	46	56	74	29	53	57	62	81	41	57	18
PCT9746	ED	95	95	0	0	532	418	0	18	12	17	14	16	15	26	44	13	17	14	25	30	10	20	25	28	22	20	21	11
PCT9746	TO	475	334	0	2	1791	1529	0	62	45	75	47	66	60	92	136	67	79	60	81	104	39	73	82	90	103	61	78	29
PCT9747	MV	441	271	0	0	1352	1358	0	47	35	85	24	80	45	93	82	81	81	49	48	94	35	68	64	71	90	70	90	26
PCT9747	ED	106	136	0	0	710	650	0	24	25	42	19	35	19	44	54	32	36	17	33	44	14	35	26	34	36	33	37	11
PCT9747	TO	547	407	0	0	2062	2008	0	71	60	127	43	115	64	137	136	113	117	66	81	138	49	103	90	105	126	103	127	37
PCT9748	MV	407	284	0	0	1429	1411	0	68	44	65	44	70	53	85	103	66	77	64	70	82	51	55	64	85	83	65	80	37
PCT9748	ED	96	109	0	0	619	471	0	28	17	16	11	17	16	21	42	17	14	19	35	34	19	18	34	29	33	14	26	11
PCT9748	TO	503	393	0	0	2048	1882	0	96	61	81	55	87	69	106	145	83	91	83	105	116	70	73	98	114	116	79	106	48
PCT9749	MV	399	196	0	0	895	1065	0	36	22	71	19	65	40	51	53	73	71	45	48	77	26	58	48	45	66	53	83	15
PCT9749	ED	81	115	0	0	644	506	0	18	7	32	13	35	11	35	16	34	38	12	18	39	9	35	19	23	36	30	42	4
PCT9749	TO	480	311	0	0	1539	1571	0	54	29	103	32	100	51	86	69	107	109	57	66	116	35	93	67	68	102	83	125	19
PCT9751	MV	507	329	0	3	1637	1623	0	62	45	79	40	73	53	99	127	73	81	79	86	110	47	64	101	111	113	59	79	42
PCT9751	ED	123	154	0	0	947	593	0	27	13	35	16	33	21	27	54	30	30	28	25	36	22	24	34	30	43	23	30	12
PCT9751	TO	630	483	0	3	2584	2216	0	89	58	114	56	106	74	126	181	103	111	107	111	146	69	88	135	141	156	82	109	54
PCT9752	MV	335	224	0	1	1089	1141	0	59	36	60	19	46	47	68	87	43	57	53	60	65	55	47	61	69	68	43	59	39
PCT9752	ED	76	103	0	0	608	422	0	22	16	22	9	16	15	20	35	13	21	23	19	29	25	21	23	24	25	13	19	12
PCT9752	TO	411	327	0	1	1697	1563	0	81	52	82	28	62	62	88	122	56	78	76	79	94	80	68	84	93	93	56	78	51
PCT9753	MV	353	204	0	0	1071	969	0	33	23	54	16	54	27	54	66	51	58	41	51	80	21	52	47	50	64	49	53	25
PCT9753	ED	92	128	0	0	671	609	0	22	16	37	15	36	11	46	37	36	29	20	24	40	13	32	27	31	49	33	45	10
PCT9753	TO	445	332	0	0	1742	1578	0	55	39	91	31	90	38	100	103	87	87	61	75	120	34	84	74	81	113	82	98	35
PCT9754	MV	363	242	0	1	1052	1358	0	58	40	72	34	75	43	83	87	78	84	46	55	85	34	77	49	71	91	73	99	24
PCT9754	ED	99	104	0	0	590	450	0	20	6	31	14	33	10	31	26	28	22	15	14	29	10	28	21	16	36	28	28	4
PCT9754	TO	462	346	0	1	1642	1808	0	78	46	103	48	108	53	114	113	106	106	61	69	114	44	105	70	87	127	101	127	28
PCT9755	MV	282	181	0	1	885	915	0	40	25	58	17	40	26	61	62	47	57	27	45	62	15	59	42	50	57	43	60	22
PCT9755	ED	80	94	0	0	587	353	0	13	7	20	11	23	7	19	23	25	21	15	15	22	3	22	20	11	26	21	24	5
PCT9755	TO	362	275	0	1	1472	1268	0	53	32	78	28	63	33	80	85	72	78	42	60	84	18	81	62	61	83	64	84	27
PCT9756	MV	443	233	0	0	1079	1251	0	33	34	72	21	69	45	76	63	66	82	58	63	101	25	67	59	72	80	58	79	28
PCT9756	ED	80	105	0	1	630	410	0	19	20	24	7	20	19	19	22	28	23	16	21	32	6	17	20	21	22	14	30	10
PCT9756	TO	523	338	0	1	1709	1661	0	52	54	96	28	89	64	95	85	94	105	74	84	133	31	84	79	93	102	72	109	38
PCT9801	MV	199	125	0	1	512	728	0	27	14	36	26	45	19	45	45	49	34	36	39	47	14	50	25	33	43	39	46	16
PCT9801	ED	53	42	0	0	199	221	0	9	5	15	6	10	5	17	11	12	16	6	8	16	5	14	9	7	17	14	17	2
PCT9801	TO	252	167	0	1	711	949	0	36	19	51	32	55	24	62	56	61	50	42	47	63	19	64	34	40	60	53	63	18
CONG12	MV	217399	41010	0	97	218263	190867	0	7195	5188	11356	3485	10479	6726	11831	11917	10210	11745	7472	7439	14462	4587	9706	8922	10037	12395	9598	11671	4446
CONG12	ED	55269	24139	0	23	149879	91281	0	3744	2489	5809	2015	5400	2864	5454	5818	5175	5369	3221	3321	6949	1773	4980	3723	4407	6230	4844	5982	1714
CONG12	TO	272668	65149	0	120	368142	282148	0	10939	7677	17165	5500	15879	9590	17285	17735	15385	17114	10693	10760	21411	6360	14686	12645	14444	18625	14442	17653	6160
CONG14	MV	26919	14901	0	39	72509	76111	0	2876	1987	4184	1825	3913	2534	4487	5043	4081	4295	3055	4111	5309	1816	3784	3955	4068	4870	3407	4742	1769
CONG14	ED	5472	7879	0	13	46339	32321	0	1417	878	1886	960	1758	951	1760	2098	1863	1744	1146	1736	2143	623	1819	1523	1445	2129	1586	2263	593
CONG14	TO	32391	22780	0	52	118848	108432	0	4293	2865	6070	2785	5671	3485	6247	7141	5944	6039	4201	5847	7452	2439	5603	5478	5513	6999	4993	7005	2362
ASSM19	MV	97502	55911	0	136	290772	266978	0	10071	7175	15540	5310	14392	9260	16318	16960	14291	16040	10527	11550	19771	6403	13490	12877	14105	17265	13005	16413	6215
ASSM19	ED	23078	32018	0	36	196218	123602	0	5161	3367	7695	2975	7158	3815	7214	7916	7038	7113	4367	5057	9092	2396	6799	5246	5852	8359	6430	8245	2307
ASSM19	TO	120580	87929	0	172	486990	390580	0	15232	10542	23235	8285	21550	13075	23532	24876	21329	23153	14894	16607	28863	8799	20289	18123	19957	25624	19435	24658	8522
SUPV1	MV	19956	11403	0	30	57337	56393	0	1839	1330	3657	966	3483	1892	3615	2962	3334	3676	2026	1966	4347	1243	3115	2444	2732	3776	3097	3739	1154
SUPV1	ED	5428	7252	0	7	43048	29402	0	1023	716	2038	650	1925	858	1802	1565	1832	1851	959	959	2266	505	1729	1084	1305	2019	1719	2088	509
SUPV1	TO	25384	18655	0	37	100385	85795	0	2862	2046	5695	1616	5408	2750	5417	4527	5166	5527	2985	2925	6613	1748	4844	3528	4037	5795	4816	5827	1663
SUPV2	MV	23355	11672	0	27	70188	46262	0	2339	1575	2521	939	1954	1676	2819	3666	2010	2529	2176	2144	2702	1246	2053	2341	2789	2954	2092	2436	1301
SUPV2	ED	5043	6966	0	6	47873	21727	0	1326	756	1207	533	974	788	1252	1812	930	1077	946	996	1205	530	967	1044	1330	1437	970	1136	511
SUPV2	TO	28398	18638	0	33	118061	67989	0	3665	2331	3728	1472	2928	2464	4071	5478	2940	3606	3122	3140	3907	1776	3020	3385	4119	4391	3062	3572	1812
SUPV4	MV	18905	10714	0	26	53646	53234	0	1771	1266	2994	980	3040	1987	3144	3199	2943	3345	1899	2030	4945	1256	2652	2702	2827	3341	2521	3249	1143
SUPV4	ED	4768	5869	0	7	34850	23770	0	817	542	1488	512	1480	726	1382	1452	1423	1436	759	799	2296	395	1333	1010	1021	1674	1232	1623	370
SUPV4	TO	23673	16583	0	33	88496	77004	0	2588	1808	4482	1492	4520	2713	4526	4651	4366	4781	2658	2829	7241	1651	3985	3712	3848	5015	3753	4872	1513
SUPV5	MV	28301	4159	0	9	21259	20241	0	665	557	1415	329	1240	578	1429	1073	1198	1342	749	692	1406	400	1163	630	828	1425	1211	1446	465
SUPV5	ED	7332	2435	0	1	14334	10006	0	356	286	703	191	641	274	660	518	640	636	332	329	713	198	613	290	408	664	605	756	193
SUPV5	TO	35633	6594	0	10	35593	30247	0	1021	843	2118	520	1881	852	2089	1591	1838	1978	1081	1021	2119	598	1776	920	1236	2089	1816	2202	658
SUPV7	MV	23151	11386	0	29	58525	55045	0	2251	1616	2910	1212	2743	2057	3157	4084	2761	3069	2294	2496	3778	1558	2553	3064	3203	3405	2402	3072	1360
SUPV7	ED	4518	6252	0	8	37415	25025	0	1096	761	1422	682	1339	820	1338	1869	1364	1341	941	1119	1650	588	1303	1258	1246	1631	1172	1589	496
SUPV7	TO	27669	17638	0	37	95940	80070	0	3347	2377	4332	1894	4082	2877	4495	5953	4125	4410	3235	3615	5428	2146	3856	4322	4449	5036	3574	4661	1856
SUPV8	MV	32642	125	0	1	512	728	0	27	14	36	26	45	19	45	45	49	34	36	39	47	14	50	25	33	43	39	46	16
SUPV8	ED	8755	42	0	0	199	221	0	9	5	15	6	10	5	17	11	12	16	6	8	16	5	14	9	7	17	14	17	2
SUPV8	TO	41397	167	0	1	711	949	0	36	19	51	32	55	24	62	56	61	50	42	47	63	19	64	34	40	60	53	63	18
SUPV10	MV	20310	74	0	3	234	476	0	17	17	28	11	31	15	33	25	30	29	15	18	37	5	24	16	23	30	21	39	12
SUPV10	ED	5538	7	0	0	67	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPV10	TO	25848	81	0	3	301	479	0	17	18	28	11	32	15	33	26	30	29	15	18	37	5	24	16	23	30	21	39	12
SUPV11	MV	17190	6378	0	11	29071	34599	0	1162	800	1979	847	1856	1036	2076	1906	1966	2016	1332	2165	2509	681	1880	1655	1670	2291	1622	2386	764
SUPV11	ED	4436	3195	0	7	18432	13448	0	534	300	822	401	788	344	763	688	837	756	424	847	946	175	840	551	535	917	718	1036	226
SUPV11	TO	21626	9573	0	18	47503	48047	0	1696	1100	2801	1248	2644	1380	2839	2594	2803	2772	1756	3012	3455	856	2720	2206	2205	3208	2340	3422	990
NEIG5	MV	12711	4150	0	5	18565	22885	0	772	552	1254	561	1181	704	1333	1300	1254	1324	936	1456	1691	465	1242	1160	1146	1474	1059	1513	508
NEIG5	ED	3275	1911	0	6	10968	8082	0	328	196	474	232	456	211	450	425	497	454	269	543	584	109	488	358	321	524	432	593	138
NEIG5	TO	15986	6061	0	11	29533	30967	0	1100	748	1728	793	1637	915	1783	1725	1751	1778	1205	1999	2275	574	1730	1518	1467	1998	1491	2106	646
NEIG7	MV	5520	2782	0	7	12992	14758	0	486	318	904	352	854	436	915	767	900	879	535	859	1043	281	813	627	674	1006	713	1081	315
NEIG7	ED	1375	1546	0	2	8937	6503	0	252	136	419	195	397	168	384	312	414	379	189	351	449	86	418	241	265	468	344	532	104
NEIG7	TO	6895	4328	0	9	21929	21261	0	738	454	1323	547	1251	604	1299	1079	1314	1258	724	1210	1492	367	1231	868	939	1474	1057	1613	419
NEIG8	MV	5119	2492	0	5	12809	12061	0	368	343	814	165	742	391	826	608	713	787	449	407	917	275	708	400	512	818	705	845	268
NEIG8	ED	1332	1536	0	1	8649	6701	0	208	191	458	124	435	195	448	355	431	410	218	215	496	123	410	202	282	446	410	501	143
NEIG8	TO	6451	4028	0	6	21458	18762	0	576	534	1272	289	1177	586	1274	963	1144	1197	667	622	1413	398	1118	602	794	1264	1115	1346	411
NEIG9	MV	4501	2108	0	6	10151	10869	0	443	280	626	266	635	369	647	621	692	651	385	469	749	227	559	528	490	705	551	765	211
NEIG9	ED	19	1728	0	3	10407	6843	0	311	211	422	221	415	210	338	337	487	401	229	292	429	97	438	256	187	470	391	590	111
NEIG9	TO	4520	3836	0	9	20558	17712	0	754	491	1048	487	1050	579	985	958	1179	1052	614	761	1178	324	997	784	677	1175	942	1355	322
NEIG10	MV	5132	2946	0	7	15793	13597	0	534	394	836	252	762	453	865	823	747	865	545	511	907	308	716	567	688	894	738	857	335
NEIG10	ED	1192	2020	0	1	12696	7494	0	333	237	513	203	418	228	419	461	436	434	263	297	473	155	417	272	360	472	416	520	167
NEIG10	TO	6324	4966	0	8	28489	21091	0	867	631	1349	455	1180	681	1284	1284	1183	1299	808	808	1380	463	1133	839	1048	1366	1154	1377	502
NEIG11	MV	18745	7966	0	18	48491	30989	0	1651	1107	1647	620	1249	1149	1878	2412	1280	1666	1530	1501	1719	877	1352	1566	1883	1991	1382	1624	905
NEIG11	ED	3891	4746	0	5	33379	14031	0	923	502	747	340	582	532	811	1148	571	666	644	665	738	372	609	686	894	919	612	719	351
NEIG11	TO	22636	12712	0	23	81870	45020	0	2574	1609	2394	960	1831	1681	2689	3560	1851	2332	2174	2166	2457	1249	1961	2252	2777	2910	1994	2343	1256
NEIG17	MV	17241	9899	0	29	49314	49386	0	1595	1150	3227	846	3083	1678	3168	2553	2935	3253	1761	1697	3818	1094	2721	2134	2387	3297	2719	3273	997
NEIG17	ED	4768	6028	0	6	35379	24841	0	845	593	1722	517	1662	726	1554	1303	1561	1591	805	782	1943	431	1465	900	1097	1726	1453	1747	418
NEIG17	TO	22009	15927	0	35	84693	74227	0	2440	1743	4949	1363	4745	2404	4722	3856	4496	4844	2566	2479	5761	1525	4186	3034	3484	5023	4172	5020	1415
NEIG18	MV	3681	2303	0	4	13804	9186	0	402	258	525	183	403	302	571	840	423	487	387	409	638	214	416	499	554	577	394	468	236
NEIG18	ED	989	1432	0	1	9454	4856	0	237	138	277	122	251	153	286	443	219	254	187	200	345	85	226	259	267	339	227	260	81
NEIG18	TO	4670	3735	0	5	23258	14042	0	639	396	802	305	654	455	857	1283	642	741	574	609	983	299	642	758	821	916	621	728	317
NEIG21	MV	18622	10542	0	26	52683	52477	0	1752	1244	2940	972	2995	1965	3095	3159	2893	3297	1874	2003	4873	1242	2604	2676	2804	3294	2476	3190	1129
NEIG21	ED	4675	5745	0	7	34224	23156	0	800	528	1444	499	1440	715	1335	1426	1381	1399	742	786	2235	389	1291	992	996	1628	1194	1575	361
NEIG21	TO	23297	16287	0	33	86907	75633	0	2552	1772	4384	1471	4435	2680	4430	4585	4274	4696	2616	2789	7108	1631	3895	3668	3800	4922	3670	4765	1490
NEIG23	MV	3497	74	0	3	234	476	0	17	17	28	11	31	15	33	25	30	29	15	18	37	5	24	16	23	30	21	39	12
NEIG23	ED	962	7	0	0	67	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NEIG23	TO	4459	81	0	3	301	479	0	17	18	28	11	32	15	33	26	30	29	15	18	37	5	24	16	23	30	21	39	12
NEIG24	MV	16842	8415	0	20	44216	39734	0	1666	1215	2012	881	1850	1511	2245	3243	1813	2133	1724	1840	2692	1220	1746	2348	2491	2410	1632	2007	1055
NEIG24	ED	4054	4036	0	4	24220	16100	0	711	489	871	415	799	533	869	1418	749	811	644	741	1081	452	748	929	960	1016	669	855	340
NEIG24	TO	20896	12451	0	24	68436	55834	0	2377	1704	2883	1296	2649	2044	3114	4661	2562	2944	2368	2581	3773	1672	2494	3277	3451	3426	2301	2862	1395
NEIG25	MV	15884	2234	0	6	11720	10560	0	385	297	727	201	607	287	742	609	611	669	386	380	687	195	589	356	453	769	615	751	244
NEIG25	ED	4088	1283	0	0	7838	4992	0	213	145	348	107	302	144	320	287	292	314	177	185	319	97	289	151	223	351	282	353	93
NEIG25	TO	19972	3517	0	6	19558	15552	0	598	442	1075	308	909	431	1062	896	903	983	563	565	1006	292	878	507	676	1120	897	1104	337
