area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	145:LISA REMMER	146:JOSEPH C ROBERTS	147:STEPHEN WAID	148:LEO LACAYO	149:RYAN LAM	150:CHRISTIAN FOSTER	151:JOSH YORK	152:EVE DEL CASTELLO	153:CHRIS WARD KLINE	154:ERIN SMITH	155:LARRY MARSO	156:NICOLE GARAY	157:CALE GARVERICK	158:KRISTA GARVERICK
PCT7938	ED	215	4	0	0	17	27	0	3	2	2	2	0	2	2	2	2	4	1	2	3	0
PCT7938	TO	751	12	0	0	86	46	0	6	4	2	4	1	3	3	3	2	6	2	3	4	3
PCT7939	MV	481	3	0	0	22	11	0	1	0	1	0	2	0	1	0	0	2	1	1	1	1
PCT7939	ED	205	1	0	0	6	5	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0
PCT7939	TO	686	4	0	0	28	16	0	2	0	1	0	2	0	1	1	0	3	1	2	2	1
PCT7941	MV	576	7	0	0	49	28	0	2	2	2	2	4	2	2	0	1	4	2	1	2	2
PCT7941	ED	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7941	TO	772	7	0	0	49	28	0	2	2	2	2	4	2	2	0	1	4	2	1	2	2
PCT7942	MV	658	14	0	0	80	74	0	6	6	6	5	3	5	6	3	2	7	6	6	6	7
PCT7942	ED	274	5	0	0	43	12	0	3	0	1	2	0	0	1	0	1	0	3	0	0	1
PCT7942	TO	932	19	0	0	123	86	0	9	6	7	7	3	5	7	3	3	7	9	6	6	8
PCT7943	MV	686	18	0	0	159	39	0	4	2	2	4	5	1	2	1	4	7	2	1	3	1
PCT7943	ED	214	11	0	0	73	48	0	4	4	2	4	4	4	2	4	3	4	2	4	4	3
PCT7943	TO	900	29	0	0	232	87	0	8	6	4	8	9	5	4	5	7	11	4	5	7	4
PCT7944	MV	584	10	0	0	54	56	0	5	5	5	4	1	5	4	1	0	5	5	5	6	5
PCT7944	ED	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7944	TO	814	10	0	0	54	56	0	5	5	5	4	1	5	4	1	0	5	5	5	6	5
PCT7945	MV	726	17	0	0	119	68	0	6	3	4	3	4	6	3	5	3	6	4	7	8	6
PCT7945	ED	228	4	0	0	25	19	0	2	1	1	2	3	2	0	2	1	1	1	1	2	0
PCT7945	TO	954	21	0	0	144	87	0	8	4	5	5	7	8	3	7	4	7	5	8	10	6
PCT7946	MV	779	20	0	0	151	69	0	11	4	3	2	7	2	4	7	5	7	1	6	7	3
PCT7946	ED	206	7	0	0	62	15	0	0	1	0	1	1	3	0	2	2	3	0	1	1	0
PCT7946	TO	985	27	0	0	213	84	0	11	5	3	3	8	5	4	9	7	10	1	7	8	3
PCT7947	MV	792	23	0	0	147	106	0	8	7	9	8	7	8	9	2	4	10	9	7	9	9
PCT7947	ED	194	5	0	0	43	12	0	1	0	1	1	1	0	1	0	2	0	1	1	2	1
PCT7947	TO	986	28	0	0	190	118	0	9	7	10	9	8	8	10	2	6	10	10	8	11	10
PCT7948	MV	730	26	0	0	181	105	0	12	6	8	8	5	9	8	3	7	8	9	5	6	11
PCT7948	ED	200	5	0	0	38	17	0	2	0	1	1	2	0	1	0	1	1	2	1	3	2
PCT7948	TO	930	31	0	0	219	122	0	14	6	9	9	7	9	9	3	8	9	11	6	9	13
PCT7949	MV	484	18	0	0	149	49	0	5	5	2	4	7	3	1	2	4	4	2	3	2	5
PCT7949	ED	106	6	0	0	42	24	0	3	2	2	2	1	2	2	0	0	2	2	2	2	2
PCT7949	TO	590	24	0	0	191	73	0	8	7	4	6	8	5	3	2	4	6	4	5	4	7
PCT7951	MV	731	38	0	1	246	161	0	15	15	11	11	6	12	13	4	5	22	12	10	14	11
PCT7951	ED	156	10	0	0	86	24	0	4	2	2	1	3	1	2	1	1	2	2	0	1	2
PCT7951	TO	887	48	0	1	332	185	0	19	17	13	12	9	13	15	5	6	24	14	10	15	13
PCT7952	MV	730	18	0	0	96	102	0	9	8	7	5	8	8	7	7	6	9	8	7	7	6
PCT7952	ED	182	12	0	0	103	29	0	3	2	1	3	2	2	2	3	1	3	3	1	2	1
PCT7952	TO	912	30	0	0	199	131	0	12	10	8	8	10	10	9	10	7	12	11	8	9	7
PCT7953	MV	669	33	0	0	257	106	0	9	6	6	5	10	9	6	7	6	9	5	8	14	6
PCT7953	ED	161	8	0	0	58	30	0	3	2	2	4	2	2	2	2	3	4	0	2	1	1
PCT7953	TO	830	41	0	0	315	136	0	12	8	8	9	12	11	8	9	9	13	5	10	15	7
PCT7954	MV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7954	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7954	TO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7955	MV	774	31	0	0	238	103	0	11	6	7	6	5	9	7	6	8	13	7	7	7	4
PCT7955	ED	173	8	0	0	43	45	1	5	3	2	2	4	3	3	4	3	4	3	2	4	2
PCT7955	TO	947	39	0	0	281	148	1	16	9	9	8	9	12	10	10	11	17	10	9	11	6
PCT7956	MV	699	19	0	0	100	109	0	12	7	8	8	7	8	9	3	6	10	9	8	8	6
PCT7956	ED	170	5	0	0	45	10	0	0	0	1	2	1	1	0	1	0	0	2	1	0	1
PCT7956	TO	869	24	0	0	145	119	0	12	7	9	10	8	9	9	4	6	10	11	9	8	7
PCT7957	MV	538	15	0	0	77	88	0	5	5	6	4	8	5	5	6	7	9	6	7	9	6
PCT7957	ED	135	1	0	0	9	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PCT7957	TO	673	16	0	0	86	90	0	6	5	6	4	8	6	5	6	7	9	6	7	9	6
PCT7958	MV	297	6	0	0	24	42	0	2	4	2	2	3	4	2	2	5	4	2	3	5	2
PCT7958	ED	0	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCT7958	TO	297	7	0	0	34	43	0	2	4	2	2	3	4	2	2	5	4	2	3	6	2
PCT7959	MV	541	5	0	0	43	12	0	2	1	1	0	0	0	1	1	0	0	1	2	2	1
PCT7959	ED	145	4	0	0	38	6	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1
PCT7959	TO	686	9	0	0	81	18	0	3	1	1	0	1	1	1	2	0	0	1	3	2	2
PCT9900	MV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9900	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9900	TO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9901	MV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9901	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9901	TO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9902	MV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9902	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9902	TO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONG12	MV	355625	5388	0	10	37347	21811	0	2002	1498	1536	1267	1656	1410	1536	1164	1155	2268	1465	1470	1901	1483
CONG12	ED	90223	1699	0	5	12178	6456	14	612	482	427	436	492	415	425	344	332	656	404	443	560	414
CONG12	TO	445848	7087	0	15	49525	28267	14	2614	1980	1963	1703	2148	1825	1961	1508	1487	2924	1869	1913	2461	1897
CONG14	MV	47258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONG14	ED	10793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONG14	TO	58051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASSM17	MV	232812	5388	0	10	37347	21811	0	2002	1498	1536	1267	1656	1410	1536	1164	1155	2268	1465	1470	1901	1483
ASSM17	ED	59610	1699	0	5	12178	6456	14	612	482	427	436	492	415	425	344	332	656	404	443	560	414
ASSM17	TO	292422	7087	0	15	49525	28267	14	2614	1980	1963	1703	2148	1825	1961	1508	1487	2924	1869	1913	2461	1897
SUPV1	MV	33870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPV1	ED	9246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPV1	TO	43116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPV2	MV	41438	272	0	0	1941	1051	0	100	68	80	50	68	59	83	52	46	118	77	67	114	69
SUPV2	ED	8608	56	0	0	413	203	0	19	13	9	12	18	13	12	11	17	25	9	16	18	11
SUPV2	TO	50046	328	0	0	2354	1254	0	119	81	89	62	86	72	95	63	63	143	86	83	132	80
SUPV3	MV	31945	1087	0	3	7667	4257	0	414	273	302	225	344	259	298	225	191	446	293	292	394	301
SUPV3	ED	7432	339	0	0	2443	1286	0	125	93	96	78	105	78	88	63	69	119	84	86	122	80
SUPV3	TO	39377	1426	0	3	10110	5543	0	539	366	398	303	449	337	386	288	260	565	377	378	516	381
SUPV5	MV	41973	544	0	2	3603	2359	0	219	166	165	139	169	151	180	118	126	238	156	150	204	178
SUPV5	ED	10927	167	0	3	1074	730	0	62	62	54	38	47	49	53	36	35	79	45	57	63	50
SUPV5	TO	52900	711	0	5	4677	3089	0	281	228	219	177	216	200	233	154	161	317	201	207	267	228
SUPV6	MV	35759	823	0	1	5778	3264	0	285	239	223	174	263	209	216	181	216	339	209	221	278	211
SUPV6	ED	7936	227	0	1	1588	898	1	87	65	62	62	61	55	65	53	48	87	56	66	71	59
SUPV6	TO	43695	1050	0	2	7366	4162	1	372	304	285	236	324	264	281	234	264	426	265	287	349	270
SUPV7	MV	38894	308	0	1	2217	1160	0	111	72	85	64	80	81	87	54	53	134	80	81	103	75
SUPV7	ED	8549	115	0	1	804	450	2	49	28	31	29	32	30	31	17	13	48	33	31	45	31
SUPV7	TO	47443	423	0	2	3021	1610	2	160	100	116	93	112	111	118	71	66	182	113	112	148	106
SUPV8	MV	46374	846	0	1	6061	3234	0	299	228	225	190	242	218	219	171	156	345	213	226	289	213
SUPV8	ED	11803	302	0	0	2234	1088	3	108	78	69	71	88	67	67	55	54	116	70	72	96	74
SUPV8	TO	58177	1148	0	1	8295	4322	3	407	306	294	261	330	285	286	226	210	461	283	298	385	287
SUPV9	MV	33168	605	0	1	4032	2612	0	240	186	179	175	176	180	183	126	132	272	178	182	223	180
SUPV9	ED	10095	206	0	0	1522	744	8	73	53	42	61	55	53	44	47	45	72	44	47	56	44
SUPV9	TO	43263	811	0	1	5554	3356	8	313	239	221	236	231	233	227	173	177	344	222	229	279	224
SUPV10	MV	33768	663	0	1	4556	2726	0	245	193	194	158	218	172	186	169	178	266	185	175	207	180
SUPV10	ED	9345	185	0	0	1320	715	0	57	63	43	52	57	44	47	46	36	74	40	48	65	43
SUPV10	TO	43113	848	0	1	5876	3441	0	302	256	237	210	275	216	233	215	214	340	225	223	272	223
SUPV11	MV	30643	240	0	0	1492	1148	0	89	73	83	92	96	81	84	68	57	110	74	76	89	76
SUPV11	ED	8032	102	0	0	780	342	0	32	27	21	33	29	26	18	16	15	36	23	20	24	22
SUPV11	TO	38675	342	0	0	2272	1490	0	121	100	104	125	125	107	102	84	72	146	97	96	113	98
NEIG1	MV	15466	274	0	0	1888	1126	0	103	78	86	64	93	74	79	61	71	105	82	68	79	83
NEIG1	ED	5019	70	0	0	517	253	0	22	23	11	23	20	17	14	18	14	28	10	20	22	11
NEIG1	TO	20485	344	0	0	2405	1379	0	125	101	97	87	113	91	93	79	85	133	92	88	101	94
