area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	145:LISA REMMER	146:JOSEPH C ROBERTS	147:STEPHEN WAID	148:LEO LACAYO	149:RYAN LAM	150:CHRISTIAN FOSTER	151:JOSH YORK	152:EVE DEL CASTELLO	153:CHRIS WARD KLINE	154:ERIN SMITH	155:LARRY MARSO	156:NICOLE GARAY	157:CALE GARVERICK	158:KRISTA GARVERICK
PCT7542	TO	824	6	0	0	64	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
PCT7543	MV	694	11	0	0	98	23	0	3	1	2	0	4	0	1	1	1	2	1	2	3	2
PCT7543	ED	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7543	TO	924	11	0	0	98	23	0	3	1	2	0	4	0	1	1	1	2	1	2	3	2
PCT7544	MV	731	2	0	0	19	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
PCT7544	ED	168	4	0	0	16	28	0	3	2	3	1	0	2	3	0	1	2	3	2	3	3
PCT7544	TO	899	6	0	0	35	31	0	3	3	3	1	0	2	3	0	1	4	3	2	3	3
PCT7545	MV	723	15	0	0	92	73	0	9	5	4	2	8	5	5	5	5	9	3	4	5	4
PCT7545	ED	172	2	0	0	10	12	0	1	1	1	0	0	1	1	1	0	2	1	1	1	1
PCT7545	TO	895	17	0	0	102	85	0	10	6	5	2	8	6	6	6	5	11	4	5	6	5
PCT7546	MV	770	6	0	0	45	21	0	1	3	1	1	3	1	1	0	1	4	1	2	1	1
PCT7546	ED	183	5	0	0	41	14	0	1	1	1	0	1	1	1	1	1	1	1	2	1	1
PCT7546	TO	953	11	0	0	86	35	0	2	4	2	1	4	2	2	1	2	5	2	4	2	2
PCT7547	MV	799	7	0	0	55	22	0	3	2	0	2	0	2	2	2	0	0	2	2	3	2
PCT7547	ED	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7547	TO	981	7	0	0	55	22	0	3	2	0	2	0	2	2	2	0	0	2	2	3	2
PCT7548	MV	803	7	0	0	53	24	0	2	1	2	0	2	0	2	2	3	3	2	0	3	2
PCT7548	ED	248	5	0	0	52	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
PCT7548	TO	1051	12	0	0	105	27	0	3	1	2	0	2	0	2	2	4	3	2	0	4	2
PCT7549	MV	660	9	0	0	50	49	0	4	4	4	3	4	4	4	1	2	5	3	4	4	3
PCT7549	ED	146	4	0	0	23	21	0	1	3	1	0	3	0	1	2	1	2	1	2	2	2
PCT7549	TO	806	13	0	0	73	70	0	5	7	5	3	7	4	5	3	3	7	4	6	6	5
PCT7551	MV	587	6	0	0	37	29	0	3	2	2	1	4	1	2	2	3	2	2	1	1	3
PCT7551	ED	136	3	0	0	24	9	0	0	0	0	0	2	0	1	0	0	2	0	1	2	1
PCT7551	TO	723	9	0	0	61	38	0	3	2	2	1	6	1	3	2	3	4	2	2	3	4
PCT7552	MV	561	9	0	0	49	50	0	3	5	2	4	5	3	3	4	4	5	1	4	4	3
PCT7552	ED	124	3	0	0	13	20	0	2	2	2	0	2	0	2	1	1	2	0	2	2	2
PCT7552	TO	685	12	0	0	62	70	0	5	7	4	4	7	3	5	5	5	7	1	6	6	5
PCT7553	MV	191	8	0	0	41	47	0	4	3	4	4	3	2	1	4	4	4	3	2	5	4
PCT7553	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7553	TO	191	8	0	0	41	47	0	4	3	4	4	3	2	1	4	4	4	3	2	5	4
PCT7554	MV	653	7	0	0	23	54	0	6	2	6	4	2	3	5	1	2	4	5	3	5	6
PCT7554	ED	168	4	0	0	26	18	0	0	1	1	1	0	2	1	2	2	2	1	2	2	1
PCT7554	TO	821	11	0	0	49	72	0	6	3	7	5	2	5	6	3	4	6	6	5	7	7
PCT7555	MV	662	13	0	0	103	40	0	5	1	3	3	3	2	3	3	2	4	2	3	2	4
PCT7555	ED	210	5	0	0	25	30	0	2	3	2	2	1	2	2	2	0	3	2	3	4	2
PCT7555	TO	872	18	0	0	128	70	0	7	4	5	5	4	4	5	5	2	7	4	6	6	6
PCT7556	MV	812	20	0	0	149	71	0	9	4	7	1	5	3	8	1	5	7	6	3	5	7
PCT7556	ED	154	8	0	0	60	28	0	4	3	2	0	3	2	2	1	0	4	2	1	3	1
PCT7556	TO	966	28	0	0	209	99	0	13	7	9	1	8	5	10	2	5	11	8	4	8	8
PCT7601	MV	485	15	0	0	99	66	0	3	8	4	4	5	5	3	5	5	6	3	6	6	3
PCT7601	ED	192	7	0	0	63	14	0	2	2	2	1	1	1	0	0	2	1	1	1	0	0
PCT7601	TO	677	22	0	0	162	80	0	5	10	6	5	6	6	3	5	7	7	4	7	6	3
PCT7602	MV	654	9	0	0	44	55	0	2	4	3	1	7	3	3	4	2	8	3	5	7	3
PCT7602	ED	232	8	0	1	55	22	0	1	2	1	2	2	2	2	1	1	3	0	2	2	1
PCT7602	TO	886	17	0	1	99	77	0	3	6	4	3	9	5	5	5	3	11	3	7	9	4
PCT7603	MV	615	8	0	0	72	16	0	2	3	1	1	1	2	0	1	2	3	0	0	0	0
PCT7603	ED	200	3	0	0	28	5	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1
PCT7603	TO	815	11	0	0	100	21	0	3	3	1	1	1	2	0	2	2	3	0	1	1	1
PCT7604	MV	685	12	0	0	80	52	0	2	4	4	5	4	4	4	4	2	4	2	6	5	2
PCT7604	ED	259	11	0	0	92	29	0	2	1	3	1	1	2	3	1	1	5	2	1	2	4
PCT7604	TO	944	23	0	0	172	81	0	4	5	7	6	5	6	7	5	3	9	4	7	7	6
PCT7605	MV	469	12	0	0	93	39	0	3	5	3	3	2	3	3	2	2	4	3	2	2	2
PCT7605	ED	192	7	0	0	57	20	0	3	2	2	1	1	1	2	1	1	2	2	0	1	1
PCT7605	TO	661	19	0	0	150	59	0	6	7	5	4	3	4	5	3	3	6	5	2	3	3
PCT7606	MV	673	22	0	0	167	75	0	5	5	4	3	9	6	4	7	5	10	3	7	4	3
PCT7606	ED	210	3	0	0	10	23	0	2	1	2	1	2	1	2	2	2	3	2	1	1	1
PCT7606	TO	883	25	0	0	177	98	0	7	6	6	4	11	7	6	9	7	13	5	8	5	4
PCT7607	MV	712	15	0	0	68	97	0	8	7	8	7	5	6	9	3	4	10	9	5	7	9
PCT7607	ED	207	3	0	0	21	12	1	1	2	1	1	0	1	1	0	1	0	2	0	1	0
PCT7607	TO	919	18	0	0	89	109	1	9	9	9	8	5	7	10	3	5	10	11	5	8	9
PCT7608	MV	279	9	0	0	61	38	0	3	2	4	2	4	2	4	1	2	3	4	2	3	2
PCT7608	ED	101	2	0	0	6	16	0	2	2	1	1	2	1	1	1	0	1	1	1	1	1
PCT7608	TO	380	11	0	0	67	54	0	5	4	5	3	6	3	5	2	2	4	5	3	4	3
PCT7609	MV	699	12	0	0	35	97	0	8	7	8	7	7	8	8	4	6	9	6	6	6	7
PCT7609	ED	185	6	0	0	41	25	0	2	3	1	2	1	2	1	1	3	3	1	2	2	1
PCT7609	TO	884	18	0	0	76	122	0	10	10	9	9	8	10	9	5	9	12	7	8	8	8
PCT7611	MV	586	12	0	0	81	51	0	5	4	6	3	2	2	4	3	2	5	4	3	5	3
PCT7611	ED	202	3	0	0	24	9	0	0	1	1	2	1	1	0	0	1	1	0	1	0	0
PCT7611	TO	788	15	0	0	105	60	0	5	5	7	5	3	3	4	3	3	6	4	4	5	3
PCT7612	MV	452	11	0	0	64	57	0	5	5	4	5	4	6	4	2	2	6	3	4	3	4
PCT7612	ED	105	1	0	0	8	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
PCT7612	TO	557	12	0	0	72	60	0	6	5	5	5	4	6	4	2	2	6	3	4	3	5
PCT7613	MV	634	16	0	0	94	82	0	7	4	5	2	4	5	7	7	8	5	6	7	8	7
PCT7613	ED	249	7	0	0	48	29	0	4	2	2	2	3	1	2	2	3	2	2	2	1	1
PCT7613	TO	883	23	0	0	142	111	0	11	6	7	4	7	6	9	9	11	7	8	9	9	8
PCT7614	MV	713	17	0	0	126	61	0	6	5	3	3	7	3	5	3	3	5	5	4	6	3
PCT7614	ED	203	3	0	0	21	12	0	0	1	1	1	1	0	1	1	2	1	1	0	1	1
PCT7614	TO	916	20	0	0	147	73	0	6	6	4	4	8	3	6	4	5	6	6	4	7	4
PCT7615	MV	510	12	0	0	60	72	0	5	6	8	5	5	5	5	3	7	7	5	4	4	3
PCT7615	ED	240	6	0	0	44	22	0	4	1	1	1	2	2	2	1	2	1	1	2	1	1
PCT7615	TO	750	18	0	0	104	94	0	9	7	9	6	7	7	7	4	9	8	6	6	5	4
PCT7616	MV	754	10	0	0	66	44	0	5	4	1	3	4	3	1	2	4	6	2	3	5	1
PCT7616	ED	82	4	0	0	30	14	0	0	2	0	0	3	0	0	3	1	1	0	1	3	0
PCT7616	TO	836	14	0	0	96	58	0	5	6	1	3	7	3	1	5	5	7	2	4	8	1
PCT7617	MV	583	15	0	0	116	49	0	6	3	4	2	4	2	5	1	2	5	4	3	2	6
PCT7617	ED	169	3	0	0	20	13	0	1	1	1	1	1	1	1	0	0	1	2	1	1	1
PCT7617	TO	752	18	0	0	136	62	0	7	4	5	3	5	3	6	1	2	6	6	4	3	7
PCT7618	MV	763	13	0	0	91	52	0	3	2	2	1	5	5	4	4	3	6	4	2	7	4
PCT7618	ED	151	5	0	0	28	27	0	2	3	2	2	3	1	2	3	1	2	2	1	1	2
PCT7618	TO	914	18	0	0	119	79	0	5	5	4	3	8	6	6	7	4	8	6	3	8	6
PCT7619	MV	938	15	0	0	117	48	0	6	4	3	1	5	2	1	3	6	7	2	1	4	3
PCT7619	ED	169	2	0	0	11	11	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0
PCT7619	TO	1107	17	0	0	128	59	0	7	5	4	2	6	3	2	3	7	8	3	2	4	3
PCT7621	MV	1006	14	0	0	87	67	0	7	4	5	3	6	3	4	4	8	7	5	4	5	2
PCT7621	ED	149	3	0	0	28	5	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0
PCT7621	TO	1155	17	0	0	115	72	0	7	4	5	3	8	4	4	5	8	8	5	4	5	2
PCT7622	MV	697	13	0	0	104	39	0	3	2	2	5	2	1	3	6	2	3	3	2	1	4
PCT7622	ED	263	3	0	0	32	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7622	TO	960	16	0	0	136	40	0	4	2	2	5	2	1	3	6	2	3	3	2	1	4
PCT7623	MV	767	15	0	1	112	42	0	4	3	3	2	4	3	3	1	3	4	3	4	3	2
PCT7623	ED	237	5	0	0	48	7	0	1	0	0	3	1	0	1	0	0	1	0	0	0	0
PCT7623	TO	1004	20	0	1	160	49	0	5	3	3	5	5	3	4	1	3	5	3	4	3	2
PCT7624	MV	652	10	0	0	54	56	0	7	2	5	5	2	3	6	3	3	2	3	4	6	5
PCT7624	ED	223	4	0	0	37	7	0	1	1	0	1	0	0	1	0	0	1	0	0	0	2
PCT7624	TO	875	14	0	0	91	63	0	8	3	5	6	2	3	7	3	3	3	3	4	6	7
PCT7625	MV	749	42	0	0	326	136	0	11	10	10	10	13	8	9	7	7	13	8	9	11	10
PCT7625	ED	73	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7625	TO	822	43	0	0	337	136	0	11	10	10	10	13	8	9	7	7	13	8	9	11	10
PCT7626	MV	945	19	0	0	133	76	0	8	7	6	2	7	6	5	2	6	8	4	4	6	5
PCT7626	ED	128	3	0	0	18	15	0	1	1	1	1	1	1	1	1	0	2	0	2	1	2
PCT7626	TO	1073	22	0	0	151	91	0	9	8	7	3	8	7	6	3	6	10	4	6	7	7
PCT7627	MV	457	27	0	0	222	75	0	7	6	3	4	5	4	3	3	6	10	7	5	7	5
PCT7627	ED	67	2	0	0	8	14	0	1	1	1	1	1	1	1	2	1	2	1	1	0	0
PCT7627	TO	524	29	0	0	230	89	0	8	7	4	5	6	5	4	5	7	12	8	6	7	5
PCT7628	MV	718	12	0	0	108	24	0	2	3	3	1	1	1	2	1	1	1	2	1	2	3
PCT7628	ED	220	5	0	0	49	6	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0
PCT7628	TO	938	17	0	0	157	30	0	2	3	4	2	2	2	3	1	1	2	2	1	2	3
PCT7629	MV	691	10	0	0	67	43	0	3	3	3	2	4	3	5	1	5	5	0	4	3	2
PCT7629	ED	162	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7629	TO	853	11	0	0	78	43	0	3	3	3	2	4	3	5	1	5	5	0	4	3	2
PCT7631	MV	1009	15	0	0	98	67	0	6	6	5	1	3	3	5	4	7	6	5	6	6	4
PCT7631	ED	210	7	0	0	54	23	0	3	0	2	2	0	1	1	2	0	5	1	1	2	3
PCT7631	TO	1219	22	0	0	152	90	0	9	6	7	3	3	4	6	6	7	11	6	7	8	7
PCT7632	MV	1002	17	0	0	137	50	0	5	5	3	3	5	3	2	3	4	5	2	3	3	4
PCT7632	ED	169	7	0	0	50	27	0	2	2	2	0	2	2	2	2	2	3	2	2	2	2
PCT7632	TO	1171	24	0	0	187	77	0	7	7	5	3	7	5	4	5	6	8	4	5	5	6
PCT7633	MV	609	16	0	0	115	61	0	8	3	5	2	5	3	5	1	4	7	4	3	7	4
PCT7633	ED	126	3	0	0	12	21	0	1	2	1	2	1	1	1	1	2	2	2	2	2	1
PCT7633	TO	735	19	0	0	127	82	0	9	5	6	4	6	4	6	2	6	9	6	5	9	5
PCT7634	MV	704	29	0	0	225	94	0	8	6	6	5	3	7	7	5	8	11	5	7	8	8
PCT7634	ED	186	10	0	0	59	51	0	4	5	3	1	5	2	4	4	5	5	4	5	3	1
PCT7634	TO	890	39	0	0	284	145	0	12	11	9	6	8	9	11	9	13	16	9	12	11	9
PCT7635	MV	665	9	0	0	55	44	0	5	2	3	1	5	2	3	2	4	5	3	3	3	3
PCT7635	ED	188	3	0	0	26	7	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1
PCT7635	TO	853	12	0	0	81	51	0	6	2	4	1	5	2	4	3	4	5	4	3	4	4
PCT7636	MV	798	9	0	0	61	38	0	3	6	2	2	2	3	1	2	2	3	3	4	3	2
PCT7636	ED	161	5	0	0	38	17	0	3	2	1	2	1	1	1	0	1	1	1	1	2	0
PCT7636	TO	959	14	0	0	99	55	0	6	8	3	4	3	4	2	2	3	4	4	5	5	2
PCT7637	MV	747	25	0	0	193	82	0	7	2	6	3	10	3	7	3	2	12	6	5	10	6
PCT7637	ED	121	6	0	0	16	50	0	5	2	4	2	4	3	4	4	2	5	3	5	4	3
PCT7637	TO	868	31	0	0	209	132	0	12	4	10	5	14	6	11	7	4	17	9	10	14	9
PCT7638	MV	806	29	0	0	237	82	0	10	7	5	4	11	5	3	4	7	8	1	6	8	3
PCT7638	ED	83	13	0	0	76	67	0	8	3	5	4	3	4	5	3	4	5	6	4	7	6
PCT7638	TO	889	42	0	0	313	149	0	18	10	10	8	14	9	8	7	11	13	7	10	15	9
PCT7639	MV	889	23	0	0	150	103	0	9	5	6	6	14	6	7	4	5	10	7	7	9	8
PCT7639	ED	133	7	0	0	31	46	0	5	3	3	3	1	3	4	2	2	5	3	4	5	3
PCT7639	TO	1022	30	0	0	181	149	0	14	8	9	9	15	9	11	6	7	15	10	11	14	11
PCT7641	MV	817	34	0	0	305	69	0	10	4	4	4	8	3	3	4	2	8	4	3	8	4
PCT7641	ED	134	9	0	0	54	45	0	4	1	3	3	2	3	4	3	2	3	3	5	4	5
PCT7641	TO	951	43	0	0	359	114	0	14	5	7	7	10	6	7	7	4	11	7	8	12	9
PCT7642	MV	647	26	0	0	243	43	0	5	3	1	2	4	4	2	2	3	7	2	3	2	3
PCT7642	ED	118	6	0	0	56	10	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0
PCT7642	TO	765	32	0	0	299	53	0	6	4	1	3	5	5	2	3	4	8	2	4	3	3
PCT7643	MV	810	23	0	0	177	76	0	6	6	4	6	7	7	3	6	6	9	4	5	4	3
PCT7643	ED	131	5	0	0	46	9	0	1	0	0	2	1	0	0	1	1	1	0	1	1	0
PCT7643	TO	941	28	0	0	223	85	0	7	6	4	8	8	7	3	7	7	10	4	6	5	3
PCT7644	MV	1014	10	0	0	82	28	0	3	2	3	1	0	0	3	1	2	2	3	2	3	3
PCT7644	ED	162	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7644	TO	1176	11	0	0	93	28	0	3	2	3	1	0	0	3	1	2	2	3	2	3	3
PCT7645	MV	595	17	0	0	105	82	0	5	6	4	4	7	4	4	8	8	6	6	6	9	5
PCT7645	ED	61	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PCT7645	TO	656	18	0	0	115	83	0	5	6	4	4	7	4	4	8	8	7	6	6	9	5
PCT7646	MV	1032	23	0	0	133	120	0	10	6	6	7	8	10	8	7	6	16	9	10	10	7
PCT7646	ED	121	1	0	0	0	11	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1
PCT7646	TO	1153	24	0	0	133	131	0	11	7	7	8	8	11	9	7	6	17	10	11	11	8
PCT7647	MV	724	18	0	0	109	89	0	4	6	7	3	8	8	5	7	7	9	6	7	7	5
PCT7647	ED	263	5	0	0	43	12	0	0	0	0	2	2	0	0	2	0	3	0	1	2	0
PCT7647	TO	987	23	0	0	152	101	0	4	6	7	5	10	8	5	9	7	12	6	8	9	5
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7648	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	MV	724	20	0	0	115	105	0	10	9	5	8	5	9	7	8	8	9	6	6	8	7
PCT7649	ED	176	6	0	0	52	14	0	1	1	0	2	1	1	0	1	1	1	0	1	3	1
PCT7649	TO	900	26	0	0	167	119	0	11	10	5	10	6	10	7	9	9	10	6	7	11	8
PCT7651	MV	834	12	0	0	87	45	0	4	5	3	3	1	3	3	2	2	6	2	4	4	3
PCT7651	ED	113	5	0	0	26	29	0	4	3	3	0	2	2	3	1	1	2	1	2	2	3
PCT7651	TO	947	17	0	0	113	74	0	8	8	6	3	3	5	6	3	3	8	3	6	6	6
PCT7652	MV	535	7	0	0	39	38	0	3	1	2	1	4	2	3	3	3	4	4	2	3	3
PCT7652	ED	100	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7652	TO	635	8	0	0	50	38	0	3	1	2	1	4	2	3	3	3	4	4	2	3	3
PCT7653	MV	750	12	0	0	36	96	0	8	9	8	5	7	8	5	4	5	10	7	5	9	6
PCT7653	ED	89	5	0	0	8	47	0	4	5	3	5	1	4	4	2	0	2	4	5	4	4
PCT7653	TO	839	17	0	0	44	143	0	12	14	11	10	8	12	9	6	5	12	11	10	13	10
PCT7654	MV	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7654	ED	53	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7654	TO	466	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7655	MV	583	14	0	0	94	60	0	6	6	6	2	3	3	4	3	3	6	3	5	4	6
PCT7655	ED	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7655	TO	679	14	0	0	94	60	0	6	6	6	2	3	3	4	3	3	6	3	5	4	6
PCT7656	MV	603	26	0	0	148	138	0	11	10	11	7	11	7	9	7	8	12	11	9	16	9
PCT7656	ED	35	7	0	0	28	49	0	4	4	4	3	3	4	4	1	1	5	3	4	5	4
PCT7656	TO	638	33	0	0	176	187	0	15	14	15	10	14	11	13	8	9	17	14	13	21	13
PCT7657	MV	561	12	0	0	87	45	0	3	2	3	2	4	2	3	4	2	6	3	3	6	2
PCT7657	ED	37	1	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7657	TO	598	13	0	0	97	46	0	4	2	3	2	4	2	3	4	2	6	3	3	6	2
PCT7701	MV	869	34	0	0	258	116	0	10	8	10	7	6	6	13	4	4	13	12	7	7	9
PCT7701	ED	195	15	0	0	58	107	1	12	8	8	9	4	5	8	3	2	10	7	9	12	9
PCT7701	TO	1064	49	0	0	316	223	1	22	16	18	16	10	11	21	7	6	23	19	16	19	18
PCT7702	MV	623	41	0	0	302	149	0	16	8	12	7	10	9	10	10	4	18	9	11	15	10
PCT7702	ED	133	9	0	0	55	44	0	3	3	4	2	7	3	4	2	1	5	3	1	4	2
PCT7702	TO	756	50	0	0	357	193	0	19	11	16	9	17	12	14	12	5	23	12	12	19	12
PCT7703	MV	174	4	0	0	32	12	0	2	0	2	1	0	2	1	1	0	0	0	1	0	2
PCT7703	ED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7703	TO	174	4	0	0	32	12	0	2	0	2	1	0	2	1	1	0	0	0	1	0	2
PCT7704	MV	798	56	0	0	368	248	0	24	15	17	11	17	20	17	9	12	30	17	19	25	15
PCT7704	ED	204	15	0	0	127	38	0	5	2	3	2	2	4	3	0	0	4	3	3	4	3
PCT7704	TO	1002	71	0	0	495	286	0	29	17	20	13	19	24	20	9	12	34	20	22	29	18
PCT7705	MV	470	34	0	0	287	87	0	8	5	5	4	7	7	7	4	6	12	3	6	7	6
PCT7705	ED	125	7	0	1	61	5	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0
PCT7705	TO	595	41	0	1	348	92	0	9	5	5	4	8	8	7	4	7	12	3	6	8	6
PCT7706	MV	687	35	0	1	242	132	0	9	10	9	7	11	11	9	6	4	18	8	11	11	8
PCT7706	ED	179	21	0	0	132	99	0	12	6	7	8	6	8	8	4	3	11	7	7	9	3
PCT7706	TO	866	56	0	1	374	231	0	21	16	16	15	17	19	17	10	7	29	15	18	20	11
PCT7707	MV	683	24	0	0	173	91	0	9	8	6	7	6	9	6	5	6	9	6	7	6	1
PCT7707	ED	189	19	0	0	134	75	0	10	5	6	3	6	4	4	3	3	7	6	3	7	8
PCT7707	TO	872	43	0	0	307	166	0	19	13	12	10	12	13	10	8	9	16	12	10	13	9
PCT7708	MV	710	35	0	0	236	149	0	14	6	12	9	9	8	12	7	9	15	13	9	13	13
PCT7708	ED	165	8	0	0	58	30	0	2	2	2	2	0	2	2	2	0	5	2	3	4	2
PCT7708	TO	875	43	0	0	294	179	0	16	8	14	11	9	10	14	9	9	20	15	12	17	15
PCT7709	MV	324	13	0	0	82	61	0	9	6	5	3	2	2	4	4	4	4	5	3	4	6
PCT7709	ED	82	9	0	0	86	13	0	0	1	0	2	2	1	0	0	0	2	1	2	1	1
PCT7709	TO	406	22	0	0	168	74	0	9	7	5	5	4	3	4	4	4	6	6	5	5	7
PCT7711	MV	658	21	0	0	169	62	0	6	2	4	4	8	3	4	3	3	10	3	3	7	2
PCT7711	ED	153	8	0	0	62	26	0	4	0	1	0	3	1	2	2	2	2	3	2	2	2
PCT7711	TO	811	29	0	0	231	88	0	10	2	5	4	11	4	6	5	5	12	6	5	9	4
PCT7712	MV	425	11	0	0	68	53	0	4	4	3	4	4	4	4	1	1	5	4	4	8	3
PCT7712	ED	107	4	0	0	31	13	1	0	1	0	1	1	1	0	1	1	2	1	1	1	1
PCT7712	TO	532	15	0	0	99	66	1	4	5	3	5	5	5	4	2	2	7	5	5	9	4
PCT7801	MV	824	29	0	0	188	131	0	13	8	13	8	10	7	9	5	5	12	10	9	13	9
PCT7801	ED	150	6	0	0	45	21	0	1	2	0	2	2	1	0	2	2	2	1	3	2	1
PCT7801	TO	974	35	0	0	233	152	0	14	10	13	10	12	8	9	7	7	14	11	12	15	10
PCT7802	MV	647	11	0	0	94	27	0	1	2	2	2	2	2	2	1	2	3	2	2	2	2
PCT7802	ED	151	3	0	0	18	15	0	2	1	1	1	0	1	1	0	1	2	1	1	1	2
PCT7802	TO	798	14	0	0	112	42	0	3	3	3	3	2	3	3	1	3	5	3	3	3	4
PCT7803	MV	718	9	0	0	48	51	0	5	5	3	4	2	3	2	3	1	6	2	5	6	4
PCT7803	ED	113	2	0	0	11	11	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1
PCT7803	TO	831	11	0	0	59	62	0	6	6	4	4	3	3	3	4	1	7	3	6	7	5
PCT7804	MV	734	11	0	1	59	51	0	5	4	3	2	2	5	4	2	2	5	4	4	5	4
PCT7804	ED	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7804	TO	885	11	0	1	59	51	0	5	4	3	2	2	5	4	2	2	5	4	4	5	4
PCT7805	MV	644	9	0	0	78	21	0	3	2	3	2	0	0	2	1	1	0	2	1	1	3
PCT7805	ED	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7805	TO	800	9	0	0	78	21	0	3	2	3	2	0	0	2	1	1	0	2	1	1	3
PCT7806	MV	602	12	0	0	57	75	0	9	5	7	4	2	6	5	2	4	6	6	6	7	6
PCT7806	ED	153	2	0	0	18	4	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
PCT7806	TO	755	14	0	0	75	79	0	10	6	7	4	3	6	5	2	4	7	6	6	7	6
PCT7807	MV	642	3	0	0	16	17	0	1	2	1	1	1	1	1	1	0	2	1	2	2	1
PCT7807	ED	185	1	0	0	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCT7807	TO	827	4	0	0	26	18	0	1	2	1	1	2	1	1	1	0	2	1	2	2	1
PCT7808	MV	525	7	0	0	39	38	0	3	4	3	2	1	3	2	3	3	4	2	3	3	2
PCT7808	ED	129	2	0	0	10	12	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1
PCT7808	TO	654	9	0	0	49	50	1	4	5	4	3	2	4	3	4	3	5	3	3	3	3
PCT7809	MV	624	6	0	0	35	31	0	1	3	1	3	2	4	1	2	2	4	1	3	3	1
PCT7809	ED	140	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7809	TO	764	7	0	0	46	31	0	1	3	1	3	2	4	1	2	2	4	1	3	3	1
PCT7811	MV	582	7	0	0	63	14	0	0	1	0	1	2	1	1	1	1	2	0	1	3	0
PCT7811	ED	176	3	0	0	16	17	0	1	2	0	1	2	0	1	1	2	2	1	2	1	1
PCT7811	TO	758	10	0	0	79	31	0	1	3	0	2	4	1	2	2	3	4	1	3	4	1
PCT7812	MV	680	10	0	0	67	43	0	4	4	5	2	1	4	3	1	1	5	3	3	3	4
PCT7812	ED	217	14	0	0	125	29	0	2	2	2	3	3	1	2	0	0	5	2	2	2	3
PCT7812	TO	897	24	0	0	192	72	0	6	6	7	5	4	5	5	1	1	10	5	5	5	7
PCT7813	MV	843	8	0	0	54	34	0	2	1	2	3	2	3	2	5	1	3	2	3	3	2
PCT7813	ED	225	6	0	0	39	27	0	1	2	1	2	3	2	2	2	2	2	2	2	3	1
PCT7813	TO	1068	14	0	0	93	61	0	3	3	3	5	5	5	4	7	3	5	4	5	6	3
PCT7814	MV	660	5	0	0	42	13	0	1	0	1	0	2	1	1	2	1	2	0	0	1	1
PCT7814	ED	241	6	0	0	55	11	0	0	2	0	1	1	2	1	1	1	0	0	0	1	1
PCT7814	TO	901	11	0	0	97	24	0	1	2	1	1	3	3	2	3	2	2	0	0	2	2
PCT7815	MV	749	4	0	0	32	12	0	1	1	1	1	0	1	1	0	0	3	1	1	1	0
