area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	82:DAVID CHIU	177:Starchild
PCT7942	TO	932	275	0	0	78	197	3	194	0
PCT7943	MV	900	128	0	0	44	84	0	84	0
PCT7943	ED	900	156	0	0	43	113	3	110	0
PCT7943	TO	900	284	0	0	87	197	3	194	0
PCT7944	MV	814	104	0	0	36	68	0	68	0
PCT7944	ED	814	196	0	0	62	134	6	128	0
PCT7944	TO	814	300	0	0	98	202	6	196	0
PCT7945	MV	954	116	0	0	36	80	0	80	0
PCT7945	ED	954	82	0	0	22	60	2	58	0
PCT7945	TO	954	198	0	0	58	140	2	138	0
PCT7946	MV	985	161	0	0	49	112	0	112	0
PCT7946	ED	985	114	0	0	28	86	2	84	0
PCT7946	TO	985	275	0	0	77	198	2	196	0
PCT7947	MV	986	160	0	0	49	111	0	111	0
PCT7947	ED	986	93	0	0	34	59	1	58	0
PCT7947	TO	986	253	0	0	83	170	1	169	0
PCT7948	MV	930	151	0	0	42	109	0	109	0
PCT7948	ED	930	119	0	0	37	82	5	77	0
PCT7948	TO	930	270	0	0	79	191	5	186	0
PCT7949	MV	590	107	0	0	30	77	0	77	0
PCT7949	ED	590	56	0	0	14	42	1	41	0
PCT7949	TO	590	163	0	0	44	119	1	118	0
PCT7951	MV	887	149	0	0	50	99	0	99	0
PCT7951	ED	887	90	0	0	28	62	2	60	0
PCT7951	TO	887	239	0	0	78	161	2	159	0
PCT7952	MV	912	105	0	0	36	69	0	69	0
PCT7952	ED	912	86	0	0	23	63	2	61	0
PCT7952	TO	912	191	0	0	59	132	2	130	0
PCT7953	MV	830	136	0	0	35	101	0	101	0
PCT7953	ED	830	106	0	0	25	81	6	75	0
PCT7953	TO	830	242	0	0	60	182	6	176	0
PCT7954	MV	0	0	0	0	0	0	0	0	0
PCT7954	ED	0	0	0	0	0	0	0	0	0
PCT7954	TO	0	0	0	0	0	0	0	0	0
PCT7955	MV	947	120	0	0	38	82	0	82	0
PCT7955	ED	947	97	0	0	26	71	7	64	0
PCT7955	TO	947	217	0	0	64	153	7	146	0
PCT7956	MV	869	102	0	0	29	73	0	73	0
PCT7956	ED	869	39	0	0	13	26	0	26	0
PCT7956	TO	869	141	0	0	42	99	0	99	0
PCT7957	MV	673	101	0	0	24	77	0	77	0
PCT7957	ED	673	83	0	0	23	60	2	58	0
PCT7957	TO	673	184	0	0	47	137	2	135	0
PCT7958	MV	297	36	0	0	12	24	0	24	0
PCT7958	ED	297	0	0	0	0	0	0	0	0
PCT7958	TO	297	36	0	0	12	24	0	24	0
PCT7959	MV	686	86	0	0	30	56	0	56	0
PCT7959	ED	686	65	0	0	20	45	3	42	0
PCT7959	TO	686	151	0	0	50	101	3	98	0
PCT9900	MV	0	0	0	0	0	0	0	0	0
PCT9900	ED	0	0	0	0	0	0	0	0	0
PCT9900	TO	0	0	0	0	0	0	0	0	0
PCT9901	MV	0	0	0	0	0	0	0	0	0
PCT9901	ED	0	0	0	0	0	0	0	0	0
PCT9901	TO	0	0	0	0	0	0	0	0	0
PCT9902	MV	0	0	0	0	0	0	0	0	0
PCT9902	ED	0	0	0	0	0	0	0	0	0
PCT9902	TO	0	0	0	0	0	0	0	0	0
