area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	086:MALIA COHEN	087:MARK BURNS
PCT9711	ED	641	195	0	2	23	170	141	29
PCT9711	MV	641	336	0	0	24	312	246	66
PCT9712	ED	649	160	0	0	8	152	126	26
PCT9712	MV	649	398	1	0	22	375	304	71
PCT9713	ED	960	225	1	0	21	203	166	37
PCT9713	MV	960	489	0	0	66	423	317	106
PCT9714	ED	931	208	1	0	18	189	133	56
PCT9714	MV	931	538	0	0	52	486	368	118
PCT9715	ED	569	180	0	0	18	162	134	28
PCT9715	MV	569	309	0	0	26	283	211	72
PCT9716	ED	947	239	0	0	22	217	182	35
PCT9716	MV	947	481	0	0	43	438	349	89
PCT9717	ED	972	265	0	0	23	242	192	50
PCT9717	MV	972	532	0	0	47	485	391	94
PCT9718	ED	862	227	0	0	18	209	157	52
PCT9718	MV	862	496	0	0	45	451	355	96
PCT9719	ED	901	245	0	0	22	223	179	44
PCT9719	MV	901	524	2	0	46	476	365	111
PCT9721	ED	662	198	0	0	15	183	136	47
PCT9721	MV	662	357	0	0	34	323	250	73
PCT9722	ED	605	119	1	0	16	102	74	28
PCT9722	MV	605	355	0	0	21	334	244	90
PCT9723	ED	481	98	0	0	7	91	63	28
PCT9723	MV	481	275	0	0	34	241	162	79
PCT9724	ED	991	205	0	1	22	182	127	55
PCT9724	MV	991	565	0	0	57	508	335	173
PCT9725	ED	970	214	0	0	26	188	140	48
PCT9725	MV	970	499	0	0	51	448	312	136
PCT9726	ED	655	263	0	0	12	251	221	30
PCT9726	MV	655	241	0	0	19	222	190	32
PCT9727	ED	459	79	0	0	2	77	55	22
PCT9727	MV	459	271	0	0	26	245	164	81
PCT9728	ED	926	231	0	0	21	210	151	59
PCT9728	MV	926	503	0	0	39	464	313	151
PCT9729	ED	800	191	0	0	29	162	115	47
PCT9729	MV	800	442	0	0	40	402	283	119
PCT9731	ED	556	167	0	0	21	146	109	37
PCT9731	MV	556	282	0	0	22	260	189	71
PCT9732	MV	70	56	0	0	0	56	49	7
PCT9733	MV	235	191	0	0	7	184	162	22
PCT9734	ED	603	154	0	0	12	142	97	45
PCT9734	MV	603	341	0	0	25	316	236	80
PCT9735	ED	809	206	0	0	19	187	139	48
PCT9735	MV	809	449	0	0	26	423	324	99
PCT9736	ED	713	173	0	0	20	153	118	35
PCT9736	MV	713	410	0	0	26	384	330	54
PCT9737	ED	818	208	0	0	15	193	167	26
PCT9737	MV	818	476	0	0	34	442	387	55
PCT9738	ED	848	185	0	0	14	171	140	31
PCT9738	MV	848	404	0	0	26	378	308	70
PCT9739	ED	828	220	0	0	8	212	190	22
PCT9739	MV	828	335	0	0	24	311	264	47
PCT9741	ED	552	232	0	0	7	225	214	11
PCT9741	MV	552	105	0	0	3	102	102	0
PCT9742	ED	677	180	4	1	14	161	121	40
PCT9742	MV	677	289	0	0	29	260	183	77
PCT9743	ED	1163	310	0	0	21	289	256	33
PCT9743	MV	1163	501	0	0	29	472	408	64
PCT9744	ED	911	247	1	0	14	232	192	40
PCT9744	MV	911	391	0	0	21	370	308	62
PCT9745	ED	991	282	0	0	29	253	216	37
PCT9745	MV	991	346	0	0	16	330	283	47
PCT9746	ED	884	232	0	0	23	209	150	59
PCT9746	MV	884	452	0	0	32	420	320	100
PCT9747	ED	973	246	0	0	17	229	209	20
PCT9747	MV	973	470	0	0	41	429	351	78
PCT9748	ED	931	229	0	0	19	210	172	38
PCT9748	MV	931	475	1	0	36	438	347	91
PCT9749	ED	913	225	2	0	23	200	181	19
PCT9749	MV	913	384	0	0	40	344	286	58
PCT9751	ED	1016	253	0	0	19	234	193	41
PCT9751	MV	1016	523	0	0	46	477	394	83
PCT9752	ED	710	175	3	0	11	161	124	37
PCT9752	MV	710	392	0	0	22	370	296	74
PCT9753	ED	756	186	0	0	14	172	153	19
PCT9753	MV	756	388	0	0	29	359	301	58
PCT9754	ED	707	47	0	0	2	45	37	8
PCT9754	MV	707	377	0	0	21	356	309	47
PCT9755	ED	582	172	0	0	15	157	135	22
PCT9755	MV	582	285	2	0	13	270	234	36
PCT9756	ED	941	185	0	1	15	169	143	26
PCT9756	MV	941	477	0	0	33	444	342	102
PCT9801	ED	408	104	0	0	10	94	74	20
PCT9801	MV	408	181	0	0	10	171	143	28
CONG12	TO	443570	332491	87	65	28692	303647	263045	40602
CONG14	TO	56946	40357	19	10	3249	37079	29928	7151
ASSM17	TO	291063	214827	62	48	17896	196821	174762	22059
ASSM19	TO	209453	158021	44	27	14045	143905	118211	25694
BART7	TO	38460	24736	3	7	2046	22680	19578	3102
BART8	TO	223735	166386	47	22	15494	150823	122780	28043
BART9	TO	238321	181726	56	46	14401	167223	150615	16608
SUPV1	TO	42767	32743	7	0	2863	29873	25236	4637
SUPV2	TO	50394	40402	1	6	3747	36648	29554	7094
SUPV3	TO	39799	28571	2	3	2920	25646	21660	3986
SUPV4	TO	42953	31699	8	5	3229	28457	22758	5699
SUPV5	TO	53744	42036	5	14	3233	38784	35683	3101
SUPV6	TO	43321	29158	2	12	2683	26461	22903	3558
SUPV7	TO	47076	36587	30	8	2926	33623	27307	6316
SUPV8	TO	58122	48632	31	4	3622	44975	41597	3378
SUPV9	TO	42988	31769	10	8	2441	29310	26597	2713
SUPV10	TO	41862	26459	9	3	2234	24213	20826	3387
SUPV11	TO	37490	24792	1	12	2043	22736	18852	3884
NEIG1	TO	19914	11270	1	3	932	10334	8897	1437
NEIG2	TO	17446	12440	1	1	1420	11018	9255	1763
NEIG3	TO	28644	19045	1	7	1820	17217	14819	2398
NEIG4	TO	7002	5802	3	1	373	5425	4817	608
NEIG5	TO	27634	18420	1	11	1508	16900	13839	3061
NEIG6	TO	14982	12240	2	4	921	11313	10631	682
NEIG7	TO	12118	7928	2	2	666	7258	6182	1076
NEIG8	TO	9734	7857	0	2	602	7253	6546	707
NEIG9	TO	8390	5918	1	1	440	5476	4431	1045
NEIG10	TO	10097	8010	0	2	625	7383	6435	948
NEIG11	TO	40622	32395	5	5	3029	29356	23638	5718
NEIG12	TO	31129	23295	3	3	1752	21537	20034	1503
NEIG13	TO	16964	14420	3	1	1152	13264	12226	1038
NEIG14	TO	8795	7263	2	2	507	6752	6334	418
NEIG15	TO	7019	5232	0	0	506	4726	3954	772
NEIG26	TO	9293	6104	2	2	589	5511	4414	1097
NEIG16	TO	16814	13081	3	1	1068	12009	10656	1353
NEIG17	TO	37322	28503	5	0	2509	25989	21850	4139
NEIG18	TO	8050	6587	1	0	634	5952	4798	1154
NEIG19	TO	9419	7393	6	2	535	6850	6307	543
NEIG20	TO	24674	17045	2	6	1526	15511	13312	2199
NEIG21	TO	42363	31246	8	5	3190	28043	22385	5658
NEIG22	TO	18966	16190	12	1	1156	15021	14062	959
NEIG23	TO	8139	4488	3	0	447	4038	3195	843
NEIG24	TO	34909	27838	27	5	2265	25541	20660	4881
NEIG25	TO	30077	22838	12	8	1769	21049	19296	1753
