area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	076:ALEX PADILLA	077:MARK P. MEUSER
PCT9709	MV	1028	517	0	0	40	477	400	77
PCT9711	ED	641	195	0	0	11	184	150	34
PCT9711	MV	641	336	0	0	13	323	261	62
PCT9712	ED	649	160	0	0	9	151	128	23
PCT9712	MV	649	398	1	0	12	385	321	64
PCT9713	ED	960	225	1	0	14	210	173	37
PCT9713	MV	960	489	0	0	49	440	352	88
PCT9714	ED	931	207	1	0	10	196	146	50
PCT9714	MV	931	538	0	0	31	507	403	104
PCT9715	ED	569	180	0	0	12	168	142	26
PCT9715	MV	569	309	0	0	13	296	230	66
PCT9716	ED	947	238	0	0	15	223	184	39
PCT9716	MV	947	481	0	0	37	444	360	84
PCT9717	ED	972	265	0	0	20	245	206	39
PCT9717	MV	972	532	0	0	28	504	424	80
PCT9718	ED	862	227	0	0	11	216	171	45
PCT9718	MV	862	496	0	0	28	468	368	100
PCT9719	ED	901	245	0	0	16	229	189	40
PCT9719	MV	901	524	2	1	30	491	388	103
PCT9721	ED	662	198	0	0	6	192	153	39
PCT9721	MV	662	357	0	0	23	334	266	68
PCT9722	ED	605	119	1	0	9	109	83	26
PCT9722	MV	605	355	0	0	18	337	262	75
PCT9723	ED	481	98	0	0	5	93	62	31
PCT9723	MV	481	275	0	0	23	252	185	67
PCT9724	ED	991	205	0	0	11	194	146	48
PCT9724	MV	991	565	0	0	40	525	345	180
PCT9725	ED	970	213	0	0	17	196	147	49
PCT9725	MV	970	499	0	0	39	460	324	136
PCT9726	ED	655	262	0	0	8	254	222	32
PCT9726	MV	655	241	0	0	12	229	195	34
PCT9727	ED	459	79	0	0	2	77	58	19
PCT9727	MV	459	271	0	0	19	252	172	80
PCT9728	ED	926	230	0	0	18	212	154	58
PCT9728	MV	926	503	0	0	31	472	344	128
PCT9729	ED	800	191	0	0	13	178	132	46
PCT9729	MV	800	442	0	0	22	420	327	93
PCT9731	ED	556	167	0	1	10	156	117	39
PCT9731	MV	556	282	0	0	14	268	207	61
PCT9732	MV	70	56	0	0	0	56	49	7
PCT9733	MV	235	191	0	0	4	187	167	20
PCT9734	ED	603	154	0	0	9	145	102	43
PCT9734	MV	603	341	0	0	23	318	246	72
PCT9735	ED	809	206	0	0	10	196	150	46
PCT9735	MV	809	449	0	0	16	433	349	84
PCT9736	ED	713	173	0	0	11	162	133	29
PCT9736	MV	713	410	0	0	17	393	346	47
PCT9737	ED	818	208	0	0	6	202	173	29
PCT9737	MV	818	476	0	0	16	460	400	60
PCT9738	ED	848	185	0	0	7	178	147	31
PCT9738	MV	848	404	0	0	20	384	319	65
PCT9739	ED	828	220	0	0	10	210	197	13
PCT9739	MV	828	335	0	0	14	321	272	49
PCT9741	ED	552	227	0	0	1	226	217	9
PCT9741	MV	552	105	0	0	2	103	100	3
PCT9742	ED	677	180	4	0	9	167	124	43
PCT9742	MV	677	289	0	0	19	270	204	66
PCT9743	ED	1163	310	0	0	10	300	260	40
PCT9743	MV	1163	501	0	0	21	480	421	59
PCT9744	ED	911	244	1	0	11	232	196	36
PCT9744	MV	911	390	0	0	12	378	315	63
PCT9745	ED	991	281	0	0	20	261	227	34
PCT9745	MV	991	346	0	0	7	339	296	43
PCT9746	ED	884	231	0	0	13	218	163	55
PCT9746	MV	884	451	0	0	21	430	339	91
PCT9747	ED	973	246	0	0	11	235	211	24
PCT9747	MV	973	470	0	0	25	445	369	76
PCT9748	ED	931	229	0	0	13	216	183	33
PCT9748	MV	931	475	1	0	25	449	356	93
PCT9749	ED	913	224	2	0	15	207	182	25
PCT9749	MV	913	384	0	0	30	354	297	57
PCT9751	ED	1016	253	0	0	10	243	204	39
PCT9751	MV	1016	522	0	1	23	498	418	80
PCT9752	ED	710	175	3	0	4	168	134	34
PCT9752	MV	710	392	0	0	11	381	314	67
PCT9753	ED	756	186	0	0	7	179	161	18
PCT9753	MV	756	387	0	0	18	369	321	48
PCT9754	ED	707	47	0	0	2	45	39	6
PCT9754	MV	707	377	0	1	15	361	322	39
PCT9755	ED	582	171	0	0	6	165	147	18
PCT9755	MV	582	284	2	0	11	271	239	32
PCT9756	ED	941	185	0	0	9	176	155	21
PCT9756	MV	941	477	0	0	32	445	359	86
PCT9801	ED	408	104	0	0	3	101	83	18
PCT9801	MV	408	181	0	0	6	175	146	29
CONG12	TO	443570	332140	87	99	17458	314496	277678	36818
CONG14	TO	56946	40321	19	10	2255	38037	31347	6690
ASSM17	TO	291063	214584	62	73	10586	203863	184263	19600
ASSM19	TO	209453	157877	44	36	9127	148670	124762	23908
BART7	TO	38460	24701	3	9	1479	23210	20445	2765
BART8	TO	223735	166231	47	33	10306	155845	129676	26169
BART9	TO	238321	181529	56	67	7928	173478	158904	14574
SUPV1	TO	42767	32717	7	9	1790	30911	26541	4370
SUPV2	TO	50394	40340	1	7	2077	38255	31762	6493
SUPV3	TO	39799	28528	2	8	1872	26646	22964	3682
SUPV4	TO	42953	31684	8	6	2414	29256	23896	5360
SUPV5	TO	53744	41997	5	18	1666	40308	37517	2791
SUPV6	TO	43321	29109	2	15	1745	27347	24061	3286
SUPV7	TO	47076	36551	30	6	1892	34623	28821	5802
SUPV8	TO	58122	48580	31	5	1619	46925	44009	2916
SUPV9	TO	42988	31742	10	14	1403	30315	27973	2342
SUPV10	TO	41862	26436	9	7	1684	24736	21919	2817
SUPV11	TO	37490	24777	1	14	1551	23211	19562	3649
NEIG1	TO	19914	11260	1	5	841	10413	9159	1254
NEIG2	TO	17446	12417	1	3	958	11455	9810	1645
NEIG3	TO	28644	19019	1	12	1214	17792	15574	2218
NEIG4	TO	7002	5798	3	2	199	5594	5067	527
NEIG5	TO	27634	18410	1	13	1135	17261	14434	2827
NEIG6	TO	14982	12227	2	4	441	11780	11174	606
NEIG7	TO	12118	7922	2	1	511	7408	6350	1058
NEIG8	TO	9734	7850	0	4	322	7524	6888	636
NEIG9	TO	8390	5906	1	0	290	5615	4593	1022
NEIG10	TO	10097	8001	0	2	364	7635	6764	871
NEIG11	TO	40622	32340	5	6	1644	30685	25449	5236
NEIG12	TO	31129	23270	3	8	870	22389	21117	1272
NEIG13	TO	16964	14401	3	0	483	13915	13011	904
NEIG14	TO	8795	7262	2	1	240	7019	6668	351
NEIG15	TO	7019	5227	0	2	307	4918	4174	744
NEIG26	TO	9293	6101	2	2	460	5637	4628	1009
NEIG16	TO	16814	13062	3	3	553	12503	11521	982
NEIG17	TO	37322	28480	5	9	1561	26905	23000	3905
NEIG18	TO	8050	6586	1	0	392	6193	5145	1048
NEIG19	TO	9419	7384	6	4	272	7102	6621	481
NEIG20	TO	24674	17016	2	5	960	16049	14050	1999
NEIG21	TO	42363	31231	8	6	2394	28823	23499	5324
NEIG22	TO	18966	16173	12	2	498	15661	14863	798
NEIG23	TO	8139	4486	3	0	400	4083	3294	789
NEIG24	TO	34909	27819	27	5	1456	26331	21898	4433
NEIG25	TO	30077	22813	12	10	948	21843	20274	1569
