area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	132:JEFF ADACHI
PCT9435	ED	969	251	0	0	56	0	195	1	194
PCT9435	MV	969	448	6	0	118	0	324	11	313
PCT9436	ED	1006	232	0	0	67	0	165	4	161
PCT9436	MV	1006	495	4	0	124	0	367	9	358
PCT9437	ED	897	219	-2	0	50	0	171	6	165
PCT9437	MV	897	435	4	0	112	0	319	10	309
PCT9438	ED	948	202	1	0	52	0	149	3	146
PCT9438	MV	948	496	1	0	101	0	394	8	386
PCT9439	ED	879	173	0	0	45	0	128	4	124
PCT9439	MV	879	425	2	0	84	0	339	8	331
PCT9441	ED	980	261	0	0	54	0	207	2	205
PCT9441	MV	980	462	2	1	105	0	354	12	342
PCT9442	ED	1008	280	5	0	58	0	217	4	213
PCT9442	MV	1008	461	3	0	118	0	340	5	335
PCT9443	ED	937	220	-2	0	52	0	170	3	167
PCT9443	MV	937	442	0	0	72	0	370	10	360
PCT9444	ED	937	190	3	0	55	0	132	1	131
PCT9444	MV	937	442	6	0	115	0	321	20	301
PCT9445	ED	981	230	0	0	59	0	171	3	168
PCT9445	MV	981	493	0	0	89	0	404	11	393
PCT9446	ED	1090	240	1	0	76	0	163	1	162
PCT9446	MV	1090	564	9	0	121	0	434	20	414
PCT9447	ED	906	236	0	0	49	0	187	3	184
PCT9447	MV	906	448	3	0	95	0	350	8	342
PCT9448	ED	909	232	1	0	54	0	177	5	172
PCT9448	MV	909	429	6	0	95	0	328	3	325
PCT9449	ED	830	177	6	0	45	0	126	3	123
PCT9449	MV	830	428	8	0	91	0	329	13	316
PCT9451	ED	420	97	0	0	25	0	72	0	72
PCT9451	MV	420	218	2	0	57	0	159	3	156
PCT9452	ED	840	259	1	0	69	0	189	9	180
PCT9452	MV	840	412	6	0	103	0	303	5	298
PCT9453	ED	500	135	-1	0	46	0	90	2	88
PCT9453	MV	500	244	3	0	54	0	187	7	180
PCT9501	MV	148	110	1	0	23	0	86	2	84
PCT9502	MV	245	177	2	0	16	0	159	0	159
PCT9503	ED	729	198	0	0	40	0	158	2	156
PCT9503	MV	729	315	10	0	50	0	255	2	253
PCT9505	ED	784	177	1	0	32	0	144	2	142
PCT9505	MV	784	383	13	0	62	0	308	2	306
PCT9506	ED	766	177	1	0	40	0	136	2	134
PCT9506	MV	766	313	0	0	50	0	263	6	257
PCT9507	ED	766	231	30	0	32	0	169	0	169
PCT9507	MV	766	406	7	0	74	0	325	5	320
PCT9508	ED	798	237	2	0	39	0	196	0	196
PCT9508	MV	798	429	7	1	69	0	352	5	347
PCT9509	ED	759	230	-1	0	54	0	177	2	175
PCT9509	MV	759	386	6	1	63	0	316	1	315
PCT9511	ED	622	190	0	0	41	0	149	3	146
PCT9511	MV	622	296	5	0	56	0	235	1	234
PCT9512	ED	809	240	2	0	39	0	199	4	195
PCT9512	MV	809	399	4	0	79	0	316	1	315
PCT9513	ED	902	275	-1	0	53	0	223	2	221
PCT9513	MV	902	390	13	0	57	0	320	3	317
PCT9514	ED	928	304	3	0	67	0	234	0	234
PCT9514	MV	928	456	14	0	79	0	363	5	358
PCT9515	ED	705	222	1	0	53	0	168	2	166
PCT9515	MV	705	368	3	0	71	0	294	7	287
PCT9516	ED	866	254	-1	0	57	0	198	4	194
PCT9516	MV	866	427	8	0	76	0	343	2	341
PCT9517	ED	801	228	1	0	53	0	174	1	173
PCT9517	MV	801	397	14	0	61	0	322	2	320
PCT9518	ED	802	229	0	0	42	0	187	3	184
PCT9518	MV	802	431	7	0	71	0	353	3	350
PCT9519	ED	910	262	0	0	66	0	196	3	193
PCT9519	MV	910	486	2	0	84	0	400	8	392
PCT9521	ED	939	316	0	0	68	0	248	7	241
PCT9521	MV	939	442	6	0	74	0	362	7	355
PCT9701	ED	671	201	-1	0	30	0	172	1	171
PCT9701	MV	671	340	8	0	78	0	254	7	247
PCT9702	ED	723	210	0	0	41	0	169	2	167
PCT9702	MV	723	364	6	0	72	0	286	5	281
PCT9703	ED	986	232	0	0	56	0	176	3	173
PCT9703	MV	986	530	4	0	122	0	404	7	397
PCT9704	ED	950	279	0	0	46	0	233	5	228
PCT9704	MV	950	505	6	0	109	0	390	6	384
PCT9705	ED	919	261	5	0	58	0	198	5	193
PCT9705	MV	919	483	4	0	79	0	400	7	393
PCT9706	MV	49	39	-1	0	9	0	31	0	31
PCT9707	ED	821	173	1	0	57	0	115	2	113
PCT9707	MV	821	491	14	0	76	0	401	9	392
PCT9708	ED	948	250	1	0	57	0	192	3	189
PCT9708	MV	948	500	7	0	75	0	418	9	409
PCT9709	ED	1028	281	7	0	58	0	216	3	213
PCT9709	MV	1028	517	5	0	110	0	402	7	395
PCT9711	ED	641	195	1	0	47	0	147	5	142
PCT9711	MV	641	336	3	0	54	0	279	4	275
PCT9712	ED	649	160	15	0	18	0	127	8	119
PCT9712	MV	649	398	10	0	83	0	305	2	303
PCT9713	ED	960	225	2	0	64	0	159	2	157
PCT9713	MV	960	489	7	0	113	0	369	8	361
PCT9714	ED	931	208	2	0	64	0	142	3	139
PCT9714	MV	931	538	19	0	107	0	412	6	406
PCT9715	ED	569	180	0	1	47	0	132	6	126
PCT9715	MV	569	309	3	0	77	0	229	5	224
PCT9716	ED	947	239	0	0	51	0	188	5	183
PCT9716	MV	947	481	9	0	98	0	374	5	369
PCT9717	ED	972	265	0	0	54	0	211	7	204
PCT9717	MV	972	532	9	0	102	0	421	5	416
PCT9718	ED	862	227	0	0	50	0	177	6	171
PCT9718	MV	862	496	13	0	102	0	381	4	377
PCT9719	ED	901	245	0	0	59	0	186	8	178
PCT9719	MV	901	524	12	0	121	0	391	13	378
PCT9721	ED	662	198	0	0	46	0	152	14	138
PCT9721	MV	662	357	8	0	79	0	270	10	260
PCT9722	ED	605	119	1	0	29	0	89	2	87
PCT9722	MV	605	355	1	0	77	0	277	3	274
PCT9723	ED	481	98	0	0	29	0	69	5	64
PCT9723	MV	481	275	5	0	67	0	203	5	198
PCT9724	ED	991	205	1	0	61	0	143	6	137
PCT9724	MV	991	565	8	0	159	0	398	9	389
PCT9725	ED	970	214	0	0	65	0	149	5	144
PCT9725	MV	970	499	8	0	132	0	359	22	337
PCT9726	ED	655	263	5	0	46	0	212	3	209
PCT9726	MV	655	241	-2	0	52	0	191	2	189
PCT9727	ED	459	79	1	0	11	0	67	4	63
PCT9727	MV	459	271	10	0	66	0	195	4	191
PCT9728	ED	926	231	-1	0	60	0	172	6	166
PCT9728	MV	926	503	11	0	103	0	389	12	377
PCT9729	ED	800	191	2	0	47	0	142	5	137
PCT9729	MV	800	442	13	0	90	0	339	2	337
PCT9731	ED	556	167	0	0	45	0	122	0	122
PCT9731	MV	556	282	6	0	72	0	204	5	199
PCT9732	MV	70	56	2	0	14	0	40	1	39
PCT9733	MV	235	191	5	0	32	0	154	0	154
PCT9734	ED	603	154	1	0	32	0	121	1	120
PCT9734	MV	603	341	0	0	74	0	267	6	261
PCT9735	ED	809	206	-1	0	74	0	133	3	130
PCT9735	MV	809	449	7	0	103	0	339	8	331
PCT9736	ED	713	173	0	0	51	0	122	3	119
PCT9736	MV	713	410	10	0	73	0	327	10	317
PCT9737	ED	818	208	4	0	46	0	158	3	155
PCT9737	MV	818	476	10	1	86	0	379	14	365
PCT9738	ED	848	185	0	0	40	0	145	2	143
PCT9738	MV	848	404	3	0	63	0	338	4	334
PCT9739	ED	828	220	2	0	37	0	181	3	178
PCT9739	MV	828	335	4	0	63	0	268	4	264
PCT9741	ED	552	232	1	0	49	0	182	0	182
PCT9741	MV	552	105	2	0	12	0	91	0	91
PCT9742	ED	677	180	4	0	48	0	128	5	123
PCT9742	MV	677	289	2	0	65	0	222	5	217
PCT9743	ED	1163	310	1	0	70	0	239	5	234
PCT9743	MV	1163	501	7	0	82	0	412	7	405
PCT9744	ED	911	247	7	0	56	0	184	5	179
PCT9744	MV	911	391	5	0	78	0	308	4	304
PCT9745	ED	991	282	0	0	63	0	219	5	214
PCT9745	MV	991	346	5	0	39	0	302	2	300
PCT9746	ED	884	232	0	0	58	0	174	7	167
PCT9746	MV	884	452	7	0	109	0	336	11	325
PCT9747	ED	973	246	7	0	37	0	202	3	199
PCT9747	MV	973	470	8	1	99	0	362	7	355
PCT9748	ED	931	229	1	0	47	0	181	5	176
PCT9748	MV	931	475	11	0	85	0	379	8	371
PCT9749	ED	913	225	3	0	64	0	158	7	151
PCT9749	MV	913	384	1	1	69	0	313	8	305
PCT9751	ED	1016	253	0	0	56	0	197	12	185
PCT9751	MV	1016	523	9	0	90	0	424	7	417
PCT9752	ED	710	175	4	0	33	0	138	4	134
PCT9752	MV	710	392	5	0	72	0	315	10	305
PCT9753	ED	756	186	1	0	39	0	146	1	145
PCT9753	MV	756	388	6	0	82	0	300	4	296
PCT9754	ED	707	47	-7	0	9	0	45	2	43
PCT9754	MV	707	377	3	0	65	0	309	1	308
PCT9755	ED	582	172	0	0	41	0	131	5	126
PCT9755	MV	582	285	5	0	54	0	226	5	221
PCT9756	ED	941	185	1	0	35	0	149	4	145
PCT9756	MV	941	477	12	0	109	0	356	5	351
PCT9801	ED	408	104	4	0	18	0	82	4	78
PCT9801	MV	408	181	4	0	38	0	139	3	136
CONG12	TO	443570	332491	3780	62	68834	0	259815	3949	255866
CONG14	TO	56946	40357	490	8	8316	0	31543	721	30822
ASSM17	TO	291063	214827	2367	44	42482	0	169934	2426	167508
ASSM19	TO	209453	158021	1903	26	34668	0	121424	2244	119180
BART7	TO	38460	24736	245	3	5369	0	19119	331	18788
BART8	TO	223735	166386	2006	26	37370	0	126984	2343	124641
BART9	TO	238321	181726	2019	41	34411	0	145255	1996	143259
SUPV1	TO	42767	32743	430	3	6519	0	25791	426	25365
SUPV2	TO	50394	40402	496	11	10226	0	29669	376	29293
SUPV3	TO	39799	28571	438	5	6477	0	21651	279	21372
SUPV4	TO	42953	31699	287	4	7422	0	23986	556	23430
SUPV5	TO	53744	42036	569	9	7843	0	33615	373	33242
SUPV6	TO	43321	29158	286	12	6368	0	22492	348	22144
SUPV7	TO	47076	36587	484	5	7702	0	28396	634	27762
SUPV8	TO	58122	48632	583	3	8761	0	39285	474	38811
SUPV9	TO	42988	31769	287	7	5647	0	25828	396	25432
SUPV10	TO	41862	26459	202	2	5320	0	20935	405	20530
SUPV11	TO	37490	24792	208	9	4865	0	19710	403	19307
NEIG1	TO	19914	11270	70	1	2197	0	9002	200	8802
NEIG2	TO	17446	12440	178	2	2950	0	9310	113	9197
NEIG3	TO	28644	19045	240	11	3994	0	14800	244	14556
NEIG4	TO	7002	5802	55	0	1022	0	4725	70	4655
NEIG5	TO	27634	18420	143	8	3645	0	14624	315	14309
NEIG6	TO	14982	12240	168	2	2201	0	9869	99	9770
NEIG7	TO	12118	7928	90	2	1553	0	6283	119	6164
NEIG8	TO	9734	7857	95	0	1558	0	6204	89	6115
NEIG9	TO	8390	5918	62	0	1263	0	4593	98	4495
NEIG10	TO	10097	8010	120	2	1656	0	6232	73	6159
NEIG11	TO	40622	32395	430	7	8358	0	23600	311	23289
NEIG12	TO	31129	23295	228	6	4153	0	18908	235	18673
NEIG13	TO	16964	14420	158	2	2669	0	11591	126	11465
NEIG14	TO	8795	7263	58	2	1151	0	6052	73	5979
NEIG15	TO	7019	5232	83	0	1186	0	3963	52	3911
NEIG26	TO	9293	6104	62	1	1296	0	4745	112	4633
NEIG16	TO	16814	13081	121	1	2725	0	10234	130	10104
NEIG17	TO	37322	28503	381	3	5684	0	22435	372	22063
NEIG18	TO	8050	6587	67	3	1500	0	5017	63	4954
NEIG19	TO	9419	7393	84	0	1282	0	6027	88	5939
NEIG20	TO	24674	17045	184	3	3833	0	13025	192	12833
NEIG21	TO	42363	31246	284	4	7325	0	23633	548	23085
NEIG22	TO	18966	16190	193	0	2910	0	13087	165	12922
NEIG23	TO	8139	4488	33	0	954	0	3501	93	3408
NEIG24	TO	34909	27838	390	4	5862	0	21582	491	21091
NEIG25	TO	30077	22838	293	6	4223	0	18316	199	18117
