area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	079:JEFF BLEICH	080:ELENI KOUNALAKIS	081:CAMERON GHARABIKLOU	082:TIM FERREIRA	083:DAVID FENNELL	084:DANNY THOMAS	085:COLE HARRIS	086:ED HERNANDEZ	087:DAVID R. HERNANDEZ	088:LYDIA ORTEGA	089:GAYLE MCLAUGHLIN	194:MARJAN S. FARIBA
PCT9747	MV	940	323	0	1	37	285	0	37	90	5	1	6	3	16	58	16	15	38	0
PCT9748	ED	913	164	0	1	18	145	3	28	42	0	3	6	1	9	23	6	5	19	0
PCT9748	MV	913	342	0	1	42	299	0	57	87	3	2	12	5	25	46	7	18	37	0
PCT9749	ED	893	143	0	0	27	116	0	25	27	5	1	2	1	8	21	4	3	19	0
PCT9749	MV	893	266	0	0	37	229	1	39	49	5	1	3	3	16	65	8	8	31	0
PCT9751	ED	977	157	0	0	20	137	1	42	34	0	1	7	1	4	27	9	3	8	0
PCT9751	MV	977	384	0	0	41	343	1	86	88	7	2	11	1	17	82	9	14	25	0
PCT9752	ED	692	143	0	1	11	131	0	29	39	1	2	2	0	8	21	9	5	15	0
PCT9752	MV	692	305	0	0	33	272	0	56	80	0	3	11	1	16	45	9	13	38	0
PCT9753	ED	735	148	0	0	18	130	1	33	33	1	0	1	0	0	27	2	8	24	0
PCT9753	MV	735	266	0	0	26	240	0	42	63	3	1	5	2	14	57	5	15	33	0
PCT9754	ED	701	169	0	0	12	157	0	28	47	2	1	4	0	4	29	7	1	34	0
PCT9754	MV	701	296	0	1	30	265	0	54	91	2	1	6	2	11	54	3	8	33	0
PCT9755	ED	553	120	0	0	8	112	1	27	26	0	2	4	4	1	19	6	3	19	0
PCT9755	MV	553	201	0	2	13	186	0	35	57	1	3	5	0	10	40	4	17	14	0
PCT9756	ED	908	126	0	0	18	108	0	18	38	1	3	3	2	4	27	1	5	6	0
PCT9756	MV	908	297	0	0	38	259	0	34	61	8	2	12	3	31	70	6	9	23	0
PCT9801	ED	399	76	0	0	12	64	0	12	13	0	2	3	0	4	12	6	3	9	0
PCT9801	MV	399	148	0	0	10	138	0	16	53	1	2	2	0	5	30	7	0	22	0
CONG12	TO	426647	225360	0	507	27219	197634	455	41253	57858	1748	3003	4634	1760	9302	33750	4113	6012	33742	4
CONG14	TO	55344	28223	0	81	3245	24897	78	4829	6593	248	333	927	181	1644	5185	1050	1164	2665	0
ASSM17	TO	280269	147301	0	378	17393	129530	293	26521	39324	1241	1938	2398	1332	5637	21662	1956	3359	23867	2
ASSM19	TO	201722	106282	0	210	13071	93001	240	19561	25127	755	1398	3163	609	5309	17273	3207	3817	12540	2
BART7	TO	36166	15261	0	50	1971	13240	43	2507	4279	167	275	250	192	781	2593	233	506	1414	0
BART8	TO	215670	112119	0	224	14369	97526	250	20594	26370	857	1492	3409	830	6250	18105	3271	4124	11972	2
BART9	TO	230155	126203	0	314	14124	111765	240	22981	33802	972	1569	1902	919	3915	18237	1659	2546	23021	2
SUPV1	TO	40919	22431	0	42	2691	19698	46	3946	5141	157	280	583	124	961	3651	588	709	3512	0
SUPV2	TO	48242	24389	0	50	2884	21455	28	5832	6541	119	362	741	78	1288	3241	587	802	1835	1
SUPV3	TO	38273	18567	0	41	2675	15851	35	3341	4409	173	264	436	243	1082	2914	289	524	2141	0
SUPV4	TO	41216	21994	0	31	3154	18809	68	3298	4625	180	313	765	179	1263	3711	768	934	2704	1
SUPV5	TO	52114	28694	0	75	3354	25265	53	5522	7713	216	343	354	136	630	3892	319	434	5653	0
SUPV6	TO	41151	17498	0	67	2153	15278	42	2983	4632	226	338	334	260	859	2729	231	528	2115	1
SUPV7	TO	46301	26230	0	46	2902	23282	45	5315	6790	185	304	885	158	1423	3853	788	925	2611	0
SUPV8	TO	56415	36015	0	45	3804	32166	55	7519	11231	194	389	393	139	749	4432	281	472	6311	1
SUPV9	TO	41665	22565	0	65	2418	20082	52	3452	5127	180	275	298	193	719	3542	384	505	5355	0
SUPV10	TO	39848	17900	0	56	2340	15504	48	2626	4635	199	259	305	249	929	3217	318	557	2162	0
SUPV11	TO	35847	17300	0	70	2089	15141	61	2248	3607	167	209	467	182	1043	3753	610	786	2008	0
NEIG1	TO	19131	7881	0	34	1141	6706	25	919	2086	101	110	133	137	418	1595	153	295	734	0
NEIG2	TO	16742	8038	0	13	1342	6683	15	1430	1828	90	120	177	116	473	1262	131	235	806	0
NEIG3	TO	27631	12231	0	49	1573	10609	28	1858	2932	136	189	272	219	626	2071	197	332	1749	0
NEIG4	TO	6857	4487	0	14	418	4055	8	1039	1443	22	37	80	33	156	581	34	87	535	0
NEIG5	TO	26541	12895	0	50	1557	11288	39	1709	2563	132	152	373	143	822	2769	451	586	1549	0
NEIG6	TO	14552	8410	0	20	964	7426	12	1771	2183	62	92	82	20	137	1002	60	98	1907	0
NEIG7	TO	11506	5461	0	20	674	4767	23	683	1285	55	68	119	48	289	1209	191	228	569	0
NEIG8	TO	9393	5438	0	6	599	4833	10	1121	1330	30	63	80	17	112	803	90	112	1065	0
NEIG9	TO	8641	3424	0	6	371	3047	9	540	858	37	35	141	21	226	593	152	134	301	0
NEIG10	TO	9744	5037	0	14	569	4454	6	1057	1291	27	66	116	10	146	773	104	131	727	0
NEIG11	TO	38757	19070	0	45	2284	16741	22	4464	5232	99	292	601	64	1032	2494	435	626	1379	1
NEIG12	TO	30096	16088	0	37	1678	14373	43	2542	3613	115	210	132	111	315	2343	229	291	4429	0
NEIG13	TO	16415	10584	0	8	1105	9471	16	2288	3236	59	121	140	19	228	1337	77	144	1806	0
NEIG14	TO	8622	5494	0	11	544	4939	14	945	1451	37	56	41	22	88	736	53	88	1408	0
NEIG15	TO	6827	3580	0	8	440	3132	6	726	916	24	50	101	41	220	522	52	115	359	0
NEIG26	TO	8914	4445	0	21	593	3831	14	578	904	44	62	152	83	377	838	118	185	476	0
NEIG16	TO	15511	7917	0	11	886	7020	11	1643	2245	60	125	116	37	241	1069	70	169	1234	0
NEIG17	TO	35688	19724	0	35	2384	17305	41	3398	4493	136	249	517	118	871	3228	519	634	3101	0
NEIG18	TO	7813	4593	0	3	528	4062	8	1180	1142	30	52	121	21	257	614	130	148	359	0
NEIG19	TO	9230	5452	0	7	586	4859	8	1025	1521	33	57	68	32	131	747	79	86	1072	0
NEIG20	TO	23278	10026	0	35	1185	8806	21	1877	2730	130	205	190	106	538	1457	118	301	1132	1
NEIG21	TO	40651	21684	0	31	3124	18529	67	3257	4550	176	310	759	179	1252	3658	763	918	2639	1
NEIG22	TO	18424	12111	0	16	1280	10815	10	2542	4153	68	125	90	48	213	1429	78	114	1944	1
NEIG23	TO	7867	3226	0	11	475	2740	15	339	645	49	47	71	81	305	722	100	141	225	0
NEIG24	TO	33960	20797	0	39	2279	18479	32	4448	5480	124	247	701	120	1107	2894	598	736	1992	0
NEIG25	TO	29200	15490	0	44	1885	13561	30	2703	4341	120	196	188	95	366	2189	181	242	2910	0
