area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	101:VIVEK VISWANATHAN	102:JACK M. GUERRERO	103:KEVIN AKIN	104:GREG CONLON	105:FIONA MA
PCT9141	ED	904	168	0	0	22	146	0	23	10	17	9	87
PCT9141	MV	904	328	0	0	38	290	0	34	19	26	23	188
PCT9142	ED	921	219	0	0	22	197	2	23	10	31	11	120
PCT9142	MV	921	288	0	1	29	258	0	33	17	18	13	177
PCT9143	ED	887	196	0	0	33	163	1	19	7	21	5	110
PCT9143	MV	887	315	0	0	33	282	0	31	19	36	30	166
PCT9144	ED	931	221	0	0	28	193	1	17	14	29	12	120
PCT9144	MV	931	322	0	0	37	285	0	39	19	27	24	176
PCT9145	ED	837	197	0	0	26	171	1	15	11	20	12	112
PCT9145	MV	837	282	0	0	41	241	0	32	18	15	20	156
PCT9146	ED	866	206	0	0	28	178	0	19	5	31	9	114
PCT9146	MV	866	297	0	0	32	265	0	43	11	30	15	166
PCT9147	ED	920	227	0	0	39	188	0	28	8	33	8	111
PCT9147	MV	920	318	0	0	51	267	0	31	14	46	14	162
PCT9148	ED	946	226	0	0	29	197	1	29	8	24	9	126
PCT9148	MV	946	322	0	1	41	280	0	46	15	32	18	169
PCT9149	ED	884	196	0	1	32	163	0	23	6	17	10	107
PCT9149	MV	884	296	0	0	36	260	0	31	12	26	19	172
PCT9151	ED	806	152	0	0	30	122	0	21	7	12	9	73
PCT9151	MV	806	267	0	0	37	230	0	32	11	16	16	155
PCT9152	ED	712	67	0	0	8	59	0	5	3	8	5	38
PCT9152	MV	712	138	0	0	11	127	0	17	3	12	17	78
PCT9201	ED	953	201	0	0	15	186	0	32	7	16	11	120
PCT9201	MV	953	229	0	0	26	203	0	24	12	23	13	131
PCT9202	ED	908	184	0	0	25	159	1	24	14	10	9	101
PCT9202	MV	908	218	0	0	32	186	1	35	11	15	11	113
PCT9203	ED	968	145	0	0	27	118	0	17	10	3	23	65
PCT9203	MV	968	300	0	0	40	260	0	28	32	3	55	142
PCT9204	ED	809	147	0	0	30	117	1	8	19	3	21	65
PCT9204	MV	809	223	0	0	26	197	1	28	23	8	37	100
PCT9205	ED	694	113	0	0	19	94	0	13	7	7	8	59
PCT9205	MV	694	201	0	0	38	163	0	27	17	4	16	99
PCT9206	ED	887	135	0	0	18	117	0	11	12	2	19	73
PCT9206	MV	887	294	0	0	31	263	0	27	42	4	43	147
PCT9207	ED	913	148	0	0	25	123	0	11	14	2	26	70
PCT9207	MV	913	249	0	0	28	221	0	27	23	10	31	130
PCT9208	ED	936	147	0	0	20	127	0	26	10	3	20	68
PCT9208	MV	936	240	0	0	35	205	0	22	20	6	27	130
PCT9209	ED	675	121	0	0	18	103	0	11	8	2	16	66
PCT9209	MV	675	188	0	0	23	165	0	24	15	0	29	97
PCT9211	ED	834	130	0	0	21	109	0	21	6	4	10	68
PCT9211	MV	834	212	0	1	31	180	0	21	20	8	28	103
PCT9212	ED	764	121	0	1	21	99	1	20	4	4	10	60
PCT9212	MV	764	205	0	0	24	181	1	29	18	13	20	100
PCT9213	ED	890	140	0	0	20	120	0	15	8	10	6	81
PCT9213	MV	890	260	0	0	42	218	0	27	21	9	22	139
PCT9214	ED	581	92	0	0	21	71	0	10	7	3	10	41
PCT9214	MV	581	203	0	1	20	182	0	18	21	7	27	109
PCT9215	ED	626	130	0	0	21	109	1	16	14	1	24	53
PCT9215	MV	626	170	0	0	24	146	0	17	9	2	18	100
PCT9216	ED	798	134	0	0	26	108	0	16	3	3	17	69
PCT9216	MV	798	206	0	1	32	173	0	26	20	1	21	105
PCT9217	ED	684	123	0	0	22	101	0	10	13	5	17	56
PCT9217	MV	684	187	0	0	27	160	0	26	19	4	19	92
PCT9218	ED	797	119	0	0	21	98	0	12	6	5	15	60
PCT9218	MV	797	225	0	0	40	185	1	20	25	6	20	113
PCT9219	ED	733	146	0	0	23	123	0	17	11	6	16	73
PCT9219	MV	733	187	0	1	23	163	0	29	8	4	11	111
PCT9221	ED	641	121	0	0	17	104	1	10	5	2	18	68
PCT9221	MV	641	278	0	0	32	246	0	42	24	6	40	134
PCT9222	ED	842	139	0	0	25	114	0	12	8	2	15	77
PCT9222	MV	842	268	0	0	35	233	0	33	22	3	35	140
PCT9223	ED	606	88	0	0	15	73	1	8	3	3	13	45
PCT9223	MV	606	202	0	0	36	166	0	15	20	1	22	108
PCT9224	ED	912	171	0	0	29	142	0	17	12	8	25	80
PCT9224	MV	912	308	0	0	43	265	0	40	28	10	45	142
PCT9225	ED	898	161	0	0	19	142	0	15	10	7	21	89
PCT9225	MV	898	243	0	0	33	210	0	32	25	6	23	124
PCT9226	ED	905	143	0	0	19	124	0	17	10	4	17	76
PCT9226	MV	905	312	0	2	57	253	2	44	21	6	32	148
PCT9227	ED	729	140	0	0	13	127	1	16	9	6	8	87
PCT9227	MV	729	304	0	1	42	261	0	26	23	4	30	178
PCT9228	ED	726	175	0	0	22	153	0	18	9	7	17	102
PCT9228	MV	726	277	0	0	34	243	1	24	22	3	41	152
PCT9229	ED	596	130	0	0	20	110	2	15	7	4	9	73
PCT9229	MV	596	219	0	0	26	193	0	14	23	8	18	130
PCT9231	ED	919	221	0	0	27	194	0	22	6	13	10	143
PCT9231	MV	919	294	0	0	40	254	1	30	10	16	18	179
PCT9232	ED	701	151	0	0	24	127	0	20	4	9	13	81
PCT9232	MV	701	274	0	1	29	244	0	23	21	5	24	171
PCT9233	ED	774	139	0	0	31	108	0	10	12	2	9	75
PCT9233	MV	774	308	0	0	52	256	0	38	23	5	42	148
PCT9234	ED	731	131	0	0	27	104	0	17	5	6	11	65
PCT9234	MV	731	281	0	0	34	247	0	38	15	8	34	152
PCT9235	ED	842	174	0	0	24	150	0	17	17	7	18	91
PCT9235	MV	842	298	0	0	39	259	0	35	25	1	34	164
PCT9236	ED	658	130	0	1	23	106	0	14	9	6	19	58
PCT9236	MV	658	207	0	0	21	186	0	20	8	4	17	137
PCT9237	ED	880	145	0	0	21	124	1	30	2	4	14	73
PCT9237	MV	880	331	0	0	63	268	0	37	29	8	29	165
PCT9238	ED	792	130	0	0	28	102	0	23	6	2	8	63
PCT9238	MV	792	271	0	1	41	229	0	46	21	6	35	121
PCT9239	ED	835	117	0	0	16	101	0	6	12	3	9	71
PCT9239	MV	835	318	0	0	41	277	1	42	26	6	42	160
PCT9241	ED	961	158	0	0	20	138	1	23	4	6	14	90
PCT9241	MV	961	322	0	0	33	289	0	49	37	8	25	170
PCT9242	ED	940	154	0	0	27	127	0	19	10	7	13	78
PCT9242	MV	940	300	0	0	41	259	0	34	10	7	26	182
PCT9243	ED	572	135	0	0	22	113	0	16	9	5	8	75
PCT9243	MV	572	188	0	0	27	161	0	28	9	3	12	109
PCT9244	ED	880	149	0	0	21	128	0	20	5	5	5	93
PCT9244	MV	880	269	0	1	47	221	0	32	7	10	13	159
PCT9245	ED	706	128	0	0	20	108	0	14	6	6	13	69
PCT9245	MV	706	226	0	0	41	185	0	33	8	11	18	115
PCT9246	ED	910	139	0	0	18	121	0	18	4	6	12	81
PCT9246	MV	910	299	0	0	51	248	0	40	26	8	15	159
PCT9247	ED	936	151	0	0	20	131	1	11	11	14	10	84
PCT9247	MV	936	303	0	1	26	276	0	50	21	12	25	168
PCT9248	ED	898	181	0	0	24	157	0	23	5	8	7	114
PCT9248	MV	898	282	0	0	50	232	0	30	12	16	15	159
PCT9249	ED	910	187	0	0	31	156	0	24	9	9	16	98
PCT9249	MV	910	314	0	1	49	264	0	38	12	12	25	177
PCT9251	ED	946	204	0	0	36	168	0	23	9	15	12	109
PCT9251	MV	946	342	0	0	42	300	0	50	16	13	22	199
PCT9252	ED	913	140	0	0	18	122	0	22	7	11	5	77
PCT9252	MV	913	352	0	0	45	307	0	47	19	16	33	192
PCT9253	ED	751	138	0	0	26	112	0	16	7	3	8	78
PCT9253	MV	751	272	0	3	41	228	0	30	23	7	23	145
PCT9254	ED	889	168	0	0	29	139	0	20	7	11	5	96
PCT9254	MV	889	318	0	0	33	285	1	48	17	17	18	184
PCT9255	ED	545	126	0	0	16	110	0	21	4	12	6	67
PCT9255	MV	545	128	0	0	12	116	0	17	9	7	8	75
PCT9256	ED	433	77	0	0	11	66	0	12	2	4	4	44
PCT9256	MV	433	103	0	0	11	92	0	14	4	7	4	63
PCT9257	MV	312	150	0	0	14	136	0	18	9	18	3	88
PCT9258	ED	699	127	0	0	13	114	1	15	2	11	6	79
PCT9258	MV	699	244	0	0	29	215	0	30	9	23	18	135
PCT9401	ED	970	194	0	0	33	161	0	24	6	29	3	99
PCT9401	MV	970	293	0	0	32	261	1	24	17	34	14	171
PCT9402	ED	931	197	0	0	31	166	0	16	8	26	9	107
PCT9402	MV	931	307	0	0	44	263	0	21	18	25	24	175
PCT9403	ED	853	167	0	0	27	140	0	13	9	20	6	92
PCT9403	MV	853	286	0	0	31	255	2	28	24	27	21	153
PCT9404	ED	889	153	0	0	25	128	0	14	8	14	10	82
PCT9404	MV	889	320	0	0	46	274	0	27	19	19	29	180
PCT9405	ED	757	160	0	0	15	145	0	14	17	11	11	92
PCT9405	MV	757	245	0	0	35	210	1	25	18	14	21	131
PCT9406	ED	815	179	0	1	24	154	0	16	13	18	14	93
PCT9406	MV	815	277	0	1	26	250	0	34	33	21	12	150
PCT9407	ED	861	191	0	0	31	160	0	22	11	15	7	105
PCT9407	MV	861	284	0	0	27	257	0	49	23	27	21	137
PCT9408	ED	837	187	0	0	35	152	0	21	10	27	5	89
PCT9408	MV	837	246	0	0	33	213	0	27	12	38	10	126
PCT9409	ED	565	140	0	0	10	130	0	21	5	17	6	81
PCT9409	MV	565	170	0	0	28	142	0	23	5	12	11	91
PCT9411	ED	936	175	0	0	21	154	0	28	3	24	6	93
PCT9411	MV	936	261	0	0	28	233	1	30	13	28	15	146
PCT9412	ED	843	164	0	0	14	150	2	10	7	15	11	105
PCT9412	MV	843	285	0	0	49	236	2	27	16	20	17	154
PCT9413	ED	858	172	0	0	21	151	0	15	8	18	13	97
PCT9413	MV	858	310	0	1	41	268	0	25	19	17	15	192
PCT9414	ED	862	159	0	0	24	135	1	19	7	13	16	79
PCT9414	MV	862	307	0	0	38	269	1	32	14	20	24	178
PCT9415	ED	755	121	0	0	13	108	0	10	6	10	9	73
PCT9415	MV	755	284	0	0	34	250	0	35	25	13	29	148
PCT9416	ED	962	198	0	0	22	176	0	24	8	20	11	113
PCT9416	MV	962	316	0	0	42	274	1	21	26	13	14	199
PCT9417	ED	714	117	0	0	18	99	0	10	12	11	6	60
PCT9417	MV	714	286	0	0	32	254	2	25	28	16	30	153
PCT9418	ED	753	157	0	0	26	131	1	15	5	11	14	85
PCT9418	MV	753	269	0	0	50	219	1	18	16	11	27	146
PCT9419	ED	893	167	0	1	29	137	0	6	10	13	18	90
PCT9419	MV	893	326	0	0	39	287	0	15	31	13	38	190
PCT9421	ED	878	150	0	0	24	126	1	15	7	11	13	79
PCT9421	MV	878	316	0	0	33	283	0	25	25	18	26	189
PCT9422	ED	1010	200	0	1	29	170	0	20	7	14	25	104
PCT9422	MV	1010	358	0	0	40	318	2	25	31	20	33	207
PCT9423	ED	853	147	0	0	17	130	0	13	6	17	9	85
PCT9423	MV	853	292	0	1	30	261	4	18	11	19	19	190
PCT9424	ED	910	146	0	0	22	124	0	16	9	18	10	71
PCT9424	MV	910	331	0	0	25	306	0	35	19	14	14	224
PCT9425	ED	903	136	0	0	18	118	0	6	7	20	6	79
PCT9425	MV	903	313	0	0	36	277	1	31	20	16	27	182
PCT9426	ED	801	143	0	0	15	128	0	7	10	8	21	82
PCT9426	MV	801	283	0	0	51	232	0	14	21	17	34	146
PCT9427	ED	889	129	0	0	17	112	0	7	12	7	14	72
PCT9427	MV	889	333	0	0	53	280	1	23	27	13	42	174
PCT9428	ED	892	122	0	0	19	103	1	14	12	10	6	60
PCT9428	MV	892	346	0	0	41	305	1	33	26	20	29	196
PCT9429	ED	866	173	0	0	22	151	1	10	13	14	12	101
PCT9429	MV	866	308	0	1	37	270	0	17	23	13	31	186
PCT9431	ED	954	152	0	0	17	135	0	17	12	6	11	89
PCT9431	MV	954	352	0	0	41	311	0	35	29	14	33	200
PCT9432	ED	901	155	0	0	18	137	0	11	6	13	10	97
PCT9432	MV	901	307	0	0	40	267	3	15	29	10	17	193
PCT9433	ED	912	155	0	0	16	139	0	20	14	8	17	80
PCT9433	MV	912	317	0	0	41	276	0	15	17	14	36	194
PCT9434	ED	963	188	0	0	34	154	0	11	9	11	22	101
PCT9434	MV	963	349	0	1	35	313	0	37	19	18	27	212
PCT9435	ED	934	195	0	0	21	174	1	14	18	16	13	112
PCT9435	MV	934	320	0	0	50	270	2	18	20	14	25	191
PCT9436	ED	941	161	0	0	23	138	0	13	15	4	14	92
PCT9436	MV	941	337	0	0	44	293	0	21	26	23	29	194
PCT9437	ED	873	170	0	0	26	144	0	20	8	8	13	95
PCT9437	MV	873	324	0	0	37	287	0	24	33	14	35	181
PCT9438	ED	918	129	0	0	13	116	0	8	10	14	8	76
PCT9438	MV	918	336	0	0	51	285	0	28	23	13	34	187
PCT9439	ED	827	126	0	0	13	113	1	12	7	8	6	79
PCT9439	MV	827	314	0	1	53	260	0	22	30	9	37	162
PCT9441	ED	939	205	0	0	32	173	0	20	9	24	10	110
PCT9441	MV	939	337	0	0	47	290	1	39	22	19	24	185
PCT9442	ED	970	200	0	0	20	180	0	20	7	17	20	116
PCT9442	MV	970	325	0	0	44	281	2	22	34	21	29	173
PCT9443	ED	886	138	0	0	21	117	1	10	6	13	12	75
PCT9443	MV	886	304	0	0	30	274	1	36	18	28	16	175
PCT9444	ED	901	118	0	0	15	103	1	6	5	12	16	63
PCT9444	MV	901	312	0	0	36	276	0	24	32	7	29	184
PCT9445	ED	945	154	0	0	16	138	2	9	10	13	18	86
PCT9445	MV	945	342	0	0	46	296	0	18	23	19	36	200
PCT9446	ED	1043	164	0	0	21	143	0	14	12	5	13	99
PCT9446	MV	1043	417	0	0	52	365	0	35	43	16	36	235
PCT9447	ED	891	171	0	0	21	150	0	14	10	13	12	101
PCT9447	MV	891	327	0	0	44	283	0	39	18	10	30	186
PCT9448	ED	877	159	0	0	20	139	2	15	11	21	11	79
PCT9448	MV	877	307	0	0	47	260	1	20	19	19	21	180
PCT9449	ED	784	97	0	0	6	91	0	10	7	8	7	59
PCT9449	MV	784	302	0	1	39	262	0	20	24	16	28	174
PCT9451	ED	414	57	0	0	0	57	0	4	5	3	3	42
PCT9451	MV	414	154	0	1	15	138	1	9	13	5	27	83
PCT9452	ED	799	175	0	0	18	157	0	10	19	14	18	96
PCT9452	MV	799	281	0	0	44	237	0	24	18	19	30	146
PCT9453	ED	488	90	0	0	8	82	1	5	5	3	8	60
PCT9453	MV	488	175	0	1	12	162	0	10	16	4	17	115
PCT9501	MV	149	71	0	0	13	58	0	11	7	3	3	34
PCT9502	MV	233	116	0	0	12	104	0	17	7	1	2	77
PCT9503	ED	725	128	0	1	26	101	0	9	7	13	3	69
PCT9503	MV	725	184	0	1	25	158	0	27	8	7	9	107
PCT9505	ED	756	147	0	1	25	121	0	7	6	9	5	94
PCT9505	MV	756	274	0	0	49	225	0	33	6	25	10	151
PCT9506	ED	771	134	0	0	12	122	0	21	7	12	3	79
PCT9506	MV	771	217	0	0	36	181	0	22	7	15	5	132
PCT9507	ED	733	170	0	0	25	145	0	27	3	29	5	81
PCT9507	MV	733	218	0	0	22	196	0	31	4	36	3	122
PCT9508	ED	784	180	0	0	22	158	1	30	4	34	4	85
PCT9508	MV	784	258	0	1	31	226	1	38	4	36	0	147
PCT9509	ED	719	165	0	1	24	140	1	21	1	20	8	89
PCT9509	MV	719	239	0	0	31	208	0	37	2	22	1	146
PCT9511	ED	600	147	0	0	21	126	0	26	6	28	5	61
PCT9511	MV	600	177	0	1	24	152	1	27	7	22	10	85
PCT9512	ED	771	161	0	0	22	139	1	15	5	34	2	82
PCT9512	MV	771	251	0	0	34	217	1	35	8	27	5	141
PCT9513	ED	864	200	0	0	30	170	1	28	8	21	4	108
PCT9513	MV	864	261	0	0	38	223	0	43	8	29	6	137
PCT9514	ED	869	229	0	0	25	204	0	27	7	20	9	141
PCT9514	MV	869	257	0	1	40	216	0	31	10	15	6	154
PCT9515	ED	685	159	0	0	18	141	1	14	7	18	3	98
PCT9515	MV	685	243	0	0	38	205	0	29	10	20	10	136
PCT9516	ED	864	206	0	0	30	176	0	21	10	32	11	102
PCT9516	MV	864	269	0	1	33	235	0	33	14	25	11	152
PCT9517	ED	768	197	0	0	30	167	0	31	10	26	4	96
PCT9517	MV	768	235	0	0	23	212	0	26	10	25	18	133
PCT9518	ED	783	180	0	0	22	158	1	29	6	23	2	97
PCT9518	MV	783	242	0	0	29	213	0	27	9	20	9	148
PCT9519	ED	850	217	0	0	31	186	0	29	7	26	9	115
PCT9519	MV	850	294	0	0	34	260	0	35	10	30	7	178
PCT9521	ED	893	254	0	0	26	228	2	33	7	31	4	151
PCT9521	MV	893	290	0	0	33	257	0	40	4	30	7	176
PCT9701	ED	665	156	0	0	21	135	0	23	2	20	5	85
PCT9701	MV	665	235	0	1	33	201	2	30	12	19	14	124
PCT9702	ED	710	194	0	0	28	166	1	29	5	22	8	101
PCT9702	MV	710	231	0	0	36	195	0	23	12	21	10	129
PCT9703	ED	931	182	0	0	25	157	1	21	10	12	15	98
PCT9703	MV	931	373	0	0	53	320	0	20	28	34	23	215
PCT9704	ED	942	191	0	0	18	173	0	25	7	18	11	112
PCT9704	MV	942	354	0	0	42	312	1	33	17	29	12	220
PCT9705	ED	879	208	0	0	29	179	0	26	2	24	12	115
PCT9705	MV	879	309	0	0	34	275	0	40	11	25	10	189
PCT9706	MV	51	32	0	0	2	30	0	2	2	2	1	23
PCT9707	ED	799	121	0	0	9	112	0	8	7	8	13	76
PCT9707	MV	799	355	0	0	40	315	0	26	19	13	35	222
PCT9708	ED	919	193	0	0	25	168	0	21	6	21	8	112
PCT9708	MV	919	324	0	1	54	269	1	36	9	25	19	179
PCT9709	ED	998	196	0	0	29	167	1	18	6	10	14	118
PCT9709	MV	998	355	0	0	40	315	0	35	16	10	34	220
PCT9711	ED	625	167	0	0	19	148	1	20	8	8	14	97
PCT9711	MV	625	254	0	0	18	236	0	27	14	6	18	171
PCT9712	ED	651	134	0	0	10	124	1	12	7	6	10	88
PCT9712	MV	651	288	0	0	33	255	0	25	24	10	22	174
PCT9713	ED	930	161	0	0	29	132	2	13	8	10	17	82
PCT9713	MV	930	362	0	0	35	327	0	36	20	12	29	230
PCT9714	ED	911	154	0	0	19	135	0	10	8	7	21	89
PCT9714	MV	911	367	0	0	39	328	2	35	24	5	43	219
PCT9715	ED	566	162	0	0	15	147	2	13	10	8	12	102
PCT9715	MV	566	218	0	0	21	197	0	16	20	7	25	129
PCT9716	ED	928	198	0	0	25	173	0	21	16	20	13	103
PCT9716	MV	928	368	0	0	38	330	0	32	25	13	36	224
PCT9717	ED	967	206	0	0	25	181	0	15	15	22	18	111
PCT9717	MV	967	371	0	0	32	339	0	30	23	21	22	243
PCT9718	ED	843	183	0	0	15	168	1	12	8	9	21	117
PCT9718	MV	843	385	0	0	28	357	1	26	32	20	42	236
PCT9719	ED	863	186	0	0	16	170	0	14	12	10	12	122
PCT9719	MV	863	389	0	0	34	355	1	41	21	10	38	244
PCT9721	ED	653	182	0	0	17	165	2	15	9	5	21	113
PCT9721	MV	653	250	0	0	38	212	1	16	9	7	32	147
PCT9722	ED	593	86	0	0	7	79	0	14	6	3	7	49
PCT9722	MV	593	269	0	0	21	248	0	25	15	8	41	159
PCT9723	ED	458	74	0	0	9	65	0	5	5	2	7	46
PCT9723	MV	458	198	0	0	23	175	0	11	12	3	32	117
PCT9724	ED	950	144	0	0	10	134	1	8	13	5	24	83
PCT9724	MV	950	386	0	0	49	337	0	22	38	9	64	204
PCT9725	ED	941	118	0	0	11	107	0	10	15	5	21	56
PCT9725	MV	941	350	0	0	40	310	0	30	32	4	40	204
PCT9726	ED	685	83	0	0	10	73	0	6	2	7	8	50
PCT9726	MV	685	137	0	1	11	125	1	16	8	6	24	70
PCT9727	ED	435	60	0	0	7	53	0	4	3	2	9	35
PCT9727	MV	435	205	0	0	18	187	0	18	20	1	38	110
PCT9728	ED	906	204	0	0	18	186	0	16	17	2	26	125
PCT9728	MV	906	378	0	1	31	346	0	36	36	7	48	219
PCT9729	ED	782	161	0	0	25	136	0	7	11	2	23	93
PCT9729	MV	782	304	0	0	37	267	0	26	24	4	42	171
PCT9731	ED	529	138	0	0	17	121	0	10	16	2	13	80
PCT9731	MV	529	189	0	0	22	167	2	10	17	4	21	113
PCT9732	MV	73	43	0	0	3	40	0	6	1	1	2	30
PCT9733	MV	224	146	0	0	10	136	0	9	8	7	7	105
PCT9734	ED	577	122	0	0	13	109	0	10	6	0	11	82
PCT9734	MV	577	261	0	0	22	239	0	21	15	3	29	171
PCT9735	ED	782	167	0	1	30	136	1	13	12	7	10	93
PCT9735	MV	782	344	0	0	34	310	0	29	24	12	36	209
PCT9736	ED	699	145	0	0	17	128	0	15	7	5	21	80
PCT9736	MV	699	305	0	0	37	268	0	22	13	9	18	206
PCT9737	ED	792	175	0	0	21	154	0	11	7	6	13	117
PCT9737	MV	792	343	0	0	25	318	0	27	15	14	30	232
PCT9738	ED	830	99	0	0	10	89	1	9	8	7	8	56
PCT9738	MV	830	263	0	1	22	240	1	23	10	8	30	168
PCT9739	ED	826	126	0	1	12	113	0	12	3	15	12	71
PCT9739	MV	826	193	0	0	12	181	0	21	13	15	18	114
PCT9741	ED	1022	19	0	0	2	17	0	6	0	2	0	9
PCT9741	MV	1022	24	0	0	1	23	0	5	1	0	0	17
PCT9742	ED	647	134	0	0	12	122	0	10	6	6	19	81
PCT9742	MV	647	187	0	0	24	163	0	16	16	5	23	103
PCT9743	ED	1093	172	0	0	22	150	0	13	11	17	8	101
PCT9743	MV	1093	317	0	0	27	290	0	26	22	23	25	194
PCT9744	ED	902	141	0	1	12	128	1	15	4	16	18	74
PCT9744	MV	902	234	0	0	24	210	1	26	25	10	24	124
PCT9745	ED	934	141	0	0	18	123	2	13	6	11	13	78
PCT9745	MV	934	205	0	0	14	191	0	30	8	12	20	121
PCT9746	ED	867	192	0	0	28	164	0	11	16	5	24	108
PCT9746	MV	867	334	0	0	38	296	0	20	25	11	43	197
PCT9747	ED	940	198	0	0	18	180	0	27	3	12	13	125
PCT9747	MV	940	323	0	0	36	287	0	38	21	20	22	186
PCT9748	ED	913	164	0	0	19	145	1	10	4	9	18	103
PCT9748	MV	913	342	0	1	35	306	1	33	31	14	38	189
PCT9749	ED	893	143	0	0	25	118	1	14	7	19	4	73
PCT9749	MV	893	266	0	1	26	239	1	35	20	23	15	145
PCT9751	ED	977	157	0	0	21	136	0	15	6	5	14	96
PCT9751	MV	977	384	0	0	34	350	1	47	25	16	34	227
PCT9752	ED	692	143	0	0	17	126	0	12	8	4	13	89
PCT9752	MV	692	305	0	0	40	265	0	33	25	21	20	166
PCT9753	ED	735	148	0	0	21	127	1	18	6	12	4	86
PCT9753	MV	735	266	0	0	24	242	0	20	13	26	12	171
PCT9754	ED	701	169	0	0	13	156	1	15	5	17	9	109
PCT9754	MV	701	296	0	0	31	265	0	19	15	16	13	202
PCT9755	ED	553	120	0	0	8	112	0	8	6	14	5	79
PCT9755	MV	553	201	0	0	13	188	0	19	23	11	12	123
PCT9756	ED	908	126	0	0	17	109	0	10	6	10	6	77
PCT9756	MV	908	297	0	0	33	264	0	35	35	12	22	160
PCT9801	ED	399	76	0	0	10	66	0	10	10	1	4	41
PCT9801	MV	399	148	0	0	11	137	0	19	6	13	7	92
CONG12	TO	426647	225360	0	217	30308	194835	400	25017	13326	19393	11081	125618
CONG14	TO	55344	28223	0	34	3243	24946	80	2416	2058	1533	2415	16444
ASSM17	TO	280269	147301	0	161	19970	127170	271	16922	8746	13978	5193	82060
ASSM19	TO	201722	106282	0	90	13581	92611	209	10511	6638	6948	8303	60002
BART7	TO	36166	15261	0	16	2139	13106	28	1726	1191	922	600	8639
BART8	TO	215670	112119	0	91	14745	97283	214	10849	7786	6660	8834	62940
BART9	TO	230155	126203	0	144	16667	109392	238	14858	6407	13344	4062	70483
SUPV1	TO	40919	22431	0	18	2875	19538	38	2212	1147	1997	1531	12613
SUPV2	TO	48242	24389	0	23	3468	20898	30	2893	1700	900	2208	13167
SUPV3	TO	38273	18567	0	20	2876	15671	25	2108	1562	1218	1005	9753
SUPV4	TO	41216	21994	0	12	2830	19152	48	1887	1507	1495	1776	12439
SUPV5	TO	52114	28694	0	32	4056	24606	46	3585	1138	3211	769	15857
SUPV6	TO	41151	17498	0	39	2502	14957	35	2301	1384	1329	742	9166
SUPV7	TO	46301	26230	0	14	2830	23386	44	2416	1581	1390	2230	15725
SUPV8	TO	56415	36015	0	24	4485	31506	65	4245	1312	3381	835	21668
SUPV9	TO	41665	22565	0	20	2911	19634	52	2528	1233	3393	653	11775
SUPV10	TO	39848	17900	0	16	2505	15379	34	1811	1316	1334	660	10224
SUPV11	TO	35847	17300	0	33	2213	15054	63	1447	1504	1278	1087	9675
NEIG1	TO	19131	7881	0	9	1162	6710	12	650	595	521	284	4648
NEIG2	TO	16742	8038	0	10	1367	6661	14	916	691	476	408	4156
NEIG3	TO	27631	12231	0	22	1820	10389	19	1442	952	1103	597	6276
NEIG4	TO	6857	4487	0	8	468	4011	9	417	212	269	161	2943
NEIG5	TO	26541	12895	0	22	1624	11249	41	1112	1179	959	846	7112
NEIG6	TO	14552	8410	0	9	1194	7207	8	1056	258	1073	166	4646
NEIG7	TO	11506	5461	0	12	711	4738	24	458	409	397	299	3151
NEIG8	TO	9393	5438	0	3	696	4739	10	692	212	531	188	3106
NEIG9	TO	8641	3424	0	4	339	3081	8	307	236	177	396	1957
NEIG10	TO	9744	5037	0	6	685	4346	2	642	210	382	300	2810
NEIG11	TO	38757	19070	0	21	2736	16313	27	2284	1406	700	1724	10172
NEIG12	TO	30096	16088	0	19	2056	14013	49	2089	753	2800	320	8002
NEIG13	TO	16415	10584	0	2	1344	9238	17	1273	394	966	246	6342
NEIG14	TO	8622	5494	0	1	695	4798	10	610	158	831	88	3101
NEIG15	TO	6827	3580	0	4	510	3066	4	363	324	179	230	1966
NEIG26	TO	8914	4445	0	3	616	3826	12	360	446	301	297	2410
NEIG16	TO	15511	7917	0	6	1019	6892	11	1104	456	667	244	4410
NEIG17	TO	35688	19724	0	17	2511	17196	35	1917	1019	1793	1362	11070
NEIG18	TO	7813	4593	0	2	632	3959	8	469	291	166	407	2618
NEIG19	TO	9230	5452	0	4	722	4726	7	582	238	622	153	3124
NEIG20	TO	23278	10026	0	20	1374	8632	20	1358	812	672	435	5335
NEIG21	TO	40651	21684	0	12	2792	18880	48	1843	1497	1466	1759	12267
NEIG22	TO	18424	12111	0	8	1497	10606	18	1460	377	1005	234	7512
NEIG23	TO	7867	3226	0	3	479	2744	11	241	367	152	180	1793
NEIG24	TO	33960	20797	0	8	2230	18559	28	1874	1230	1019	1736	12672
NEIG25	TO	29200	15490	0	16	2272	13202	28	1914	662	1699	436	8463
