area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	114:MARK BURNS	115:CATHLEEN GALGIANI	116:BARRY CHANG	117:MALIA COHEN
PCT7625	MV	821	415	0	4	76	335	0	48	58	116	113
PCT7626	ED	1081	128	1	0	30	97	0	10	22	7	58
PCT7626	MV	1081	361	1	0	97	263	5	34	49	19	156
PCT7627	ED	1075	116	-1	0	24	93	1	14	17	4	57
PCT7627	MV	1075	319	0	1	69	249	4	45	65	16	119
PCT7628	ED	906	156	0	0	47	109	1	7	27	4	70
PCT7628	MV	906	267	0	0	61	206	2	14	44	14	132
PCT7629	ED	805	108	-1	0	26	83	0	5	17	6	55
PCT7629	MV	805	206	2	1	55	148	2	12	31	10	93
PCT7631	ED	1085	146	-1	0	35	112	1	9	32	11	59
PCT7631	MV	1085	339	2	0	64	273	4	32	62	30	145
PCT7632	ED	965	167	1	0	35	131	4	8	39	12	68
PCT7632	MV	965	286	0	0	51	235	6	22	46	13	148
PCT7633	ED	702	90	0	0	22	68	0	6	24	8	30
PCT7633	MV	702	253	0	0	51	202	1	19	41	60	81
PCT7634	ED	859	120	1	1	30	88	2	18	14	15	39
PCT7634	MV	859	291	2	1	44	244	0	28	65	45	106
PCT7635	ED	782	89	0	0	17	72	2	5	21	9	35
PCT7635	MV	782	242	3	0	46	193	3	14	36	9	131
PCT7636	ED	920	134	-1	0	41	94	1	7	25	11	50
PCT7636	MV	920	251	-1	0	60	192	1	27	31	17	116
PCT7637	ED	732	89	0	0	24	65	2	11	15	6	31
PCT7637	MV	732	249	0	0	59	190	2	24	32	15	117
PCT7638	ED	1365	129	0	0	27	102	0	22	19	11	50
PCT7638	MV	1365	492	2	2	93	395	0	85	68	37	205
PCT7639	ED	962	110	1	0	33	76	2	13	12	10	39
PCT7639	MV	962	319	-2	1	89	231	1	38	48	25	119
PCT7641	ED	931	114	0	0	27	87	0	10	25	8	44
PCT7641	MV	931	374	0	0	78	296	3	56	56	34	147
PCT7642	ED	909	84	0	0	21	63	0	5	20	5	33
PCT7642	MV	909	268	0	0	91	177	0	29	46	15	87
PCT7643	ED	871	99	0	0	29	70	3	3	11	10	43
PCT7643	MV	871	355	2	1	63	289	1	31	61	74	122
PCT7644	ED	1082	156	-2	0	48	110	0	7	29	12	62
PCT7644	MV	1082	291	1	0	74	216	2	19	48	26	121
PCT7645	ED	631	63	0	0	12	51	0	12	10	5	24
PCT7645	MV	631	241	-3	0	65	179	0	33	38	12	96
PCT7646	ED	1035	110	0	0	34	76	1	2	19	13	41
PCT7646	MV	1035	326	0	0	76	250	1	35	46	23	145
PCT7647	ED	1027	107	0	0	12	95	3	10	27	8	47
PCT7647	MV	1027	185	0	0	42	143	1	12	40	13	77
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	18	78	2	9	15	10	42
PCT7649	MV	877	234	2	0	43	189	1	32	31	26	99
PCT7651	ED	555	48	0	0	8	40	0	5	8	5	22
PCT7651	MV	555	155	0	1	38	116	0	13	34	12	57
PCT7652	ED	580	68	-1	1	13	55	0	5	16	6	28
PCT7652	MV	580	163	-3	0	48	118	1	9	22	11	75
PCT7653	ED	1092	137	1	0	39	97	3	13	29	10	42
PCT7653	MV	1092	321	0	0	68	253	2	23	52	25	151
PCT7701	ED	1012	225	0	0	60	165	0	17	47	8	93
PCT7701	MV	1012	383	2	2	92	287	2	34	64	21	166
PCT7702	ED	704	117	0	0	25	92	1	11	18	13	49
PCT7702	MV	704	302	-1	0	65	238	1	51	46	27	113
PCT7703	MV	172	66	1	2	15	48	0	11	8	7	22
PCT7704	ED	977	208	0	0	50	158	2	29	31	14	82
PCT7704	MV	977	396	1	0	81	314	4	63	69	31	147
PCT7705	ED	547	123	0	0	27	96	0	14	16	15	51
PCT7705	MV	547	227	0	0	41	186	0	32	39	25	90
PCT7706	ED	821	189	0	0	27	162	0	25	33	9	95
PCT7706	MV	821	341	0	2	66	273	1	54	55	18	145
PCT7707	ED	839	200	1	1	40	158	0	18	42	16	82
PCT7707	MV	839	379	-1	0	76	304	0	37	70	31	166
PCT7708	ED	860	181	1	1	39	140	2	16	29	9	84
PCT7708	MV	860	400	-1	0	63	338	0	47	66	37	188
PCT7709	ED	383	85	1	0	20	64	0	7	13	5	39
PCT7709	MV	383	174	0	0	37	137	1	12	32	13	79
PCT7711	ED	772	162	0	0	41	121	1	8	28	7	77
PCT7711	MV	772	344	0	0	70	274	5	29	64	29	147
PCT7712	ED	524	131	0	0	26	105	0	9	15	10	71
PCT7712	MV	524	230	-1	0	52	179	6	18	32	26	97
PCT7801	ED	970	230	1	0	53	176	1	5	48	12	110
PCT7801	MV	970	424	-2	0	103	323	2	35	72	4	210
PCT7802	ED	762	205	-1	0	56	150	1	5	41	12	91
PCT7802	MV	762	313	2	2	83	226	0	17	53	5	151
PCT7803	ED	823	143	0	0	47	96	0	6	26	6	58
PCT7803	MV	823	412	-1	0	106	307	2	27	69	10	199
PCT7804	ED	891	236	0	0	51	185	3	11	42	9	120
PCT7804	MV	891	394	0	1	96	297	5	14	57	12	209
PCT7805	ED	785	176	1	0	39	136	1	1	34	4	96
PCT7805	MV	785	348	-1	0	85	264	2	18	52	17	175
PCT7806	ED	699	163	0	0	49	114	0	3	30	3	78
PCT7806	MV	699	283	3	0	84	196	1	18	45	9	123
PCT7807	ED	796	228	2	0	59	167	2	4	52	11	98
PCT7807	MV	796	273	0	0	77	196	4	11	46	6	129
PCT7808	ED	655	178	0	0	56	122	1	4	33	10	74
PCT7808	MV	655	243	0	0	70	173	3	7	33	10	120
PCT7809	ED	742	160	-1	0	39	122	0	2	33	7	80
PCT7809	MV	742	267	0	0	74	193	2	8	41	9	133
PCT7811	ED	726	186	-1	0	42	145	4	8	37	7	89
PCT7811	MV	726	243	1	1	55	186	6	8	46	9	117
PCT7812	ED	843	207	0	0	51	156	2	18	30	22	84
PCT7812	MV	843	292	-2	0	70	224	3	7	42	18	154
PCT7813	ED	988	251	-1	0	72	180	4	4	44	15	113
PCT7813	MV	988	362	1	0	95	266	1	10	50	16	189
PCT7814	ED	892	173	-1	1	51	122	3	13	32	6	68
PCT7814	MV	892	223	1	2	51	169	1	13	34	16	105
PCT7815	ED	914	178	-1	0	38	141	2	10	25	10	94
PCT7815	MV	914	407	0	0	83	324	2	15	69	14	224
PCT7816	ED	858	202	1	0	47	154	3	6	36	2	107
PCT7816	MV	858	390	0	0	86	304	3	13	67	12	209
PCT7817	ED	795	215	-1	0	50	166	0	8	43	12	103
PCT7817	MV	795	309	2	0	75	232	3	9	61	11	148
PCT7818	ED	823	172	0	0	43	129	2	6	37	7	77
PCT7818	MV	823	335	0	0	93	242	2	8	48	17	167
PCT7819	ED	760	169	0	1	44	124	0	6	29	6	83
PCT7819	MV	760	297	1	0	73	223	3	24	45	19	132
PCT7821	ED	947	229	0	1	49	179	0	4	49	15	111
PCT7821	MV	947	439	0	0	116	323	2	26	60	12	223
PCT7822	ED	927	244	0	0	54	190	0	13	47	4	126
PCT7822	MV	927	343	1	0	71	271	2	15	62	13	179
PCT7823	ED	857	237	0	0	59	178	2	1	52	4	119
PCT7823	MV	857	347	1	0	75	271	1	9	59	14	188
PCT7824	ED	756	170	0	0	51	119	2	5	19	6	87
PCT7824	MV	756	274	3	0	64	207	0	10	31	17	149
PCT7825	ED	580	160	-1	0	41	120	0	6	26	7	81
PCT7825	MV	580	215	0	0	65	150	5	8	35	6	96
PCT7826	ED	665	214	0	0	57	157	5	6	34	6	106
PCT7826	MV	665	194	-2	0	67	129	1	7	25	6	90
PCT7827	ED	828	199	0	0	60	139	2	8	29	10	90
PCT7827	MV	828	252	0	0	70	182	6	19	34	10	113
PCT7828	ED	976	205	2	0	46	157	0	9	46	14	88
PCT7828	MV	976	397	-1	0	85	313	1	29	64	16	203
PCT7829	ED	882	199	0	0	49	150	0	9	32	12	97
PCT7829	MV	882	391	-1	0	83	309	1	22	67	11	208
PCT7831	ED	828	202	1	0	50	151	1	9	30	9	102
PCT7831	MV	828	369	1	0	91	277	0	18	55	21	183
PCT7832	ED	781	162	-1	0	45	118	4	7	27	5	75
PCT7832	MV	781	343	-1	1	85	258	4	20	48	9	177
PCT7833	ED	745	182	-1	0	66	117	2	6	28	4	77
PCT7833	MV	745	271	0	0	78	193	1	11	39	7	135
PCT7834	ED	836	225	-1	0	80	146	5	5	44	8	84
PCT7834	MV	836	288	-1	0	97	192	4	6	44	11	127
PCT7835	ED	808	175	0	0	35	140	4	11	34	12	79
PCT7835	MV	808	338	-1	0	62	277	1	32	40	26	178
PCT7836	ED	979	199	0	0	41	158	1	5	49	8	95
PCT7836	MV	979	421	0	0	87	334	2	32	65	20	215
PCT7837	ED	883	237	1	0	62	174	3	10	41	10	110
PCT7837	MV	883	339	0	1	89	249	1	16	45	6	181
PCT7838	ED	891	210	0	0	59	151	0	9	38	11	93
PCT7838	MV	891	413	1	0	103	309	2	22	76	16	193
PCT7839	ED	830	172	-2	0	62	112	1	6	22	6	77
PCT7839	MV	830	389	1	0	115	273	3	24	54	12	180
PCT7841	ED	898	240	0	0	79	161	5	4	38	12	102
PCT7841	MV	898	353	0	0	98	255	5	14	63	11	162
PCT7842	ED	873	214	0	0	55	159	0	9	46	8	96
PCT7842	MV	873	308	2	1	86	219	6	21	40	9	143
PCT7843	ED	751	182	-1	0	49	134	2	6	28	5	93
PCT7843	MV	751	267	0	0	75	192	5	14	37	8	128
PCT7844	ED	635	160	1	0	44	115	2	7	32	4	70
PCT7844	MV	635	245	-1	0	71	175	2	7	40	9	117
PCT7845	ED	803	202	-1	0	64	139	1	11	29	4	94
PCT7845	MV	803	314	-1	0	89	226	0	9	44	8	165
PCT7846	ED	871	221	-1	0	65	157	2	14	33	9	99
PCT7846	MV	871	330	3	0	88	239	1	27	51	12	148
PCT7847	ED	878	207	0	0	65	142	2	10	34	15	81
PCT7847	MV	878	358	-2	0	114	246	0	13	50	15	168
PCT7848	ED	838	209	-2	0	62	149	1	9	28	4	107
PCT7848	MV	838	346	-2	0	97	251	2	23	37	14	175
PCT7849	ED	904	237	-1	0	75	163	3	12	47	5	96
PCT7849	MV	904	353	0	0	96	257	1	18	51	15	172
PCT7851	ED	493	118	0	0	28	90	1	11	13	13	52
PCT7851	MV	493	204	0	0	43	161	0	16	19	30	96
PCT7852	ED	634	104	0	0	23	81	0	9	16	10	46
PCT7852	MV	634	303	0	0	41	262	1	29	47	27	158
PCT7853	ED	837	180	0	0	49	131	2	12	32	6	79
PCT7853	MV	837	333	0	0	60	273	1	21	60	15	176
PCT7854	ED	874	216	0	0	71	145	2	9	37	12	85
PCT7854	MV	874	346	0	3	86	257	2	19	51	8	177
PCT7855	ED	949	259	0	0	68	191	2	8	48	11	122
PCT7855	MV	949	359	-2	0	101	260	3	28	56	16	157
PCT7856	ED	790	204	1	0	54	149	0	6	44	10	89
PCT7856	MV	790	312	-1	0	76	237	4	16	58	17	142
PCT7857	ED	913	226	0	0	68	158	3	8	42	9	96
PCT7857	MV	913	350	0	0	111	239	2	20	40	21	156
PCT7858	ED	743	192	0	0	59	133	3	7	30	8	85
PCT7858	MV	743	252	1	1	68	182	4	11	39	8	120
PCT7859	ED	879	219	0	0	51	168	2	9	43	12	102
PCT7859	MV	879	352	0	0	73	279	0	31	45	13	190
PCT7861	ED	835	184	0	0	50	134	5	12	34	4	79
PCT7861	MV	835	367	0	0	88	279	0	24	63	9	183
PCT7862	ED	850	237	0	0	58	179	4	8	40	16	111
PCT7862	MV	850	323	-1	0	77	247	3	18	43	16	167
PCT7863	ED	870	237	0	0	55	182	2	9	39	22	110
PCT7863	MV	870	302	0	0	73	229	2	16	52	12	147
PCT7864	ED	773	188	0	0	52	136	0	5	30	11	90
PCT7864	MV	773	284	-2	0	74	212	2	24	42	12	132
PCT7865	ED	808	178	0	1	41	136	3	7	35	11	80
PCT7865	MV	808	310	0	0	78	232	2	18	52	17	143
PCT7866	ED	816	184	0	0	38	146	2	13	36	21	74
PCT7866	MV	816	389	0	1	73	315	0	56	54	41	164
PCT7867	ED	932	209	0	0	53	156	1	17	31	4	103
PCT7867	MV	932	385	3	0	77	305	4	25	67	18	191
PCT7868	ED	860	218	0	0	37	181	3	14	42	15	107
PCT7868	MV	860	324	1	0	54	269	1	25	50	20	173
PCT7869	ED	842	219	1	0	53	165	3	10	41	10	101
PCT7869	MV	842	376	-1	0	98	279	6	24	52	12	185
PCT7871	ED	882	240	-3	2	61	180	0	13	29	9	129
PCT7871	MV	882	364	1	1	86	276	3	14	54	24	181
PCT7872	ED	864	242	0	0	72	170	0	7	33	11	119
PCT7872	MV	864	369	0	0	107	262	0	21	51	13	177
PCT7873	ED	841	231	0	0	54	177	3	7	30	5	132
PCT7873	MV	841	387	0	0	102	285	2	20	60	17	186
PCT7874	ED	453	85	0	0	21	64	1	7	18	6	32
PCT7874	MV	453	174	1	0	35	138	2	8	31	13	84
PCT7875	ED	615	127	0	0	33	94	4	8	16	7	59
PCT7875	MV	615	203	-2	0	56	149	0	23	35	11	80
PCT7876	ED	491	101	0	0	24	77	1	6	19	5	46
PCT7876	MV	491	148	-1	1	41	107	0	5	21	8	73
PCT7901	ED	466	87	-1	0	20	68	1	6	17	13	31
PCT7901	MV	466	133	0	0	38	95	2	9	20	6	58
PCT7902	ED	921	188	0	0	51	137	0	14	33	12	78
PCT7902	MV	921	259	0	0	51	208	1	15	53	17	122
PCT7903	ED	819	144	0	0	47	97	2	7	19	12	57
PCT7903	MV	819	244	0	1	36	207	1	12	43	26	125
PCT7904	ED	846	137	0	0	35	102	2	6	25	6	63
PCT7904	MV	846	248	-1	1	62	186	5	14	41	17	109
PCT7905	ED	821	199	1	0	53	145	3	10	38	12	82
PCT7905	MV	821	275	3	1	75	196	1	12	47	18	118
PCT7906	ED	769	164	1	1	63	99	3	4	18	6	68
PCT7906	MV	769	214	-1	1	61	153	2	10	24	17	100
PCT7907	ED	926	201	2	0	62	137	3	6	42	13	73
PCT7907	MV	926	286	1	0	71	214	3	9	36	24	142
PCT7908	ED	936	191	0	0	56	135	1	11	22	13	88
PCT7908	MV	936	267	0	0	69	198	2	16	54	22	104
PCT7909	ED	726	190	0	1	53	136	6	3	29	18	80
PCT7909	MV	726	221	0	1	57	163	2	4	42	8	107
PCT7911	ED	849	192	0	0	47	145	5	10	28	13	89
PCT7911	MV	849	250	1	0	54	195	3	14	28	18	132
PCT7912	ED	1036	215	2	1	70	142	4	7	21	18	92
PCT7912	MV	1036	314	4	0	76	234	3	15	51	14	151
PCT7913	ED	887	240	0	1	66	173	2	10	49	6	106
PCT7913	MV	887	244	-1	0	69	176	1	17	44	13	101
PCT7914	ED	833	208	0	0	57	151	2	4	36	12	97
PCT7914	MV	833	253	1	4	61	187	1	14	25	12	135
PCT7915	ED	802	213	0	3	55	155	2	11	34	16	92
PCT7915	MV	802	222	1	1	50	170	0	11	46	20	93
PCT7916	ED	887	215	0	0	61	154	2	8	36	11	97
PCT7916	MV	887	289	0	0	79	210	1	20	42	14	133
PCT7917	ED	983	254	-1	0	80	175	5	12	51	15	92
PCT7917	MV	983	287	0	3	66	218	2	10	43	13	150
PCT7918	ED	790	191	0	0	61	130	3	4	29	14	80
PCT7918	MV	790	234	-1	0	74	161	2	6	34	9	110
PCT7919	ED	857	217	0	1	56	160	5	5	36	11	103
PCT7919	MV	857	241	0	0	64	177	3	13	39	9	113
PCT7921	ED	883	151	-1	0	38	114	2	7	26	9	70
PCT7921	MV	883	210	0	0	51	159	3	26	31	11	88
PCT7922	ED	797	182	1	0	48	133	9	6	33	10	75
PCT7922	MV	797	241	1	1	35	204	0	9	42	9	144
PCT7923	ED	863	202	0	0	53	149	6	8	28	9	98
PCT7923	MV	863	241	0	0	68	173	3	15	37	9	109
PCT7924	ED	806	172	1	0	44	127	5	5	30	8	79
PCT7924	MV	806	247	0	0	50	197	1	14	47	25	110
PCT7925	ED	570	114	0	0	36	78	1	2	21	1	53
PCT7925	MV	570	191	0	2	62	127	2	6	24	9	86
PCT7926	ED	768	177	0	0	53	124	5	7	26	5	81
PCT7926	MV	768	296	0	0	84	212	4	20	48	12	128
PCT7927	ED	733	187	0	0	53	134	3	1	25	8	97
PCT7927	MV	733	289	-1	0	84	206	2	8	51	11	134
PCT7928	ED	899	253	-1	0	63	191	5	11	41	20	114
PCT7928	MV	899	297	2	0	70	225	3	7	49	9	157
PCT7929	ED	840	200	-1	0	60	141	4	4	34	7	92
PCT7929	MV	840	367	2	0	95	270	2	15	44	14	195
PCT7931	ED	732	189	0	0	40	149	1	6	18	3	121
PCT7931	MV	732	317	-1	1	68	249	3	8	43	18	177
PCT7932	ED	551	112	0	0	26	86	1	5	21	4	55
PCT7932	MV	551	225	0	0	55	170	2	9	29	19	111
PCT7933	MV	8	4	0	0	0	4	0	0	0	1	3
PCT7934	ED	885	195	-4	0	72	127	1	7	31	9	79
PCT7934	MV	885	328	2	0	84	242	3	11	45	13	170
PCT7935	ED	938	283	0	0	91	192	1	9	38	8	136
PCT7935	MV	938	370	2	1	88	279	2	15	51	14	197
PCT7936	ED	832	246	-1	0	73	174	2	7	36	11	118
PCT7936	MV	832	326	1	1	81	243	3	10	51	7	172
PCT7937	ED	874	223	0	0	57	166	0	5	33	8	120
PCT7937	MV	874	309	0	1	63	245	2	14	54	10	165
PCT7938	ED	774	162	0	0	41	121	1	10	27	13	70
PCT7938	MV	774	247	0	0	59	188	4	9	50	15	110
PCT7939	ED	667	186	2	0	51	133	3	6	28	4	92
PCT7939	MV	667	230	1	1	56	172	1	15	29	5	122
PCT7941	ED	728	167	1	0	37	129	3	8	30	8	80
PCT7941	MV	728	236	1	0	55	180	1	8	33	13	125
PCT7942	ED	893	166	1	1	44	120	3	11	23	6	77
PCT7942	MV	893	286	-1	0	61	226	1	11	46	33	135
PCT7943	ED	887	192	0	0	39	153	0	16	34	15	88
PCT7943	MV	887	319	2	0	54	263	3	26	65	28	141
PCT7944	ED	769	201	-1	0	55	147	3	4	29	5	106
PCT7944	MV	769	235	0	0	51	184	0	12	25	18	129
PCT7945	ED	897	118	0	0	32	86	1	6	11	4	64
PCT7945	MV	897	294	3	0	49	242	0	18	39	10	175
PCT7946	ED	909	134	1	0	21	112	2	8	26	10	66
PCT7946	MV	909	348	3	1	48	296	3	54	64	64	111
PCT7947	ED	894	128	-1	1	26	102	2	10	27	13	50
PCT7947	MV	894	327	-1	0	66	262	0	44	50	82	86
PCT7948	ED	900	165	0	0	33	132	2	14	29	12	75
PCT7948	MV	900	313	-2	0	50	265	0	43	52	39	131
PCT7949	ED	552	78	3	0	14	61	0	13	11	15	22
PCT7949	MV	552	224	0	0	39	185	0	31	33	47	74
PCT7951	ED	830	97	0	0	18	79	0	10	18	6	45
PCT7951	MV	830	341	0	0	44	297	1	49	44	75	128
PCT7952	ED	823	100	0	0	14	86	0	17	14	16	39
PCT7952	MV	823	288	-1	0	36	253	5	30	44	70	104
PCT7953	ED	795	103	-2	0	23	82	1	9	22	10	40
PCT7953	MV	795	294	0	1	47	246	2	53	45	46	100
PCT7955	ED	854	116	0	0	15	101	1	12	20	10	58
PCT7955	MV	854	320	0	0	58	262	2	48	42	54	116
PCT7956	ED	779	101	0	2	24	75	1	13	15	10	36
PCT7956	MV	779	247	3	0	33	211	3	40	42	45	81
PCT7957	ED	623	97	1	0	19	77	1	6	16	12	42
PCT7957	MV	623	217	0	0	33	184	2	26	28	19	109
PCT7958	MV	263	104	0	0	15	89	0	18	13	21	37
PCT7959	ED	695	110	0	0	33	77	2	2	27	5	41
PCT7959	MV	695	190	0	0	58	132	1	7	34	8	82
PCT9001	MV	257	101	2	0	12	87	0	7	17	16	47
PCT9101	ED	833	190	0	0	41	149	1	20	24	15	89
PCT9101	MV	833	323	0	2	49	272	4	50	56	37	125
PCT9102	ED	950	182	-1	0	44	139	1	23	25	17	73
PCT9102	MV	950	335	4	0	67	264	1	48	43	49	123
PCT9103	ED	924	174	0	0	33	141	2	16	18	20	85
PCT9103	MV	924	302	0	0	51	251	6	45	47	33	120
PCT9104	ED	937	176	0	0	49	127	2	17	29	16	63
PCT9104	MV	937	332	0	0	74	258	3	33	41	51	130
PCT9105	ED	888	191	1	0	53	137	1	16	32	13	75
PCT9105	MV	888	339	-1	1	67	272	2	47	51	42	130
PCT9106	ED	907	213	1	0	44	168	0	27	30	16	95
PCT9106	MV	907	334	4	0	70	260	1	46	45	19	149
PCT9107	ED	806	164	0	0	29	135	1	16	24	21	73
PCT9107	MV	806	246	1	0	49	196	1	36	31	32	96
PCT9108	ED	761	185	-1	0	41	145	5	18	29	13	80
PCT9108	MV	761	220	-1	0	50	171	0	16	24	39	92
PCT9109	ED	848	205	-1	0	52	154	2	23	22	15	92
PCT9109	MV	848	285	4	1	58	222	0	27	43	29	123
PCT9111	ED	756	150	0	2	31	117	1	13	28	8	67
PCT9111	MV	756	226	-1	1	50	176	0	32	30	21	93
PCT9112	ED	918	211	0	0	42	169	3	18	31	15	102
PCT9112	MV	918	295	0	1	75	219	1	25	43	33	117
PCT9113	ED	959	231	0	0	58	173	3	21	24	17	108
PCT9113	MV	959	351	1	0	87	263	0	46	33	33	151
PCT9114	ED	820	170	0	0	39	131	3	13	22	13	80
PCT9114	MV	820	273	1	2	56	214	2	22	44	38	108
PCT9115	ED	873	172	0	0	40	132	1	16	21	18	76
PCT9115	MV	873	287	2	1	69	215	1	26	35	24	129
PCT9116	ED	903	193	2	0	43	148	7	16	20	16	89
PCT9116	MV	903	314	4	0	84	226	4	32	43	22	125
PCT9117	ED	756	180	2	0	42	136	0	18	32	9	77
PCT9117	MV	756	285	1	1	50	233	1	36	40	40	116
PCT9118	ED	923	184	0	0	47	137	0	22	22	19	74
PCT9118	MV	923	268	0	0	49	219	2	30	36	53	98
PCT9119	ED	856	152	-2	0	43	111	2	11	25	8	65
PCT9119	MV	856	323	0	2	50	271	0	39	42	53	137
PCT9121	ED	890	188	0	0	46	142	2	29	24	17	70
PCT9121	MV	890	274	0	0	62	212	2	30	37	45	98
PCT9122	ED	913	131	0	0	35	96	0	11	16	15	54
PCT9122	MV	913	292	1	0	49	242	2	50	27	61	102
PCT9123	ED	829	175	0	0	38	137	1	22	25	14	75
PCT9123	MV	829	270	1	0	38	231	3	42	39	43	104
PCT9124	ED	832	150	0	0	33	117	0	18	18	14	67
PCT9124	MV	832	290	1	1	58	230	1	44	25	45	115
PCT9125	ED	822	159	1	0	28	130	1	12	17	18	82
PCT9125	MV	822	299	-3	1	60	241	1	25	37	49	129
PCT9126	ED	945	186	0	0	41	145	2	24	20	17	82
PCT9126	MV	945	350	0	1	68	281	2	58	34	54	133
PCT9127	ED	908	209	0	0	54	155	3	19	25	22	86
PCT9127	MV	908	315	-1	0	74	242	2	34	38	36	132
PCT9128	ED	805	188	0	0	46	142	3	16	27	20	76
PCT9128	MV	805	296	0	0	57	239	2	46	31	33	127
PCT9129	ED	713	173	0	0	38	135	1	15	27	15	77
PCT9129	MV	713	225	3	0	44	178	2	25	26	26	99
PCT9131	ED	740	151	0	0	30	121	3	12	16	13	77
PCT9131	MV	740	274	2	1	51	220	3	35	35	40	107
PCT9132	ED	827	167	0	0	50	117	3	9	21	12	72
PCT9132	MV	827	251	0	2	60	189	2	21	32	28	106
PCT9133	ED	1007	188	0	0	41	147	0	5	18	19	105
PCT9133	MV	1007	388	1	1	68	318	3	35	51	64	165
PCT9134	ED	893	132	0	0	33	99	3	11	8	8	69
PCT9134	MV	893	297	3	1	66	227	0	38	35	24	130
PCT9135	ED	778	149	0	0	36	113	1	22	25	11	54
PCT9135	MV	778	269	1	0	48	220	0	54	40	12	114
PCT9136	ED	894	191	0	0	41	150	3	13	14	18	102
PCT9136	MV	894	289	4	1	61	223	3	27	39	31	123
PCT9137	ED	946	201	0	0	43	158	2	33	25	16	82
PCT9137	MV	946	323	3	1	65	254	1	42	44	53	114
PCT9138	ED	892	155	-1	0	42	114	1	14	18	19	62
PCT9138	MV	892	323	-2	0	57	268	2	38	44	52	132
PCT9139	ED	912	163	-1	0	41	123	0	22	19	17	65
PCT9139	MV	912	356	1	1	55	299	1	67	38	67	126
PCT9141	ED	904	168	2	0	36	130	2	24	23	16	65
PCT9141	MV	904	328	-1	1	66	262	2	35	44	41	140
PCT9142	ED	921	219	1	0	33	185	6	15	33	20	111
PCT9142	MV	921	288	-1	0	52	237	0	26	40	48	123
PCT9143	ED	887	196	0	0	50	146	2	17	24	22	81
PCT9143	MV	887	315	3	0	67	245	1	45	45	39	115
PCT9144	ED	931	221	1	0	52	168	2	23	26	15	102
PCT9144	MV	931	322	-2	0	71	253	1	43	53	36	120
PCT9145	ED	837	197	0	0	52	145	1	18	31	16	79
PCT9145	MV	837	282	0	0	67	215	2	35	34	31	113
PCT9146	ED	866	206	0	0	42	164	1	13	31	17	102
PCT9146	MV	866	297	-1	0	87	211	0	31	36	28	116
PCT9147	ED	920	227	1	0	62	164	1	13	24	22	104
PCT9147	MV	920	318	-2	2	85	233	0	26	31	49	127
PCT9148	ED	946	226	0	0	47	179	5	12	26	16	120
PCT9148	MV	946	322	3	1	81	237	2	28	37	21	149
PCT9149	ED	884	196	0	0	55	141	1	16	19	8	97
PCT9149	MV	884	296	-1	1	69	227	3	27	44	25	128
PCT9151	ED	806	152	-1	1	33	119	0	13	15	3	88
PCT9151	MV	806	267	-1	0	70	198	1	26	37	13	121
PCT9152	ED	712	67	1	0	20	46	0	6	8	5	27
PCT9152	MV	712	138	1	0	25	112	0	19	27	4	62
PCT9201	ED	953	201	0	0	35	166	2	10	30	7	117
PCT9201	MV	953	229	2	2	45	180	0	25	36	10	109
PCT9202	ED	908	184	-1	2	51	132	0	16	24	7	85
PCT9202	MV	908	218	0	0	55	163	2	27	29	5	100
PCT9203	ED	968	145	0	1	38	106	3	31	21	4	47
PCT9203	MV	968	300	4	0	65	231	1	69	41	10	110
PCT9204	ED	809	147	0	0	42	105	1	30	22	3	49
PCT9204	MV	809	223	-3	0	45	181	0	62	44	7	68
PCT9205	ED	694	113	0	0	38	75	1	17	23	5	29
PCT9205	MV	694	201	2	1	56	142	1	30	24	6	81
PCT9206	ED	887	135	-1	0	35	101	0	32	26	4	39
PCT9206	MV	887	294	0	0	52	242	1	76	51	7	107
PCT9207	ED	913	148	0	0	34	114	0	38	13	9	54
PCT9207	MV	913	249	1	0	52	196	0	50	40	8	98
PCT9208	ED	936	147	0	0	39	108	1	23	21	6	57
PCT9208	MV	936	240	-1	0	52	189	0	48	42	12	87
PCT9209	ED	675	121	-1	0	32	90	0	21	19	4	46
PCT9209	MV	675	188	0	0	36	152	2	44	27	6	73
PCT9211	ED	834	130	0	0	31	99	2	23	15	4	55
PCT9211	MV	834	212	1	0	55	156	0	44	22	12	78
PCT9212	ED	764	121	0	0	32	89	0	11	24	1	53
PCT9212	MV	764	205	3	0	52	150	1	30	31	12	76
PCT9213	ED	890	140	0	0	25	115	0	13	36	7	59
PCT9213	MV	890	260	2	1	50	207	0	45	47	9	106
PCT9214	ED	581	92	0	0	29	63	1	13	16	3	30
PCT9214	MV	581	203	2	0	39	162	0	55	33	7	67
PCT9215	ED	626	130	0	0	39	91	1	25	17	6	42
PCT9215	MV	626	170	-1	0	40	131	2	37	16	11	65
PCT9216	ED	798	134	-1	0	34	101	3	17	21	4	56
PCT9216	MV	798	206	0	0	70	136	0	39	25	4	68
PCT9217	ED	684	123	0	1	31	91	1	21	17	2	50
PCT9217	MV	684	187	3	0	43	141	0	36	28	10	67
PCT9218	ED	797	119	0	0	29	90	0	20	15	3	52
PCT9218	MV	797	225	2	0	45	178	1	43	43	15	76
PCT9219	ED	733	146	0	0	33	113	5	20	20	5	63
PCT9219	MV	733	187	0	0	46	141	0	19	31	12	79
