area_id	subtotal_type	party	RSReg	RSCst	RSCnt	RSPnd	RSCha
PCT1109	MV	ALL			265		
PCT1109	MV	*					
PCT1111	TO	ALL	938		462		
PCT1111	TO	*					
PCT1111	ED	ALL			132		
PCT1111	ED	*					
PCT1111	MV	ALL			330		
PCT1111	MV	*					
PCT1112	TO	ALL	702		317		
PCT1112	TO	*					
PCT1112	ED	ALL			96		
PCT1112	ED	*					
PCT1112	MV	ALL			221		
PCT1112	MV	*					
PCT1113	TO	ALL	701		354		
PCT1113	TO	*					
PCT1113	ED	ALL			82		
PCT1113	ED	*					
PCT1113	MV	ALL			272		
PCT1113	MV	*					
PCT1114	TO	ALL	915		419		
PCT1114	TO	*					
PCT1114	ED	ALL			139		
PCT1114	ED	*					
PCT1114	MV	ALL			280		
PCT1114	MV	*					
PCT1115	TO	ALL	835		376		
PCT1115	TO	*					
PCT1115	ED	ALL			97		
PCT1115	ED	*					
PCT1115	MV	ALL			279		
PCT1115	MV	*					
PCT1116	TO	ALL	842		416		
PCT1116	TO	*					
PCT1116	ED	ALL			141		
PCT1116	ED	*					
PCT1116	MV	ALL			275		
PCT1116	MV	*					
PCT1117	TO	ALL	827		378		
PCT1117	TO	*					
PCT1117	ED	ALL			138		
PCT1117	ED	*					
PCT1117	MV	ALL			240		
PCT1117	MV	*					
PCT1118	TO	ALL	974		493		
PCT1118	TO	*					
PCT1118	ED	ALL			158		
PCT1118	ED	*					
PCT1118	MV	ALL			335		
PCT1118	MV	*					
PCT1119	TO	ALL	745		371		
PCT1119	TO	*					
PCT1119	ED	ALL			97		
PCT1119	ED	*					
PCT1119	MV	ALL			274		
PCT1119	MV	*					
PCT1121	TO	ALL	653		325		
PCT1121	TO	*					
PCT1121	ED	ALL			104		
PCT1121	ED	*					
PCT1121	MV	ALL			221		
PCT1121	MV	*					
PCT1122	TO	ALL	607		282		
PCT1122	TO	*					
PCT1122	ED	ALL			69		
PCT1122	ED	*					
PCT1122	MV	ALL			213		
PCT1122	MV	*					
PCT1123	TO	ALL	876		372		
PCT1123	TO	*					
PCT1123	ED	ALL			118		
PCT1123	ED	*					
PCT1123	MV	ALL			254		
PCT1123	MV	*					
PCT1124	TO	ALL	773		309		
PCT1124	TO	*					
PCT1124	ED	ALL			109		
PCT1124	ED	*					
PCT1124	MV	ALL			200		
PCT1124	MV	*					
PCT1125	TO	ALL	987		409		
PCT1125	TO	*					
PCT1125	ED	ALL			80		
PCT1125	ED	*					
PCT1125	MV	ALL			329		
PCT1125	MV	*					
PCT1126	TO	ALL	900		384		
PCT1126	TO	*					
PCT1126	ED	ALL			92		
PCT1126	ED	*					
PCT1126	MV	ALL			292		
PCT1126	MV	*					
PCT1127	TO	ALL	875		418		
PCT1127	TO	*					
PCT1127	ED	ALL			141		
PCT1127	ED	*					
PCT1127	MV	ALL			277		
PCT1127	MV	*					
PCT1128	TO	ALL	813		350		
PCT1128	TO	*					
PCT1128	ED	ALL			104		
PCT1128	ED	*					
PCT1128	MV	ALL			246		
PCT1128	MV	*					
PCT1129	TO	ALL	924		394		
PCT1129	TO	*					
PCT1129	ED	ALL			120		
PCT1129	ED	*					
PCT1129	MV	ALL			274		
PCT1129	MV	*					
PCT1131	TO	ALL	783		373		
PCT1131	TO	*					
PCT1131	ED	ALL			85		
PCT1131	ED	*					
PCT1131	MV	ALL			288		
PCT1131	MV	*					
PCT1132	TO	ALL	910		436		
PCT1132	TO	*					
PCT1132	ED	ALL			112		
PCT1132	ED	*					
PCT1132	MV	ALL			324		
PCT1132	MV	*					
PCT1133	TO	ALL	826		391		
PCT1133	TO	*					
PCT1133	ED	ALL			99		
PCT1133	ED	*					
PCT1133	MV	ALL			292		
PCT1133	MV	*					
PCT1134	TO	ALL	727		367		
PCT1134	TO	*					
PCT1134	ED	ALL			126		
PCT1134	ED	*					
PCT1134	MV	ALL			241		
PCT1134	MV	*					
PCT1135	TO	ALL	511		288		
PCT1135	TO	*					
PCT1135	ED	ALL			71		
PCT1135	ED	*					
PCT1135	MV	ALL			217		
PCT1135	MV	*					
PCT1136	TO	ALL	807		384		
PCT1136	TO	*					
PCT1136	ED	ALL			97		
PCT1136	ED	*					
PCT1136	MV	ALL			287		
PCT1136	MV	*					
PCT1141	TO	ALL	998		517		
PCT1141	TO	*					
PCT1141	ED	ALL			149		
PCT1141	ED	*					
PCT1141	MV	ALL			368		
PCT1141	MV	*					
PCT1142	TO	ALL	822		386		
PCT1142	TO	*					
PCT1142	ED	ALL			120		
PCT1142	ED	*					
PCT1142	MV	ALL			266		
PCT1142	MV	*					
PCT1143	TO	ALL	989		458		
PCT1143	TO	*					
PCT1143	ED	ALL			147		
PCT1143	ED	*					
PCT1143	MV	ALL			311		
PCT1143	MV	*					
PCT1144	TO	ALL	870		412		
PCT1144	TO	*					
PCT1144	ED	ALL			148		
PCT1144	ED	*					
PCT1144	MV	ALL			264		
PCT1144	MV	*					
PCT1145	TO	ALL	879		506		
PCT1145	TO	*					
PCT1145	ED	ALL			136		
PCT1145	ED	*					
PCT1145	MV	ALL			370		
PCT1145	MV	*					
PCT1146	TO	ALL	971		450		
PCT1146	TO	*					
PCT1146	ED	ALL			124		
PCT1146	ED	*					
PCT1146	MV	ALL			326		
PCT1146	MV	*					
PCT1147	TO	ALL	853		445		
PCT1147	TO	*					
PCT1147	ED	ALL			166		
PCT1147	ED	*					
PCT1147	MV	ALL			279		
PCT1147	MV	*					
PCT1148	TO	ALL	918		435		
PCT1148	TO	*					
PCT1148	ED	ALL			121		
PCT1148	ED	*					
PCT1148	MV	ALL			314		
PCT1148	MV	*					
PCT1149	TO	ALL	873		433		
PCT1149	TO	*					
PCT1149	ED	ALL			148		
PCT1149	ED	*					
PCT1149	MV	ALL			285		
PCT1149	MV	*					
PCT1151	TO	ALL	0		0		
PCT1151	TO	*					
PCT1151	ED	ALL			0		
PCT1151	ED	*					
PCT1151	MV	ALL			0		
PCT1151	MV	*					
PCT1152	TO	ALL	838		411		
PCT1152	TO	*					
PCT1152	ED	ALL			125		
PCT1152	ED	*					
PCT1152	MV	ALL			286		
PCT1152	MV	*					
PCT1153	TO	ALL	909		445		
PCT1153	TO	*					
PCT1153	ED	ALL			139		
PCT1153	ED	*					
PCT1153	MV	ALL			306		
PCT1153	MV	*					
PCT1154	TO	ALL	0		0		
PCT1154	TO	*					
PCT1154	ED	ALL			0		
PCT1154	ED	*					
PCT1154	MV	ALL			0		
PCT1154	MV	*					
PCT7001	TO	ALL	735		385		
PCT7001	TO	*					
PCT7001	ED	ALL			119		
PCT7001	ED	*					
PCT7001	MV	ALL			266		
PCT7001	MV	*					
PCT7002	TO	ALL	641		305		
PCT7002	TO	*					
PCT7002	ED	ALL			132		
PCT7002	ED	*					
PCT7002	MV	ALL			173		
PCT7002	MV	*					
PCT7003	TO	ALL	864		528		
PCT7003	TO	*					
PCT7003	ED	ALL			188		
PCT7003	ED	*					
PCT7003	MV	ALL			340		
PCT7003	MV	*					
PCT7004	TO	ALL	835		481		
PCT7004	TO	*					
PCT7004	ED	ALL			175		
PCT7004	ED	*					
PCT7004	MV	ALL			306		
PCT7004	MV	*					
PCT7005	TO	ALL	812		475		
PCT7005	TO	*					
PCT7005	ED	ALL			180		
PCT7005	ED	*					
PCT7005	MV	ALL			295		
PCT7005	MV	*					
PCT7006	TO	ALL	884		503		
PCT7006	TO	*					
PCT7006	ED	ALL			213		
PCT7006	ED	*					
PCT7006	MV	ALL			290		
PCT7006	MV	*					
PCT7007	TO	ALL	916		556		
PCT7007	TO	*					
PCT7007	ED	ALL			233		
PCT7007	ED	*					
PCT7007	MV	ALL			323		
PCT7007	MV	*					
PCT7008	TO	ALL	861		532		
PCT7008	TO	*					
PCT7008	ED	ALL			187		
PCT7008	ED	*					
PCT7008	MV	ALL			345		
PCT7008	MV	*					
PCT7009	TO	ALL	864		445		
PCT7009	TO	*					
PCT7009	ED	ALL			133		
PCT7009	ED	*					
PCT7009	MV	ALL			312		
PCT7009	MV	*					
PCT7011	TO	ALL	976		346		
PCT7011	TO	*					
PCT7011	ED	ALL			141		
PCT7011	ED	*					
PCT7011	MV	ALL			205		
PCT7011	MV	*					
PCT7012	TO	ALL	1061		607		
PCT7012	TO	*					
PCT7012	ED	ALL			224		
PCT7012	ED	*					
PCT7012	MV	ALL			383		
PCT7012	MV	*					
PCT7013	TO	ALL	805		383		
PCT7013	TO	*					
PCT7013	ED	ALL			132		
PCT7013	ED	*					
PCT7013	MV	ALL			251		
PCT7013	MV	*					
PCT7014	TO	ALL	1213		622		
PCT7014	TO	*					
PCT7014	ED	ALL			188		
PCT7014	ED	*					
PCT7014	MV	ALL			434		
PCT7014	MV	*					
PCT7015	TO	ALL	93		34		
PCT7015	TO	*					
PCT7015	ED	ALL			0		
PCT7015	ED	*					
PCT7015	MV	ALL			34		
PCT7015	MV	*					
PCT7016	TO	ALL	891		333		
PCT7016	TO	*					
PCT7016	ED	ALL			112		
PCT7016	ED	*					
PCT7016	MV	ALL			221		
PCT7016	MV	*					
PCT7017	TO	ALL	734		246		
PCT7017	TO	*					
PCT7017	ED	ALL			79		
PCT7017	ED	*					
PCT7017	MV	ALL			167		
PCT7017	MV	*					
PCT7018	TO	ALL	908		431		
PCT7018	TO	*					
PCT7018	ED	ALL			88		
PCT7018	ED	*					
PCT7018	MV	ALL			343		
PCT7018	MV	*					
PCT7019	TO	ALL	864		460		
PCT7019	TO	*					
PCT7019	ED	ALL			111		
PCT7019	ED	*					
PCT7019	MV	ALL			349		
PCT7019	MV	*					
PCT7021	TO	ALL	927		349		
PCT7021	TO	*					
PCT7021	ED	ALL			129		
PCT7021	ED	*					
PCT7021	MV	ALL			220		
PCT7021	MV	*					
PCT7022	TO	ALL	923		434		
PCT7022	TO	*					
PCT7022	ED	ALL			164		
PCT7022	ED	*					
PCT7022	MV	ALL			270		
PCT7022	MV	*					
PCT7023	TO	ALL	906		432		
PCT7023	TO	*					
PCT7023	ED	ALL			131		
PCT7023	ED	*					
PCT7023	MV	ALL			301		
PCT7023	MV	*					
PCT7024	TO	ALL	386		77		
PCT7024	TO	*					
PCT7024	ED	ALL			30		
PCT7024	ED	*					
PCT7024	MV	ALL			47		
PCT7024	MV	*					
PCT7025	TO	ALL	448		144		
PCT7025	TO	*					
PCT7025	ED	ALL			66		
PCT7025	ED	*					
PCT7025	MV	ALL			78		
PCT7025	MV	*					
PCT7026	TO	ALL	971		440		
PCT7026	TO	*					
PCT7026	ED	ALL			90		
PCT7026	ED	*					
PCT7026	MV	ALL			350		
PCT7026	MV	*					
PCT7027	TO	ALL	845		407		
PCT7027	TO	*					
PCT7027	ED	ALL			136		
PCT7027	ED	*					
PCT7027	MV	ALL			271		
PCT7027	MV	*					
PCT7028	TO	ALL	835		337		
PCT7028	TO	*					
PCT7028	ED	ALL			157		
PCT7028	ED	*					
PCT7028	MV	ALL			180		
PCT7028	MV	*					
PCT7029	TO	ALL	855		281		
PCT7029	TO	*					
PCT7029	ED	ALL			115		
PCT7029	ED	*					
PCT7029	MV	ALL			166		
PCT7029	MV	*					
PCT7030	TO	ALL	729		371		
PCT7030	TO	*					
PCT7030	ED	ALL			94		
PCT7030	ED	*					
PCT7030	MV	ALL			277		
PCT7030	MV	*					
PCT7031	TO	ALL	611		274		
PCT7031	TO	*					
PCT7031	ED	ALL			50		
PCT7031	ED	*					
PCT7031	MV	ALL			224		
PCT7031	MV	*					
PCT7032	TO	ALL	867		364		
PCT7032	TO	*					
PCT7032	ED	ALL			126		
PCT7032	ED	*					
PCT7032	MV	ALL			238		
PCT7032	MV	*					
PCT7033	TO	ALL	765		316		
PCT7033	TO	*					
PCT7033	ED	ALL			135		
PCT7033	ED	*					
PCT7033	MV	ALL			181		
PCT7033	MV	*					
PCT7034	TO	ALL	914		251		
PCT7034	TO	*					
PCT7034	ED	ALL			97		
PCT7034	ED	*					
PCT7034	MV	ALL			154		
PCT7034	MV	*					
PCT7035	TO	ALL	553		243		
PCT7035	TO	*					
PCT7035	ED	ALL			73		
PCT7035	ED	*					
PCT7035	MV	ALL			170		
PCT7035	MV	*					
PCT7036	TO	ALL	898		317		
PCT7036	TO	*					
PCT7036	ED	ALL			52		
PCT7036	ED	*					
PCT7036	MV	ALL			265		
PCT7036	MV	*					
PCT7037	TO	ALL	730		137		
PCT7037	TO	*					
PCT7037	ED	ALL			73		
PCT7037	ED	*					
PCT7037	MV	ALL			64		
PCT7037	MV	*					
PCT7038	TO	ALL	880		339		
PCT7038	TO	*					
PCT7038	ED	ALL			84		
PCT7038	ED	*					
PCT7038	MV	ALL			255		
PCT7038	MV	*					
PCT7039	TO	ALL	768		336		
PCT7039	TO	*					
PCT7039	ED	ALL			111		
PCT7039	ED	*					
PCT7039	MV	ALL			225		
PCT7039	MV	*					
PCT7041	TO	ALL	60		24		
PCT7041	TO	*					
PCT7041	ED	ALL			0		
PCT7041	ED	*					
PCT7041	MV	ALL			24		
PCT7041	MV	*					
PCT7042	TO	ALL	632		266		
PCT7042	TO	*					
PCT7042	ED	ALL			75		
PCT7042	ED	*					
PCT7042	MV	ALL			191		
PCT7042	MV	*					
PCT7043	TO	ALL	915		379		
PCT7043	TO	*					
PCT7043	ED	ALL			97		
PCT7043	ED	*					
PCT7043	MV	ALL			282		
PCT7043	MV	*					
PCT7044	TO	ALL	805		211		
PCT7044	TO	*					
PCT7044	ED	ALL			86		
PCT7044	ED	*					
PCT7044	MV	ALL			125		
PCT7044	MV	*					
PCT7045	TO	ALL	763		369		
PCT7045	TO	*					
PCT7045	ED	ALL			87		
PCT7045	ED	*					
PCT7045	MV	ALL			282		
PCT7045	MV	*					
PCT7046	TO	ALL	385		190		
PCT7046	TO	*					
PCT7046	ED	ALL			54		
PCT7046	ED	*					
PCT7046	MV	ALL			136		
PCT7046	MV	*					
PCT7047	TO	ALL	781		366		
PCT7047	TO	*					
PCT7047	ED	ALL			68		
PCT7047	ED	*					
PCT7047	MV	ALL			298		
PCT7047	MV	*					
PCT7048	TO	ALL	815		342		
PCT7048	TO	*					
PCT7048	ED	ALL			94		
PCT7048	ED	*					
PCT7048	MV	ALL			248		
PCT7048	MV	*					
PCT7049	TO	ALL	751		349		
PCT7049	TO	*					
PCT7049	ED	ALL			108		
PCT7049	ED	*					
PCT7049	MV	ALL			241		
PCT7049	MV	*					
PCT7051	TO	ALL	839		372		
PCT7051	TO	*					
PCT7051	ED	ALL			70		
PCT7051	ED	*					
PCT7051	MV	ALL			302		
PCT7051	MV	*					
PCT7052	TO	ALL	806		398		
PCT7052	TO	*					
PCT7052	ED	ALL			120		
PCT7052	ED	*					
PCT7052	MV	ALL			278		
PCT7052	MV	*					
PCT7053	TO	ALL	548		249		
PCT7053	TO	*					
PCT7053	ED	ALL			44		
PCT7053	ED	*					
PCT7053	MV	ALL			205		
PCT7053	MV	*					
PCT7054	TO	ALL	1024		416		
PCT7054	TO	*					
PCT7054	ED	ALL			141		
PCT7054	ED	*					
PCT7054	MV	ALL			275		
PCT7054	MV	*					
PCT7055	TO	ALL	699		339		
PCT7055	TO	*					
PCT7055	ED	ALL			83		
PCT7055	ED	*					
PCT7055	MV	ALL			256		
PCT7055	MV	*					
PCT7101	TO	ALL	141		85		
PCT7101	TO	*					
PCT7101	ED	ALL			2		
PCT7101	ED	*					
PCT7101	MV	ALL			83		
PCT7101	MV	*					
PCT7201	TO	ALL	900		480		
PCT7201	TO	*					
PCT7201	ED	ALL			147		
PCT7201	ED	*					
PCT7201	MV	ALL			333		
PCT7201	MV	*					
PCT7202	TO	ALL	830		409		
PCT7202	TO	*					
PCT7202	ED	ALL			138		
PCT7202	ED	*					
PCT7202	MV	ALL			271		
PCT7202	MV	*					
PCT7203	TO	ALL	867		417		
PCT7203	TO	*					
PCT7203	ED	ALL			174		
PCT7203	ED	*					
PCT7203	MV	ALL			243		
PCT7203	MV	*					
PCT7204	TO	ALL	888		497		
PCT7204	TO	*					
PCT7204	ED	ALL			157		
PCT7204	ED	*					
PCT7204	MV	ALL			340		
PCT7204	MV	*					
PCT7205	TO	ALL	847		492		
PCT7205	TO	*					
PCT7205	ED	ALL			183		
PCT7205	ED	*					
PCT7205	MV	ALL			309		
PCT7205	MV	*					
PCT7206	TO	ALL	375		212		
PCT7206	TO	*					
PCT7206	ED	ALL			88		
PCT7206	ED	*					
PCT7206	MV	ALL			124		
PCT7206	MV	*					
PCT7207	TO	ALL	744		350		
PCT7207	TO	*					
PCT7207	ED	ALL			119		
PCT7207	ED	*					
PCT7207	MV	ALL			231		
PCT7207	MV	*					
PCT7208	TO	ALL	567		282		
PCT7208	TO	*					
PCT7208	ED	ALL			76		
PCT7208	ED	*					
PCT7208	MV	ALL			206		
PCT7208	MV	*					
PCT7209	TO	ALL	586		395		
PCT7209	TO	*					
PCT7209	ED	ALL			69		
PCT7209	ED	*					
PCT7209	MV	ALL			326		
PCT7209	MV	*					
PCT7301	TO	ALL	1002		449		
PCT7301	TO	*					
PCT7301	ED	ALL			150		
PCT7301	ED	*					
PCT7301	MV	ALL			299		
PCT7301	MV	*					
PCT7302	TO	ALL	806		473		
PCT7302	TO	*					
PCT7302	ED	ALL			121		
PCT7302	ED	*					
PCT7302	MV	ALL			352		
PCT7302	MV	*					
PCT7303	TO	ALL	986		485		
PCT7303	TO	*					
PCT7303	ED	ALL			167		
PCT7303	ED	*					
PCT7303	MV	ALL			318		
PCT7303	MV	*					
PCT7304	TO	ALL	972		533		
PCT7304	TO	*					
PCT7304	ED	ALL			203		
PCT7304	ED	*					
PCT7304	MV	ALL			330		
PCT7304	MV	*					
PCT7305	TO	ALL	851		477		
PCT7305	TO	*					
PCT7305	ED	ALL			171		
PCT7305	ED	*					
PCT7305	MV	ALL			306		
PCT7305	MV	*					
PCT7306	TO	ALL	1014		481		
PCT7306	TO	*					
PCT7306	ED	ALL			179		
PCT7306	ED	*					
PCT7306	MV	ALL			302		
PCT7306	MV	*					
PCT7307	TO	ALL	726		369		
PCT7307	TO	*					
PCT7307	ED	ALL			143		
PCT7307	ED	*					
PCT7307	MV	ALL			226		
PCT7307	MV	*					
PCT7308	TO	ALL	598		337		
PCT7308	TO	*					
PCT7308	ED	ALL			133		
PCT7308	ED	*					
PCT7308	MV	ALL			204		
PCT7308	MV	*					
PCT7309	TO	ALL	826		369		
PCT7309	TO	*					
PCT7309	ED	ALL			160		
PCT7309	ED	*					
PCT7309	MV	ALL			209		
PCT7309	MV	*					
PCT7311	TO	ALL	901		441		
PCT7311	TO	*					
PCT7311	ED	ALL			175		
PCT7311	ED	*					
PCT7311	MV	ALL			266		
PCT7311	MV	*					
PCT7312	TO	ALL	810		460		
PCT7312	TO	*					
PCT7312	ED	ALL			128		
PCT7312	ED	*					
PCT7312	MV	ALL			332		
PCT7312	MV	*					
PCT7313	TO	ALL	925		450		
PCT7313	TO	*					
PCT7313	ED	ALL			135		
PCT7313	ED	*					
PCT7313	MV	ALL			315		
PCT7313	MV	*					
PCT7314	TO	ALL	760		305		
PCT7314	TO	*					
PCT7314	ED	ALL			92		
PCT7314	ED	*					
PCT7314	MV	ALL			213		
PCT7314	MV	*					
PCT7315	TO	ALL	725		297		
PCT7315	TO	*					
PCT7315	ED	ALL			119		
PCT7315	ED	*					
PCT7315	MV	ALL			178		
PCT7315	MV	*					
PCT7316	TO	ALL	824		388		
PCT7316	TO	*					
PCT7316	ED	ALL			122		
PCT7316	ED	*					
PCT7316	MV	ALL			266		
PCT7316	MV	*					
PCT7317	TO	ALL	886		457		
PCT7317	TO	*					
PCT7317	ED	ALL			117		
PCT7317	ED	*					
PCT7317	MV	ALL			340		
PCT7317	MV	*					
PCT7318	TO	ALL	709		366		
PCT7318	TO	*					
PCT7318	ED	ALL			123		
PCT7318	ED	*					
PCT7318	MV	ALL			243		
PCT7318	MV	*					
PCT7319	TO	ALL	1035		478		
PCT7319	TO	*					
PCT7319	ED	ALL			182		
PCT7319	ED	*					
PCT7319	MV	ALL			296		
PCT7319	MV	*					
PCT7321	TO	ALL	644		311		
PCT7321	TO	*					
PCT7321	ED	ALL			100		
PCT7321	ED	*					
PCT7321	MV	ALL			211		
PCT7321	MV	*					
PCT7322	TO	ALL	859		364		
PCT7322	TO	*					
PCT7322	ED	ALL			60		
PCT7322	ED	*					
PCT7322	MV	ALL			304		
PCT7322	MV	*					
PCT7323	TO	ALL	881		419		
PCT7323	TO	*					
PCT7323	ED	ALL			146		
PCT7323	ED	*					
PCT7323	MV	ALL			273		
PCT7323	MV	*					
PCT7324	TO	ALL	687		323		
PCT7324	TO	*					
PCT7324	ED	ALL			125		
PCT7324	ED	*					
PCT7324	MV	ALL			198		
PCT7324	MV	*					
PCT7325	TO	ALL	870		426		
PCT7325	TO	*					
PCT7325	ED	ALL			150		
PCT7325	ED	*					
PCT7325	MV	ALL			276		
PCT7325	MV	*					
PCT7326	TO	ALL	853		406		
PCT7326	TO	*					
PCT7326	ED	ALL			150		
PCT7326	ED	*					
PCT7326	MV	ALL			256		
PCT7326	MV	*					
PCT7327	TO	ALL	684		339		
PCT7327	TO	*					
PCT7327	ED	ALL			62		
PCT7327	ED	*					
PCT7327	MV	ALL			277		
PCT7327	MV	*					
PCT7328	TO	ALL	950		461		
PCT7328	TO	*					
PCT7328	ED	ALL			70		
PCT7328	ED	*					
PCT7328	MV	ALL			391		
PCT7328	MV	*					
PCT7329	TO	ALL	610		276		
PCT7329	TO	*					
PCT7329	ED	ALL			71		
PCT7329	ED	*					
PCT7329	MV	ALL			205		
PCT7329	MV	*					
PCT7331	TO	ALL	860		487		
PCT7331	TO	*					
PCT7331	ED	ALL			130		
PCT7331	ED	*					
PCT7331	MV	ALL			357		
PCT7331	MV	*					
PCT7332	TO	ALL	799		363		
PCT7332	TO	*					
PCT7332	ED	ALL			154		
PCT7332	ED	*					
PCT7332	MV	ALL			209		
PCT7332	MV	*					
PCT7333	TO	ALL	974		497		
PCT7333	TO	*					
PCT7333	ED	ALL			174		
PCT7333	ED	*					
PCT7333	MV	ALL			323		
PCT7333	MV	*					
PCT7334	TO	ALL	854		388		
PCT7334	TO	*					
PCT7334	ED	ALL			113		
PCT7334	ED	*					
PCT7334	MV	ALL			275		
PCT7334	MV	*					
PCT7335	TO	ALL	936		498		
PCT7335	TO	*					
PCT7335	ED	ALL			144		
PCT7335	ED	*					
PCT7335	MV	ALL			354		
PCT7335	MV	*					
PCT7336	TO	ALL	920		479		
PCT7336	TO	*					
PCT7336	ED	ALL			155		
PCT7336	ED	*					
PCT7336	MV	ALL			324		
PCT7336	MV	*					
PCT7337	TO	ALL	825		420		
PCT7337	TO	*					
PCT7337	ED	ALL			115		
PCT7337	ED	*					
PCT7337	MV	ALL			305		
PCT7337	MV	*					
PCT7338	TO	ALL	884		464		
PCT7338	TO	*					
PCT7338	ED	ALL			100		
PCT7338	ED	*					
PCT7338	MV	ALL			364		
PCT7338	MV	*					
PCT7339	TO	ALL	618		292		
PCT7339	TO	*					
PCT7339	ED	ALL			111		
PCT7339	ED	*					
PCT7339	MV	ALL			181		
PCT7339	MV	*					
PCT7341	TO	ALL	877		370		
PCT7341	TO	*					
PCT7341	ED	ALL			124		
PCT7341	ED	*					
PCT7341	MV	ALL			246		
PCT7341	MV	*					
PCT7342	TO	ALL	911		485		
PCT7342	TO	*					
PCT7342	ED	ALL			234		
PCT7342	ED	*					
PCT7342	MV	ALL			251		
PCT7342	MV	*					
PCT7343	TO	ALL	707		330		
PCT7343	TO	*					
PCT7343	ED	ALL			144		
PCT7343	ED	*					
PCT7343	MV	ALL			186		
PCT7343	MV	*					
PCT7344	TO	ALL	1039		513		
PCT7344	TO	*					
PCT7344	ED	ALL			179		
PCT7344	ED	*					
PCT7344	MV	ALL			334		
PCT7344	MV	*					
PCT7345	TO	ALL	1077		466		
PCT7345	TO	*					
PCT7345	ED	ALL			183		
PCT7345	ED	*					
PCT7345	MV	ALL			283		
PCT7345	MV	*					
PCT7346	TO	ALL	877		389		
PCT7346	TO	*					
PCT7346	ED	ALL			168		
PCT7346	ED	*					
PCT7346	MV	ALL			221		
PCT7346	MV	*					
PCT7347	TO	ALL	968		416		
PCT7347	TO	*					
PCT7347	ED	ALL			137		
PCT7347	ED	*					
PCT7347	MV	ALL			279		
PCT7347	MV	*					
PCT7348	TO	ALL	832		341		
PCT7348	TO	*					
PCT7348	ED	ALL			139		
PCT7348	ED	*					
PCT7348	MV	ALL			202		
PCT7348	MV	*					
PCT7349	TO	ALL	921		429		
PCT7349	TO	*					
PCT7349	ED	ALL			147		
PCT7349	ED	*					
PCT7349	MV	ALL			282		
PCT7349	MV	*					
PCT7501	TO	ALL	554		286		
PCT7501	TO	*					
PCT7501	ED	ALL			118		
PCT7501	ED	*					
PCT7501	MV	ALL			168		
PCT7501	MV	*					
PCT7502	TO	ALL	741		462		
PCT7502	TO	*					
PCT7502	ED	ALL			113		
PCT7502	ED	*					
PCT7502	MV	ALL			349		
PCT7502	MV	*					
PCT7503	TO	ALL	727		358		
PCT7503	TO	*					
PCT7503	ED	ALL			132		
PCT7503	ED	*					
PCT7503	MV	ALL			226		
PCT7503	MV	*					
PCT7504	TO	ALL	484		234		
PCT7504	TO	*					
PCT7504	ED	ALL			76		
PCT7504	ED	*					
PCT7504	MV	ALL			158		
PCT7504	MV	*					
PCT7505	TO	ALL	871		548		
PCT7505	TO	*					
PCT7505	ED	ALL			131		
PCT7505	ED	*					
PCT7505	MV	ALL			417		
PCT7505	MV	*					
PCT7506	TO	ALL	920		385		
PCT7506	TO	*					
PCT7506	ED	ALL			133		
PCT7506	ED	*					
PCT7506	MV	ALL			252		
PCT7506	MV	*					
PCT7507	TO	ALL	919		413		
PCT7507	TO	*					
PCT7507	ED	ALL			158		
PCT7507	ED	*					
