area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	052:JOSH JONES	053:J. BRIBIESCA	054:GLORIA ESTELA LA RIVA	055:PETER Y LIU	056:ANTONIO VILLARAIGOSA	057:YVONNE GIRARD	058:ROBERT DAVIDSON GRIFFIS	059:SHUBHAM GOEL	060:TRAVIS ALLEN	061:AKINYEMI AGBEDE	062:JOHNNY WATTENBURG	063:NICKOLAS WILDSTAR	064:DESMOND SILVEIRA	065:MICHAEL SHELLENBERGER	066:ZOLTAN ISTVAN	067:CHRISTOPHER N. CARLSON	068:THOMAS JEFFERSON CARES	069:JOHN CHIANG	070:JOHN H. COX	071:AMANDA RENTERIA	072:DELAINE EASTIN	073:JEFFREY EDWARD TAYLOR	074:KLEMENT TINAJ	075:HAKAN ''HAWK'' MIKADO	076:ALBERT CAESAR MEZZETTI	077:GAVIN NEWSOM	078:ROBERT C. NEWMAN, II	189:K. PEARCE	190:VERONIKA FIMBRES	191:ARMANDO M. ARREOLA	192:ARMAN SOLTANI	193:PETER CRAWFORD VALENTINO
PCT7345	MV	1077	283	0	2	2	279	0	1	0	0	0	32	0	0	0	3	0	0	0	0	1	1	0	0	20	17	4	29	0	0	0	0	171	0	0	0	0	0	0
PCT7346	ED	877	168	0	0	2	166	2	0	0	0	0	10	0	2	0	1	0	0	0	0	0	0	0	0	10	8	5	31	0	1	0	0	96	0	0	0	0	0	0
PCT7346	MV	877	221	0	4	1	216	0	1	0	2	0	18	0	0	0	6	1	0	0	1	1	0	0	2	22	6	5	22	0	0	0	1	127	1	0	0	0	0	0
PCT7347	ED	968	137	0	0	3	134	0	1	0	1	0	11	0	1	0	2	0	0	0	0	0	0	0	0	10	5	3	23	1	0	0	0	76	0	0	0	0	0	0
PCT7347	MV	968	279	0	5	4	270	0	1	0	0	0	26	0	0	0	4	0	0	0	0	2	0	0	0	21	11	6	40	0	0	0	1	156	2	0	0	0	0	0
PCT7348	ED	832	139	0	0	1	138	1	0	0	0	0	14	0	0	0	4	1	0	0	0	0	0	0	1	13	9	0	18	0	0	0	1	75	1	0	0	0	0	0
PCT7348	MV	832	202	0	5	1	196	0	0	2	1	0	25	0	0	0	4	0	0	2	0	0	0	0	1	14	13	2	18	0	0	0	0	114	0	0	0	0	0	0
PCT7349	ED	921	147	0	1	5	141	0	2	1	2	0	15	0	0	0	2	0	0	0	0	1	2	0	1	11	10	2	21	2	2	0	0	67	0	0	0	0	0	0
PCT7349	MV	921	282	0	6	6	270	0	1	0	1	0	24	0	0	0	6	0	0	0	0	0	2	0	0	30	26	8	24	0	0	0	0	145	3	0	0	0	0	0
PCT7501	ED	554	118	0	0	2	116	0	1	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0	2	5	8	3	11	0	0	0	0	74	0	0	0	0	0	0
PCT7501	MV	554	168	0	0	4	164	0	0	0	1	0	20	0	0	0	4	0	0	0	0	0	1	0	0	8	14	1	5	0	0	0	1	109	0	0	0	0	0	0
PCT7502	ED	741	113	0	3	1	109	0	0	0	0	1	13	0	0	0	0	0	0	0	0	1	0	0	0	10	5	4	13	0	1	1	0	59	1	0	0	0	0	0
PCT7502	MV	741	349	0	7	12	330	0	2	2	0	0	32	3	0	0	5	0	0	0	0	0	0	1	1	43	30	8	29	0	0	0	0	172	2	0	0	0	0	0
PCT7503	ED	727	132	0	2	7	123	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	6	5	3	12	0	0	1	0	79	1	0	0	0	0	0
PCT7503	MV	727	226	0	8	4	214	0	0	1	1	0	16	0	0	0	3	0	0	0	0	3	0	0	0	17	15	3	15	0	0	0	0	140	0	0	0	0	0	0
PCT7504	ED	484	76	0	2	3	71	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	8	5	1	3	0	0	0	1	46	0	0	0	0	0	0
PCT7504	MV	484	158	0	12	4	142	0	0	0	0	1	10	0	0	0	1	0	0	0	0	0	1	0	0	19	7	0	9	0	1	1	0	92	0	0	0	0	0	0
PCT7505	ED	871	131	0	1	3	127	0	1	0	0	0	10	1	0	0	1	0	0	0	0	0	1	0	0	9	11	2	7	0	0	1	0	83	0	0	0	0	0	0
PCT7505	MV	871	417	0	20	11	386	0	1	0	0	0	39	0	0	0	6	0	0	0	0	0	1	0	1	35	34	2	18	0	0	0	1	248	0	0	0	0	0	0
PCT7506	ED	920	133	0	0	3	130	0	0	0	1	0	11	0	1	0	2	0	0	0	0	1	0	0	2	3	4	1	19	1	0	0	0	83	1	0	0	0	0	0
PCT7506	MV	920	252	0	9	7	236	0	1	0	0	0	18	0	1	0	2	0	0	0	0	0	0	0	2	21	13	9	19	1	1	1	0	147	0	0	0	0	0	0
PCT7507	ED	919	158	0	2	4	152	0	1	0	0	0	13	0	1	0	1	2	0	1	0	0	2	1	0	18	2	1	14	1	0	0	0	94	0	0	0	0	0	0
PCT7507	MV	919	255	0	13	4	238	0	0	1	3	1	19	0	0	0	6	0	0	0	0	0	0	0	0	39	7	3	18	0	1	0	0	138	2	0	0	0	0	0
PCT7508	ED	702	106	0	0	3	103	0	1	0	0	2	9	0	1	0	3	0	0	0	0	0	0	1	0	6	8	1	10	1	1	0	0	58	1	0	0	0	0	0
PCT7508	MV	702	340	0	9	5	326	0	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	38	23	2	29	0	0	1	0	197	1	0	0	0	0	0
PCT7509	ED	909	171	0	0	2	169	0	2	0	0	0	16	0	0	0	1	0	0	0	0	2	1	0	0	10	13	3	12	0	0	0	1	108	0	0	0	0	0	0
PCT7509	MV	909	319	0	12	3	304	0	0	0	0	0	25	0	0	0	4	1	0	0	0	2	1	1	1	33	11	2	32	1	0	0	0	188	2	0	0	0	0	0
PCT7512	ED	604	96	0	5	2	89	0	1	0	0	0	6	0	0	0	3	0	0	0	0	2	0	0	2	5	9	1	7	0	0	0	0	53	0	0	0	0	0	0
PCT7512	MV	604	196	0	12	5	179	0	0	0	1	3	7	0	0	0	2	0	0	0	0	0	0	0	0	10	27	1	21	0	0	0	0	106	1	0	0	0	0	0
PCT7513	ED	790	142	0	8	8	126	0	0	0	0	2	9	0	1	0	0	0	0	0	0	1	0	0	1	6	4	5	18	0	1	0	0	78	0	0	0	0	0	0
PCT7513	MV	790	208	0	13	9	186	0	0	0	1	0	13	0	1	0	10	0	0	1	0	1	0	0	1	26	12	0	15	0	0	0	0	101	4	0	0	0	0	0
PCT7514	ED	863	95	0	4	5	86	0	0	1	0	0	9	0	0	0	1	1	0	0	0	0	0	0	3	7	4	1	2	0	0	0	0	57	0	0	0	0	0	0
PCT7514	MV	863	235	0	18	12	205	0	0	0	0	1	17	0	0	0	3	1	0	0	1	0	0	0	0	33	8	1	7	3	1	0	0	125	4	0	0	0	0	0
PCT7515	ED	845	150	0	3	3	144	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	8	3	1	15	0	0	0	1	110	0	0	0	0	0	0
PCT7515	MV	845	289	0	11	9	269	0	0	0	1	0	27	0	0	0	6	0	0	0	0	2	0	0	2	30	6	3	23	0	1	1	0	166	1	0	0	0	0	0
PCT7516	ED	886	145	0	2	7	136	0	0	0	0	0	11	0	0	0	1	0	0	0	0	1	3	0	2	7	10	3	15	0	0	0	0	82	1	0	0	0	0	0
PCT7516	MV	886	378	0	7	8	363	0	0	1	0	2	21	0	0	0	8	0	1	2	0	1	4	0	1	32	24	7	39	0	0	1	0	219	0	0	0	0	0	0
PCT7517	ED	863	228	0	0	6	222	1	1	0	2	0	20	0	0	0	1	0	0	0	0	1	0	0	1	13	2	4	40	0	0	0	0	135	1	0	0	0	0	0
PCT7517	MV	863	251	0	5	6	240	0	1	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	1	12	4	3	34	0	0	0	0	158	0	0	0	0	0	0
PCT7518	ED	939	235	0	0	4	231	0	2	1	1	0	23	0	0	0	0	0	0	0	0	2	1	0	0	17	1	2	51	0	0	0	0	129	1	0	0	0	0	0
PCT7518	MV	939	298	0	2	2	294	1	0	0	1	0	25	0	0	0	2	0	0	0	0	1	1	0	0	21	9	2	52	0	0	0	0	178	1	0	0	0	0	0
PCT7519	ED	726	179	0	0	1	178	0	0	0	0	0	10	0	0	1	2	1	0	1	0	0	0	0	0	14	3	2	53	0	0	0	0	91	0	0	0	0	0	0
PCT7519	MV	726	185	0	2	8	175	0	1	0	0	0	14	0	1	1	0	0	0	0	0	2	1	0	1	7	5	3	30	0	0	0	0	109	0	0	0	0	0	0
PCT7521	ED	802	211	0	1	7	203	0	1	0	1	0	21	0	0	0	2	1	0	0	0	0	0	0	1	7	5	6	35	0	0	0	0	123	0	0	0	0	0	0
PCT7521	MV	802	215	0	3	7	205	0	1	0	1	0	19	0	0	0	2	0	0	0	0	0	0	1	0	18	0	5	39	0	0	0	0	119	0	0	0	0	0	0
PCT7522	ED	743	175	0	1	2	172	1	0	0	0	0	11	0	0	0	1	0	0	0	0	1	1	0	0	5	5	5	38	0	1	0	0	103	0	0	0	0	0	0
PCT7522	MV	743	240	0	2	4	234	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	11	3	6	48	0	0	0	0	142	0	0	0	0	0	0
PCT7523	ED	737	208	0	1	9	198	0	2	0	1	1	14	0	1	0	0	0	0	0	0	0	1	2	0	9	5	0	58	0	1	0	2	100	1	0	0	0	0	0
PCT7523	MV	737	223	0	0	6	217	0	2	0	1	0	18	0	0	0	0	0	0	0	0	0	0	1	0	12	10	2	24	0	0	0	0	147	0	0	0	0	0	0
PCT7524	ED	646	143	0	2	6	135	0	0	1	1	0	13	0	0	0	1	1	0	0	0	1	1	1	1	14	1	0	18	0	0	0	0	81	0	0	0	0	0	0
PCT7524	MV	646	165	0	4	2	159	0	2	1	3	0	19	0	0	0	0	0	0	0	0	1	1	0	0	12	3	5	17	0	0	0	0	95	0	0	0	0	0	0
PCT7525	ED	779	145	0	2	2	141	0	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	17	0	2	0	0	100	0	0	0	0	0	0
PCT7525	MV	779	214	0	4	6	204	0	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	2	2	7	3	3	23	0	0	0	0	135	1	0	0	0	0	0
PCT7526	ED	947	197	0	2	4	191	0	1	0	0	0	16	0	0	0	3	0	0	0	0	1	0	0	1	12	0	2	32	0	0	0	0	122	1	0	0	0	0	0
PCT7526	MV	947	313	0	0	5	308	1	3	0	3	0	29	1	0	0	1	0	0	0	0	0	0	2	1	16	12	7	31	0	0	0	0	201	0	0	0	0	0	0
PCT7527	ED	729	162	0	4	5	153	0	2	0	0	0	14	0	1	0	3	0	0	0	0	4	0	0	0	14	5	4	28	0	1	0	0	74	3	0	0	0	0	0
PCT7527	MV	729	237	0	10	5	222	0	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	0	17	10	4	26	1	0	0	0	130	3	0	0	0	0	0
PCT7529	ED	925	214	0	2	3	209	1	0	0	0	0	20	0	0	0	0	1	0	0	1	3	0	0	2	11	4	4	56	0	0	0	0	106	0	0	0	0	0	0
PCT7529	MV	925	300	0	4	3	293	0	0	0	1	0	20	0	1	0	2	0	0	0	0	1	1	2	0	15	5	5	60	0	0	0	1	178	1	0	0	0	0	0
PCT7531	ED	847	179	0	3	5	171	0	5	2	0	0	15	0	0	0	1	0	0	0	0	1	1	1	1	12	2	1	29	0	0	0	1	99	0	0	0	0	0	0
PCT7531	MV	847	263	0	3	2	258	0	1	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	1	28	4	7	45	0	0	0	0	151	0	0	0	0	0	0
PCT7532	ED	823	172	0	4	1	167	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	1	0	10	11	0	20	0	0	0	0	112	2	0	0	0	0	0
PCT7532	MV	823	226	0	2	7	217	0	0	2	0	0	24	0	0	0	7	1	0	0	1	1	1	0	0	21	8	2	22	0	0	1	0	126	0	0	0	0	0	0
PCT7533	ED	951	268	0	2	4	262	1	3	1	3	0	23	0	0	0	0	0	0	0	0	0	1	2	1	11	6	4	59	0	1	0	1	144	1	0	0	0	0	0
PCT7533	MV	951	297	0	6	9	282	1	1	0	2	2	34	1	0	0	0	0	0	0	0	4	0	2	3	11	10	4	58	0	1	0	0	148	0	0	0	0	0	0
PCT7534	ED	883	241	0	1	6	234	0	2	0	3	0	23	0	0	0	1	0	0	0	0	0	1	0	2	9	1	4	52	0	0	0	2	134	0	0	0	0	0	0
PCT7534	MV	883	240	0	0	3	237	0	0	0	0	0	20	0	0	0	5	0	0	0	0	1	2	0	0	8	7	5	44	0	0	0	0	145	0	0	0	0	0	0
PCT7535	ED	743	201	0	0	3	198	0	0	0	0	0	25	0	0	0	0	0	0	1	1	1	1	0	0	6	4	1	40	0	0	1	0	117	0	0	0	0	0	0
PCT7535	MV	743	251	0	3	3	245	0	3	0	0	1	25	1	0	0	0	0	0	0	0	0	2	3	0	15	5	3	45	0	0	0	0	142	0	0	0	0	0	0
PCT7536	ED	856	206	0	0	4	202	0	3	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	7	6	3	40	0	0	0	0	125	0	0	0	0	0	0
PCT7536	MV	856	279	0	3	4	272	0	0	0	0	0	28	0	0	0	3	0	0	0	0	1	1	0	0	11	2	4	50	0	0	0	0	172	0	0	0	0	0	0
PCT7537	ED	734	187	0	0	7	180	0	3	1	1	0	15	0	0	0	3	1	0	1	0	0	0	0	0	3	2	2	32	0	1	0	2	111	2	0	0	0	0	0
PCT7537	MV	734	225	0	1	4	220	0	0	1	1	0	9	0	0	0	2	0	0	0	0	1	0	1	0	10	2	3	40	0	0	0	0	150	0	0	0	0	0	0
PCT7538	ED	757	223	0	0	7	216	0	0	0	0	0	23	0	0	0	0	1	0	1	0	1	0	0	0	6	3	0	57	0	0	0	1	122	1	0	0	0	0	0
PCT7538	MV	757	256	0	2	2	252	0	0	0	0	1	26	0	0	0	0	0	0	1	0	0	0	0	1	15	3	3	34	0	0	0	0	168	0	0	0	0	0	0
PCT7539	ED	884	250	0	2	10	238	0	1	0	2	1	20	0	0	0	1	0	0	1	0	0	0	1	0	14	4	1	63	0	0	0	0	128	1	0	0	0	0	0
PCT7539	MV	884	286	0	3	4	279	1	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	11	4	4	60	0	0	0	1	177	1	0	0	0	0	0
PCT7541	ED	791	215	0	0	11	204	1	0	2	1	0	15	0	1	0	1	2	0	0	0	1	0	0	0	11	3	0	35	0	2	0	1	128	0	0	0	0	0	0
PCT7541	MV	791	245	0	1	2	242	3	0	0	0	0	31	0	0	0	3	0	0	0	1	2	0	2	0	17	0	1	41	0	0	0	0	141	0	0	0	0	0	0
PCT7542	ED	787	183	0	1	4	178	0	2	0	0	0	20	0	0	0	0	0	0	0	0	0	1	2	1	9	0	3	31	0	0	0	0	109	0	0	0	0	0	0
PCT7542	MV	787	247	0	2	5	240	0	0	0	3	0	16	0	0	0	1	0	0	1	0	3	1	1	0	8	4	0	66	0	0	0	0	136	0	0	0	0	0	0
PCT7543	ED	910	187	0	5	7	175	1	0	0	0	0	19	0	1	0	1	0	0	0	0	0	0	0	1	5	3	4	33	0	0	0	0	107	0	0	0	0	0	0
PCT7543	MV	910	332	0	4	1	327	0	0	0	0	0	40	0	0	0	0	0	0	1	0	0	0	0	4	18	8	3	52	0	0	0	0	201	0	0	0	0	0	0
PCT7544	ED	877	186	0	0	1	185	0	1	0	0	0	22	0	0	0	0	0	0	0	0	1	2	0	0	10	8	2	38	1	0	0	1	99	0	0	0	0	0	0
PCT7544	MV	877	331	0	4	6	321	1	0	0	0	0	39	0	0	0	4	0	0	0	0	0	2	1	0	13	4	2	55	0	0	1	0	199	0	0	0	0	0	0
PCT7545	ED	877	179	0	0	3	176	0	1	0	1	0	12	0	0	0	2	0	0	1	0	2	0	0	0	11	3	5	26	0	0	0	0	112	0	0	0	0	0	0
PCT7545	MV	877	291	0	4	12	275	0	2	0	2	0	24	0	0	0	6	1	0	0	0	1	1	0	1	21	4	2	38	0	1	0	0	171	0	0	0	0	0	0
PCT7546	ED	913	219	0	0	5	214	0	1	0	3	0	17	0	0	0	1	0	0	1	0	0	1	1	0	7	7	1	34	0	0	0	1	137	2	0	0	0	0	0
PCT7546	MV	913	310	0	2	6	302	0	1	0	0	0	27	1	0	0	2	1	0	0	0	2	0	0	0	24	8	5	61	0	0	0	0	170	0	0	0	0	0	0
PCT7547	ED	987	244	0	0	6	238	1	1	1	3	0	25	0	1	0	0	0	0	1	1	0	0	1	0	15	2	3	41	0	0	1	0	141	0	0	0	0	0	0
PCT7547	MV	987	322	0	2	4	316	0	1	0	3	1	21	0	0	0	3	0	0	1	1	0	1	0	1	26	3	3	69	0	0	0	0	179	3	0	0	0	0	0
PCT7548	ED	1054	236	0	1	1	234	0	2	0	0	0	17	0	0	0	3	1	0	1	0	0	0	0	0	14	5	0	49	0	0	1	1	140	0	0	0	0	0	0
PCT7548	MV	1054	345	0	4	2	339	0	2	0	1	0	36	0	0	0	3	2	0	0	0	2	0	0	1	23	6	4	51	0	1	0	0	206	1	0	0	0	0	0
PCT7549	ED	785	165	0	1	2	162	0	0	0	1	0	17	0	0	0	3	0	0	1	0	0	2	1	0	10	3	1	29	0	0	0	0	93	1	0	0	0	0	0
PCT7549	MV	785	281	0	7	7	267	0	5	0	1	3	24	0	0	0	4	0	0	1	1	1	0	0	0	17	8	3	40	0	0	2	0	157	0	0	0	0	0	0
PCT7551	ED	705	199	0	1	5	193	1	0	0	3	0	12	0	0	0	2	0	0	0	0	0	1	1	0	5	5	2	38	0	0	0	0	123	0	0	0	0	0	0
PCT7551	MV	705	240	0	4	2	234	0	0	0	0	0	23	0	0	0	1	1	0	0	0	0	0	1	0	13	4	3	37	0	1	0	0	150	0	0	0	0	0	0
PCT7552	ED	718	191	0	0	2	189	1	0	1	1	0	13	0	0	0	0	0	0	0	0	1	0	0	2	7	2	3	30	0	0	0	1	126	1	0	0	0	0	0
PCT7552	MV	718	232	0	2	5	225	0	0	0	1	0	21	0	0	0	0	1	0	0	0	0	0	0	2	12	6	4	36	0	0	0	0	142	0	0	0	0	0	0
PCT7553	MV	171	87	0	1	2	84	0	0	1	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	6	5	2	3	0	0	0	0	53	1	0	0	0	0	0
PCT7554	ED	785	179	0	1	2	176	0	0	1	0	0	17	0	0	0	4	0	0	0	0	0	1	0	0	5	6	1	28	0	0	1	2	110	0	0	0	0	0	0
PCT7554	MV	785	323	0	1	3	319	1	0	0	0	0	31	0	1	0	3	0	0	0	0	0	2	0	1	16	17	1	29	0	0	0	0	217	0	0	0	0	0	0
PCT7555	ED	847	242	0	3	2	237	0	0	0	1	0	24	0	1	0	0	0	0	0	0	1	0	0	1	7	7	2	29	0	1	0	0	163	0	0	0	0	0	0
PCT7555	MV	847	304	0	3	4	297	0	1	0	0	0	35	1	0	0	0	0	0	0	0	2	0	0	0	14	5	3	37	0	0	0	1	198	0	0	0	0	0	0
PCT7556	ED	961	223	0	1	4	218	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	6	14	1	31	0	0	0	0	151	0	0	0	0	0	0
PCT7556	MV	961	422	0	3	9	410	0	1	0	0	0	39	0	0	0	5	0	0	0	0	0	0	0	0	28	10	2	41	0	0	0	0	284	0	0	0	0	0	0
PCT7601	ED	744	128	0	2	4	122	0	1	0	0	0	11	0	0	0	1	0	0	1	0	1	0	1	0	4	9	4	18	0	1	0	0	69	0	0	1	0	0	0
PCT7601	MV	744	185	0	9	6	170	2	2	0	1	0	12	0	0	0	8	1	0	0	0	0	1	0	0	17	8	1	23	0	0	0	1	90	3	0	0	0	0	0
PCT7602	ED	880	147	0	5	2	140	0	0	1	3	0	11	0	0	1	3	0	0	2	0	0	0	0	2	5	4	1	22	0	0	0	0	84	1	0	0	0	0	0
PCT7602	MV	880	243	0	11	5	227	0	1	3	2	0	15	0	0	0	3	0	0	2	0	2	0	1	1	20	7	6	27	0	0	0	0	136	1	0	0	0	0	0
PCT7603	ED	826	152	0	2	2	148	0	1	0	1	0	13	0	0	0	0	0	0	0	0	0	1	1	1	4	5	4	43	0	0	0	0	74	0	0	0	0	0	0
PCT7603	MV	826	215	0	7	1	207	0	4	1	2	0	21	0	0	0	4	0	1	0	0	0	0	0	0	19	6	3	30	0	0	0	0	116	0	0	0	0	0	0
PCT7604	ED	906	133	0	3	1	129	1	3	0	1	0	9	0	0	0	2	0	0	0	0	1	0	1	2	8	8	2	14	0	1	0	1	73	2	0	0	0	0	0
PCT7604	MV	906	233	0	4	4	225	1	3	0	2	0	14	0	0	0	3	1	0	0	0	1	0	1	3	13	15	6	25	0	0	1	0	135	1	0	0	0	0	0
PCT7605	ED	651	77	0	1	2	74	0	1	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	12	1	1	5	0	0	0	0	46	0	0	0	0	0	0
PCT7605	MV	651	155	0	10	5	140	0	0	0	1	1	13	0	0	0	4	1	0	0	0	0	0	0	0	12	6	3	9	0	0	0	0	90	0	0	0	0	0	0
PCT7606	ED	895	127	0	2	0	125	0	2	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	5	12	1	19	0	0	1	0	76	1	0	0	0	0	0
PCT7606	MV	895	212	0	9	3	200	0	4	0	4	1	22	0	0	0	4	1	0	0	0	1	0	2	1	5	9	2	23	1	0	1	0	118	0	0	1	0	0	0
PCT7607	ED	955	120	0	3	2	115	0	3	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	2	10	4	1	10	1	0	0	1	76	0	0	0	0	0	0
PCT7607	MV	955	265	0	8	10	247	1	1	0	3	0	17	0	0	0	3	0	1	1	0	1	0	1	3	21	15	1	26	0	0	1	1	150	0	0	0	0	0	0
PCT7608	ED	388	46	0	0	2	44	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	3	1	3	0	0	0	0	30	1	0	0	0	0	0
PCT7608	MV	388	119	0	6	4	109	0	0	0	1	0	5	0	0	0	5	0	0	0	0	0	0	0	2	23	10	0	5	0	0	0	0	57	1	0	0	0	0	0
PCT7609	ED	916	101	0	3	7	91	0	0	1	1	0	6	1	0	0	1	0	0	0	0	1	0	1	0	10	5	0	4	1	0	0	0	59	0	0	0	0	0	0
PCT7609	MV	916	297	0	29	26	242	0	2	0	0	0	9	0	0	0	6	2	1	0	0	0	1	0	1	41	13	1	10	0	0	0	0	155	0	0	0	0	0	0
PCT7611	ED	756	76	0	3	5	68	1	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6	4	1	6	0	0	0	0	42	1	0	0	0	0	0
PCT7611	MV	756	204	0	10	13	181	0	0	0	1	0	15	0	0	0	6	0	0	1	1	1	0	0	1	27	7	2	9	0	0	0	0	110	0	0	0	0	0	0
PCT7612	ED	574	76	0	3	2	71	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	10	4	1	6	0	0	0	0	46	0	0	0	0	0	0
PCT7612	MV	574	210	0	9	3	198	0	1	0	0	0	14	0	0	0	5	1	0	0	0	0	0	0	0	43	12	1	18	0	0	1	0	99	3	0	0	0	0	0
PCT7613	ED	887	140	0	3	3	134	0	0	1	5	0	15	0	0	0	0	0	0	0	1	0	0	0	2	3	7	2	17	0	2	0	0	79	0	0	0	0	0	0
PCT7613	MV	887	215	0	5	8	202	1	0	0	2	1	18	0	0	0	7	0	0	0	1	0	1	0	2	12	8	6	14	0	0	0	0	129	0	0	0	0	0	0
PCT7614	ED	1015	123	0	3	7	113	0	1	1	2	1	10	0	0	0	1	0	0	0	0	0	0	0	1	4	4	1	13	0	0	0	3	71	0	0	0	0	0	0
PCT7614	MV	1015	238	0	7	3	228	0	0	1	4	0	22	0	0	0	5	1	1	1	0	0	0	1	3	13	14	3	18	0	0	2	0	139	0	0	0	0	0	0
PCT7615	ED	832	108	0	6	6	96	0	0	1	1	0	6	1	0	0	1	0	0	0	0	0	2	0	2	15	6	1	9	1	0	0	0	50	0	0	0	0	0	0
PCT7615	MV	832	170	0	12	8	150	0	1	0	0	2	7	0	0	0	2	0	0	0	1	1	0	0	2	18	7	3	12	0	1	0	0	92	1	0	0	0	0	0
PCT7616	ED	951	129	0	0	1	128	0	0	0	1	0	16	0	0	0	1	0	0	0	0	1	1	0	1	7	2	8	9	0	0	0	0	81	0	0	0	0	0	0
PCT7616	MV	951	331	0	2	5	324	0	1	0	0	0	27	0	0	0	4	2	0	1	0	1	0	0	0	11	11	4	43	0	0	1	0	218	0	0	0	0	0	0
PCT7617	ED	751	84	0	2	3	79	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	7	1	6	0	0	0	0	51	0	0	0	0	0	0
PCT7617	MV	751	223	0	16	7	200	0	2	0	1	1	12	0	0	0	7	1	0	0	0	1	0	0	2	36	9	1	10	3	0	0	0	114	0	0	0	0	0	0
PCT7618	ED	866	123	0	3	3	117	0	1	0	1	0	10	0	1	0	1	0	0	0	0	0	0	0	0	10	2	1	22	0	0	0	2	64	2	0	0	0	0	0
PCT7618	MV	866	272	0	2	6	264	1	1	0	3	1	23	0	0	0	12	0	0	1	0	1	1	0	0	30	7	0	25	0	0	0	0	158	0	0	0	0	0	0
PCT7619	ED	993	154	0	2	7	145	0	2	0	0	0	14	0	0	0	2	0	0	2	0	0	0	0	1	6	7	3	35	0	0	0	0	73	0	0	0	0	0	0
PCT7619	MV	993	308	0	5	3	300	0	0	0	3	0	30	0	0	0	13	0	0	0	0	0	1	0	1	31	9	8	37	0	0	0	0	167	0	0	0	0	0	0
PCT7621	ED	1132	163	0	0	4	159	1	2	0	0	0	22	0	0	0	2	2	0	1	0	0	1	0	1	8	9	2	30	0	0	1	0	77	0	0	0	0	0	0
PCT7621	MV	1132	346	0	9	5	332	0	1	0	0	0	33	1	0	0	4	0	0	1	0	0	2	0	2	34	22	10	34	0	0	1	0	185	2	0	0	0	0	0
PCT7622	ED	964	99	0	3	1	95	0	0	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	3	4	6	2	10	0	0	0	0	55	0	0	0	0	0	0
PCT7622	MV	964	193	0	10	14	169	0	0	3	1	1	19	0	1	0	4	0	0	0	0	0	0	0	2	15	10	4	19	0	0	0	1	88	1	0	0	0	0	0
PCT7623	ED	712	122	0	9	2	111	0	1	0	0	1	8	1	0	0	2	1	0	0	0	0	1	0	0	8	3	1	21	0	0	0	0	62	1	0	0	0	0	0
PCT7623	MV	712	196	0	4	3	189	0	0	1	0	1	19	0	2	0	5	0	0	0	0	2	0	0	0	18	10	2	16	0	0	0	0	113	0	0	0	0	0	0
PCT7624	ED	905	104	0	0	2	102	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	2	7	4	2	8	0	0	0	0	65	0	0	0	0	0	0
PCT7624	MV	905	195	0	11	5	179	0	0	0	0	0	10	0	1	0	3	0	0	0	0	0	0	0	2	7	11	0	21	1	0	0	1	122	0	0	0	0	0	0
PCT7625	ED	821	73	0	1	10	62	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	8	4	5	1	0	0	0	0	38	0	0	0	0	0	0
PCT7625	MV	821	415	0	32	19	364	0	0	0	1	1	21	2	1	0	14	0	0	0	0	3	0	0	2	80	26	3	12	0	0	0	0	195	3	0	0	0	0	0
PCT7626	ED	1081	128	0	1	3	124	0	0	1	0	0	15	0	0	0	3	0	0	0	0	0	1	0	0	8	3	2	12	0	0	0	0	79	0	0	0	0	0	0
PCT7626	MV	1081	361	0	3	2	356	2	1	2	0	0	35	0	0	0	4	1	0	0	0	2	2	0	1	43	19	4	22	0	0	0	1	217	0	0	0	0	0	0
