area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	174:LILY (ESPINOZA) PLOSKI	175:STEVEN IRELAND	176:TONY K. THURMOND	177:MARSHALL TUCK	198:DOUGLAS I. VIGIL	199:THOMAS L. WILLIAMS
PCT9751	MV	977	384	2	0	85	297	1	27	27	177	65	0	0
PCT9752	ED	692	143	0	0	29	114	3	13	11	54	33	0	0
PCT9752	MV	692	305	2	0	52	251	1	33	20	143	54	0	0
PCT9753	ED	735	148	0	0	33	115	1	19	8	60	27	0	0
PCT9753	MV	735	266	-1	0	47	220	1	33	20	115	51	0	0
PCT9754	ED	701	169	0	0	34	135	2	19	6	80	28	0	0
PCT9754	MV	701	296	1	0	39	256	0	24	15	147	70	0	0
PCT9755	ED	553	120	-1	0	16	105	1	12	9	65	18	0	0
PCT9755	MV	553	201	0	0	24	177	0	12	25	93	47	0	0
PCT9756	ED	908	126	-1	0	19	108	0	16	9	52	31	0	0
PCT9756	MV	908	297	6	0	49	242	1	31	21	119	70	0	0
PCT9801	ED	399	76	0	0	18	58	0	9	6	28	15	0	0
PCT9801	MV	399	148	0	0	18	130	2	23	6	72	27	0	0
CONG12	TO	426647	225360	215	200	49042	175903	937	26377	11559	91285	45743	2	0
CONG14	TO	55344	28223	31	31	5218	22943	140	2820	1939	11601	6442	1	0
ASSM17	TO	280269	147301	86	150	31549	115516	649	19867	7138	60174	27686	2	0
ASSM19	TO	201722	106282	160	81	22711	83330	428	9330	6360	42712	24499	1	0
BART7	TO	36166	15261	16	11	3300	11934	79	2345	893	5718	2899	0	0
BART8	TO	215670	112119	160	90	24627	87242	452	10736	6899	43134	26020	1	0
BART9	TO	230155	126203	70	130	26333	99670	546	16116	5706	54034	23266	2	0
SUPV1	TO	40919	22431	37	12	4743	17639	83	1960	1326	9557	4713	0	0
SUPV2	TO	48242	24389	59	16	5929	18385	79	1854	1192	8046	7214	0	0
SUPV3	TO	38273	18567	-2	19	4600	13950	65	2557	1067	6475	3786	0	0
SUPV4	TO	41216	21994	23	20	4935	17016	104	2086	1471	8902	4453	0	0
SUPV5	TO	52114	28694	27	24	6313	22330	114	3172	1149	12675	5220	0	0
SUPV6	TO	41151	17498	3	31	3995	13469	84	2778	1074	6191	3342	0	0
SUPV7	TO	46301	26230	34	22	5190	20984	87	2246	1648	10471	6531	1	0
SUPV8	TO	56415	36015	-8	24	7668	28331	127	3987	1290	15922	7003	2	0
SUPV9	TO	41665	22565	25	23	4216	18301	128	3340	994	10263	3576	0	0
SUPV10	TO	39848	17900	39	14	3603	14244	95	2811	1098	7120	3120	0	0
SUPV11	TO	35847	17300	9	26	3068	14197	111	2406	1189	7264	3227	0	0
NEIG1	TO	19131	7881	23	9	1510	6339	41	1293	511	3266	1228	0	0
NEIG2	TO	16742	8038	-5	8	2168	5867	20	1089	464	2656	1638	0	0
NEIG3	TO	27631	12231	3	28	2675	9525	62	1925	798	4538	2202	0	0
NEIG4	TO	6857	4487	1	4	869	3613	21	475	188	1895	1034	0	0
NEIG5	TO	26541	12895	5	22	2306	10562	80	1934	925	5138	2485	0	0
NEIG6	TO	14552	8410	10	2	1879	6519	27	973	291	3780	1448	0	0
NEIG7	TO	11506	5461	8	4	946	4503	38	603	349	2578	935	0	0
NEIG8	TO	9393	5438	8	2	1204	4224	25	472	204	2463	1060	0	0
NEIG9	TO	8641	3424	2	7	640	2775	8	327	273	1349	818	0	0
NEIG10	TO	9744	5037	6	6	1104	3921	21	402	183	2088	1227	0	0
NEIG11	TO	38757	19070	49	10	4687	14324	78	1572	968	6206	5500	0	0
NEIG12	TO	30096	16088	11	20	3162	12895	84	2352	580	7427	2452	0	0
NEIG13	TO	16415	10584	-11	6	2310	8279	35	1158	394	4522	2168	2	0
NEIG14	TO	8622	5494	0	2	1034	4458	23	636	160	2769	870	0	0
NEIG15	TO	6827	3580	6	2	875	2697	11	447	213	1228	798	0	0
NEIG26	TO	8914	4445	3	3	819	3620	34	780	341	1648	817	0	0
NEIG16	TO	15511	7917	5	5	1744	6163	27	1016	352	3139	1629	0	0
NEIG17	TO	35688	19724	30	12	4152	15530	69	1729	1202	8422	4108	0	0
NEIG18	TO	7813	4593	10	1	1087	3495	7	312	225	1540	1411	0	0
NEIG19	TO	9230	5452	8	4	1043	4397	25	720	225	2460	967	0	0
NEIG20	TO	23278	10026	-3	9	2363	7657	48	1549	567	3445	2048	0	0
NEIG21	TO	40651	21684	21	20	4870	16773	102	2055	1459	8767	4390	0	0
NEIG22	TO	18424	12111	5	8	2654	9444	37	1275	413	5450	2269	0	0
NEIG23	TO	7867	3226	9	2	637	2578	32	655	288	1071	532	0	0
NEIG24	TO	33960	20797	29	15	4142	16611	64	1720	1248	8235	5343	1	0
NEIG25	TO	29200	15490	13	20	3380	12077	58	1728	677	6806	2808	0	0
