area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	172:NIKI JUDITH SOLIS	173:JEFFREY S. ROSS
PCT9254	MV	889	318	-2	0	0	60	260	1	78	181
PCT9255	ED	545	126	0	0	0	27	99	0	54	45
PCT9255	MV	545	128	1	0	0	28	99	0	41	58
PCT9256	ED	433	77	0	0	0	25	52	0	27	25
PCT9256	MV	433	103	-1	0	0	21	83	0	41	42
PCT9257	MV	312	150	-1	0	0	24	127	1	62	64
PCT9258	ED	699	127	0	0	0	29	98	0	38	60
PCT9258	MV	699	244	-2	0	0	46	200	0	74	126
PCT9401	ED	970	194	-1	0	0	40	155	2	93	60
PCT9401	MV	970	293	-2	0	0	58	237	1	109	127
PCT9402	ED	931	197	0	0	0	45	152	0	77	75
PCT9402	MV	931	307	1	0	0	68	238	1	99	138
PCT9403	ED	853	167	0	0	0	36	131	1	66	64
PCT9403	MV	853	286	2	0	0	48	236	1	95	140
PCT9404	ED	889	153	0	0	0	33	120	0	61	59
PCT9404	MV	889	320	3	0	0	67	250	0	93	157
PCT9405	ED	757	160	-1	0	0	46	115	0	41	74
PCT9405	MV	757	245	1	0	0	49	195	0	61	134
PCT9406	ED	815	179	0	0	0	39	140	0	55	85
PCT9406	MV	815	277	1	0	0	55	221	5	78	138
PCT9407	ED	861	191	1	0	0	49	141	1	54	86
PCT9407	MV	861	284	-1	0	0	51	234	0	117	117
PCT9408	ED	837	187	1	0	0	45	141	1	76	64
PCT9408	MV	837	246	-2	0	0	47	201	0	91	110
PCT9409	ED	565	140	0	0	0	21	119	0	59	60
PCT9409	MV	565	170	2	0	0	34	134	1	54	79
PCT9411	ED	936	175	-1	0	0	34	142	1	79	62
PCT9411	MV	936	261	1	0	0	42	218	1	95	122
PCT9412	ED	843	164	0	0	0	33	131	4	61	66
PCT9412	MV	843	285	0	0	0	67	218	2	86	130
PCT9413	ED	858	172	-1	0	0	49	124	0	53	71
PCT9413	MV	858	310	3	0	0	84	223	0	72	151
PCT9414	ED	862	159	1	0	0	60	98	1	42	55
PCT9414	MV	862	307	1	0	0	59	247	2	84	161
PCT9415	ED	755	121	0	0	0	24	97	0	31	66
PCT9415	MV	755	284	-2	0	0	55	231	1	69	161
PCT9416	ED	962	198	0	0	0	46	152	2	66	84
PCT9416	MV	962	316	3	0	0	68	245	0	86	159
PCT9417	ED	714	117	-1	0	0	29	89	0	42	47
PCT9417	MV	714	286	8	0	0	53	225	1	63	161
PCT9418	ED	753	157	1	0	0	44	112	0	43	69
PCT9418	MV	753	269	0	0	0	73	196	3	46	147
PCT9419	ED	893	167	0	0	0	49	118	0	50	68
PCT9419	MV	893	326	1	0	0	61	264	1	76	187
PCT9421	ED	878	150	-1	0	0	40	111	1	40	70
PCT9421	MV	878	316	-1	0	0	69	248	2	75	171
PCT9422	ED	1010	200	-1	0	0	57	144	0	67	77
PCT9422	MV	1010	358	0	0	0	79	279	3	75	201
PCT9423	ED	853	147	0	0	0	43	104	0	43	61
PCT9423	MV	853	292	-1	0	0	57	236	2	77	157
PCT9424	ED	910	146	1	0	0	33	112	0	46	66
PCT9424	MV	910	331	-1	0	0	64	268	2	79	187
PCT9425	ED	903	136	1	0	0	42	93	0	40	53
PCT9425	MV	903	313	3	0	0	75	235	3	68	164
PCT9426	ED	801	143	-1	0	0	34	110	2	44	64
PCT9426	MV	801	283	1	0	0	84	198	1	54	143
PCT9427	ED	889	129	-1	0	0	34	96	1	28	67
PCT9427	MV	889	333	1	0	0	86	246	3	84	159
PCT9428	ED	892	122	-1	0	0	33	90	2	39	49
PCT9428	MV	892	346	-1	0	0	68	279	3	84	192
PCT9429	ED	866	173	0	0	0	40	133	0	47	86
PCT9429	MV	866	308	0	0	0	61	247	2	71	174
PCT9431	ED	954	152	-1	0	0	35	118	1	33	84
PCT9431	MV	954	352	4	0	1	69	278	2	63	213
PCT9432	ED	901	155	0	0	0	38	117	0	45	72
PCT9432	MV	901	307	0	0	0	78	229	3	65	161
PCT9433	ED	912	155	0	0	0	40	115	3	44	68
PCT9433	MV	912	317	-2	0	0	85	234	0	66	168
PCT9434	ED	963	188	0	0	0	60	128	3	48	77
PCT9434	MV	963	349	-1	0	0	53	297	0	83	214
PCT9435	ED	934	195	0	0	0	42	153	3	60	90
PCT9435	MV	934	320	2	0	0	85	233	3	76	154
PCT9436	ED	941	161	0	0	0	38	123	0	42	81
PCT9436	MV	941	337	0	0	0	85	252	2	79	171
PCT9437	ED	873	170	0	0	0	46	124	1	42	81
PCT9437	MV	873	324	1	0	0	57	266	0	71	195
PCT9438	ED	918	129	1	0	0	26	102	1	42	59
PCT9438	MV	918	336	-1	0	0	64	273	0	74	199
PCT9439	ED	827	126	0	0	0	33	93	1	30	62
PCT9439	MV	827	314	-1	0	0	76	239	0	46	193
PCT9441	ED	939	205	-1	0	0	50	156	2	76	78
PCT9441	MV	939	337	-1	0	0	67	271	1	75	195
PCT9442	ED	970	200	0	0	1	42	157	1	72	84
PCT9442	MV	970	325	0	0	0	76	249	7	77	165
PCT9443	ED	886	138	0	0	0	25	113	0	47	66
PCT9443	MV	886	304	2	0	1	51	250	1	99	150
PCT9444	ED	901	118	-1	0	0	34	85	1	34	50
PCT9444	MV	901	312	-1	0	0	76	237	2	69	166
PCT9445	ED	945	154	0	0	0	36	118	2	36	80
PCT9445	MV	945	342	0	0	0	69	273	2	79	192
PCT9446	ED	1043	164	2	0	0	39	123	0	39	84
PCT9446	MV	1043	417	-3	0	1	103	316	1	100	215
PCT9447	ED	891	171	1	0	0	40	130	2	55	73
PCT9447	MV	891	327	1	0	0	75	251	0	74	177
PCT9448	ED	877	159	0	0	0	36	123	1	54	68
PCT9448	MV	877	307	-2	0	0	77	232	1	77	154
PCT9449	ED	784	97	-1	0	0	22	76	0	24	52
PCT9449	MV	784	302	4	0	0	62	236	1	69	166
PCT9451	ED	414	57	0	0	0	7	50	0	18	32
PCT9451	MV	414	154	3	0	0	27	124	1	22	101
PCT9452	ED	799	175	1	0	0	36	138	0	44	94
PCT9452	MV	799	281	0	0	0	66	215	1	63	151
PCT9453	ED	488	90	0	0	0	14	76	1	21	54
PCT9453	MV	488	175	0	0	0	35	140	0	40	100
PCT9501	MV	149	71	-2	0	0	22	51	1	19	31
PCT9502	MV	233	116	0	0	0	20	96	1	39	56
PCT9503	ED	725	128	-2	0	0	34	96	0	39	57
PCT9503	MV	725	184	0	0	1	43	140	0	56	84
PCT9505	ED	756	147	-2	0	0	43	106	0	44	62
PCT9505	MV	756	274	0	0	0	68	206	2	89	115
PCT9506	ED	771	134	0	0	0	29	105	0	50	55
PCT9506	MV	771	217	1	0	0	34	182	0	76	106
PCT9507	ED	733	170	1	0	0	40	129	0	64	65
PCT9507	MV	733	218	-2	0	1	42	177	0	92	85
PCT9508	ED	784	180	0	0	0	30	150	0	101	49
PCT9508	MV	784	258	3	0	0	32	223	4	117	102
PCT9509	ED	719	165	0	0	0	39	126	0	78	48
PCT9509	MV	719	239	-1	0	1	54	185	0	92	93
PCT9511	ED	600	147	0	0	0	39	108	1	70	37
PCT9511	MV	600	177	2	0	0	30	145	0	88	57
PCT9512	ED	771	161	0	0	0	30	131	0	82	49
PCT9512	MV	771	251	-5	0	0	43	213	1	106	106
PCT9513	ED	864	200	0	0	0	51	149	2	74	73
PCT9513	MV	864	261	5	0	0	49	207	0	98	109
PCT9514	ED	869	229	0	0	0	51	178	1	91	86
PCT9514	MV	869	257	1	0	0	63	193	0	84	109
PCT9515	ED	685	159	0	0	0	35	124	0	66	58
PCT9515	MV	685	243	0	0	0	56	187	1	80	106
PCT9516	ED	864	206	0	0	0	50	156	1	76	79
PCT9516	MV	864	269	1	0	0	46	222	0	98	124
PCT9517	ED	768	197	0	0	0	48	149	0	85	64
PCT9517	MV	768	235	1	0	0	44	190	0	88	102
PCT9518	ED	783	180	1	0	0	37	142	1	75	66
PCT9518	MV	783	242	0	0	0	40	202	0	88	114
PCT9519	ED	850	217	0	0	0	56	161	0	73	88
PCT9519	MV	850	294	-1	0	0	44	251	1	103	147
PCT9521	ED	893	254	0	0	0	51	203	3	105	95
PCT9521	MV	893	290	3	0	1	54	232	0	97	135
PCT9701	ED	665	156	0	0	0	31	125	0	63	62
PCT9701	MV	665	235	0	0	0	53	182	0	76	106
PCT9702	ED	710	194	0	0	0	47	147	1	81	65
PCT9702	MV	710	231	0	0	0	58	173	0	63	110
PCT9703	ED	931	182	1	0	0	39	142	2	49	91
PCT9703	MV	931	373	1	0	0	70	302	0	103	199
PCT9704	ED	942	191	0	0	0	47	144	0	66	78
PCT9704	MV	942	354	-1	0	0	68	287	2	97	188
PCT9705	ED	879	208	1	0	0	35	172	1	71	100
PCT9705	MV	879	309	0	0	0	51	258	0	96	162
PCT9706	MV	51	32	0	0	0	6	26	0	14	12
PCT9707	ED	799	121	0	0	0	31	90	2	22	66
PCT9707	MV	799	355	-4	0	0	61	298	0	84	214
PCT9708	ED	919	193	1	0	0	53	139	0	67	72
PCT9708	MV	919	324	2	0	0	88	234	2	93	139
PCT9709	ED	998	196	1	0	0	56	139	1	52	86
PCT9709	MV	998	355	1	0	0	77	277	1	58	218
PCT9711	ED	625	167	0	0	0	38	129	3	45	81
PCT9711	MV	625	254	0	0	0	37	217	4	45	168
PCT9712	ED	651	134	-1	0	1	20	114	1	29	84
PCT9712	MV	651	288	1	0	0	50	237	0	59	178
PCT9713	ED	930	161	0	0	0	51	110	2	36	72
PCT9713	MV	930	362	1	0	0	70	291	2	80	209
PCT9714	ED	911	154	0	0	0	37	117	1	31	85
PCT9714	MV	911	367	2	0	0	71	294	3	66	225
PCT9715	ED	566	162	0	0	0	25	137	2	32	103
PCT9715	MV	566	218	1	0	0	31	186	0	31	155
PCT9716	ED	928	198	-1	0	0	53	146	0	67	79
PCT9716	MV	928	368	4	0	0	64	300	1	91	208
PCT9717	ED	967	206	-1	0	0	48	159	1	57	101
PCT9717	MV	967	371	6	0	1	57	307	0	101	206
PCT9718	ED	843	183	-2	0	0	34	151	0	47	104
PCT9718	MV	843	385	3	0	0	57	325	2	95	228
PCT9719	ED	863	186	0	0	0	35	151	1	53	97
PCT9719	MV	863	389	1	0	0	76	312	2	64	246
PCT9721	ED	653	182	-1	0	0	33	150	1	24	125
PCT9721	MV	653	250	1	0	0	58	191	2	45	144
PCT9722	ED	593	86	0	0	0	24	62	0	20	42
PCT9722	MV	593	269	-3	0	0	48	224	1	59	164
PCT9723	ED	458	74	0	0	0	22	52	0	13	39
PCT9723	MV	458	198	1	0	0	42	155	4	36	115
PCT9724	ED	950	144	0	0	0	33	111	1	30	80
PCT9724	MV	950	386	-1	0	0	89	298	0	59	239
PCT9725	ED	941	118	-1	0	0	32	87	0	30	57
PCT9725	MV	941	350	0	0	0	80	270	2	64	204
PCT9726	ED	685	83	0	0	0	21	62	0	26	36
PCT9726	MV	685	137	0	0	0	29	108	2	37	69
PCT9727	ED	435	60	1	0	0	13	46	0	10	36
PCT9727	MV	435	205	2	0	0	34	169	0	36	133
PCT9728	ED	906	204	0	0	0	35	169	0	40	129
PCT9728	MV	906	378	-2	0	0	62	318	3	72	243
PCT9729	ED	782	161	1	0	0	34	126	1	28	97
PCT9729	MV	782	304	0	0	0	56	248	0	37	211
PCT9731	ED	529	138	0	0	0	29	109	2	21	86
PCT9731	MV	529	189	0	0	1	31	157	0	36	121
PCT9732	MV	73	43	1	0	0	8	34	0	12	22
PCT9733	MV	224	146	0	0	0	27	119	1	38	80
PCT9734	ED	577	122	0	0	0	20	102	0	22	80
PCT9734	MV	577	261	1	0	0	42	218	0	45	173
PCT9735	ED	782	167	1	0	0	36	130	3	32	95
PCT9735	MV	782	344	0	0	0	50	294	0	70	224
PCT9736	ED	699	145	0	0	0	28	117	2	39	76
PCT9736	MV	699	305	1	0	0	49	255	0	82	173
PCT9737	ED	792	175	-1	0	0	37	139	0	58	81
PCT9737	MV	792	343	-3	0	0	60	286	1	91	194
PCT9738	ED	830	99	0	0	0	21	78	0	40	38
PCT9738	MV	830	263	4	0	0	43	216	1	89	126
PCT9739	ED	826	126	0	0	1	20	105	1	53	51
PCT9739	MV	826	193	-3	0	0	45	151	0	74	77
PCT9741	ED	1022	19	0	0	0	3	16	0	12	4
PCT9741	MV	1022	24	0	0	0	4	20	0	14	6
PCT9742	ED	647	134	0	0	0	29	105	0	27	78
PCT9742	MV	647	187	1	0	0	37	149	1	39	109
PCT9743	ED	1093	172	0	0	0	33	139	1	76	62
PCT9743	MV	1093	317	2	0	0	44	271	0	100	171
PCT9744	ED	902	141	0	0	0	20	121	0	59	62
PCT9744	MV	902	234	1	0	1	49	183	0	78	105
PCT9745	ED	934	141	0	0	0	31	110	1	48	61
PCT9745	MV	934	205	-1	0	0	29	177	2	89	86
PCT9746	ED	867	192	0	0	0	48	144	1	50	93
PCT9746	MV	867	334	2	0	0	66	266	0	83	183
PCT9747	ED	940	198	0	0	0	30	168	1	70	97
PCT9747	MV	940	323	0	0	0	65	258	2	98	158
PCT9748	ED	913	164	0	0	0	36	128	4	44	80
PCT9748	MV	913	342	3	0	0	67	272	0	90	182
PCT9749	ED	893	143	-1	0	0	34	110	2	55	53
PCT9749	MV	893	266	0	0	0	39	227	3	103	121
PCT9751	ED	977	157	-1	0	1	34	123	1	47	75
PCT9751	MV	977	384	2	0	0	72	310	3	71	236
PCT9752	ED	692	143	0	0	0	33	110	0	49	61
PCT9752	MV	692	305	2	0	0	56	247	1	98	148
PCT9753	ED	735	148	0	0	0	30	118	1	44	73
PCT9753	MV	735	266	-1	0	0	45	222	0	97	125
PCT9754	ED	701	169	0	0	0	34	135	1	60	74
PCT9754	MV	701	296	1	0	0	37	258	0	108	150
PCT9755	ED	553	120	-1	0	1	19	101	0	42	59
PCT9755	MV	553	201	0	0	0	30	171	1	70	100
PCT9756	ED	908	126	-1	0	0	25	102	1	46	55
PCT9756	MV	908	297	6	0	0	51	240	2	88	150
PCT9801	ED	399	76	0	0	0	19	57	0	23	34
PCT9801	MV	399	148	0	0	0	21	127	1	56	70
CONG12	TO	426647	225360	215	0	96	46524	178525	890	73090	104545
CONG14	TO	55344	28223	31	0	12	5330	22850	160	8104	14586
ASSM17	TO	280269	147301	86	0	76	29430	117709	598	50848	66263
ASSM19	TO	201722	106282	160	0	32	22424	83666	452	30346	52868
BART7	TO	36166	15261	16	0	12	3281	11952	85	4615	7252
BART8	TO	215670	112119	160	0	34	23974	87951	493	30307	57151
BART9	TO	230155	126203	70	0	62	24599	101472	472	46272	54728
SUPV1	TO	40919	22431	37	0	6	4671	17717	82	7268	10367
SUPV2	TO	48242	24389	59	0	5	5581	18744	67	5586	13091
SUPV3	TO	38273	18567	-2	0	8	4162	14399	68	5169	9162
SUPV4	TO	41216	21994	23	0	4	4935	17032	111	5957	10964
SUPV5	TO	52114	28694	27	0	12	5963	22692	91	10807	11794
SUPV6	TO	41151	17498	3	0	10	3698	13787	82	5427	8278
SUPV7	TO	46301	26230	34	0	11	5129	21056	116	7031	13909
SUPV8	TO	56415	36015	-8	0	15	6804	29204	90	12382	16732
SUPV9	TO	41665	22565	25	0	12	4004	18524	117	9937	8470
SUPV10	TO	39848	17900	39	0	13	3623	14225	114	5808	8303
SUPV11	TO	35847	17300	9	0	12	3284	13995	112	5822	8061
NEIG1	TO	19131	7881	23	0	9	1602	6247	49	2501	3697
NEIG2	TO	16742	8038	-5	0	2	1911	6130	22	2068	4040
NEIG3	TO	27631	12231	3	0	8	2509	9711	61	3982	5668
NEIG4	TO	6857	4487	1	0	4	805	3677	19	1284	2374
NEIG5	TO	26541	12895	5	0	8	2409	10473	79	4362	6032
NEIG6	TO	14552	8410	10	0	3	1680	6717	13	3307	3397
NEIG7	TO	11506	5461	8	0	4	1064	4385	42	1831	2512
NEIG8	TO	9393	5438	8	0	1	1141	4288	13	1936	2339
NEIG9	TO	8641	3424	2	0	2	690	2730	15	1027	1688
NEIG10	TO	9744	5037	6	0	3	1047	3981	13	1597	2371
NEIG11	TO	38757	19070	49	0	4	4459	14558	62	4425	10071
NEIG12	TO	30096	16088	11	0	8	2888	13181	78	7527	5576
NEIG13	TO	16415	10584	-11	0	7	2040	8548	31	3531	4986
NEIG14	TO	8622	5494	0	0	3	932	4559	18	2496	2045
NEIG15	TO	6827	3580	6	0	2	800	2772	14	913	1845
NEIG26	TO	8914	4445	3	0	0	890	3552	26	1313	2213
NEIG16	TO	15511	7917	5	0	4	1643	6265	28	2699	3538
NEIG17	TO	35688	19724	30	0	5	4128	15561	70	6406	9085
NEIG18	TO	7813	4593	10	0	1	964	3618	9	970	2639
NEIG19	TO	9230	5452	8	0	2	982	4460	20	2213	2227
NEIG20	TO	23278	10026	-3	0	4	2145	7880	47	3017	4816
NEIG21	TO	40651	21684	21	0	4	4880	16779	110	5844	10825
NEIG22	TO	18424	12111	5	0	3	2280	9823	23	4018	5782
NEIG23	TO	7867	3226	9	0	2	649	2566	38	827	1701
NEIG24	TO	33960	20797	29	0	9	4038	16721	88	5280	11353
NEIG25	TO	29200	15490	13	0	6	3278	12193	62	5820	6311
