area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	172:NIKI JUDITH SOLIS	173:JEFFREY S. ROSS
PCT7331	ED	860	130	0	0	0	30	100	1	24	75
PCT7331	MV	860	357	-1	0	0	74	284	1	84	199
PCT7332	ED	799	154	0	0	0	33	121	2	67	52
PCT7332	MV	799	209	0	0	0	44	165	1	72	92
PCT7333	ED	974	174	1	0	0	38	135	1	63	71
PCT7333	MV	974	323	0	0	0	80	243	2	88	153
PCT7334	ED	854	113	0	0	0	27	86	0	42	44
PCT7334	MV	854	275	-2	0	0	56	221	1	84	136
PCT7335	ED	936	144	0	0	0	39	105	1	47	57
PCT7335	MV	936	354	-2	0	0	54	302	2	78	222
PCT7336	ED	920	155	2	0	0	39	114	0	47	67
PCT7336	MV	920	324	0	0	0	66	258	1	86	171
PCT7337	ED	825	115	0	0	0	31	84	0	34	50
PCT7337	MV	825	305	0	0	0	66	239	0	66	173
PCT7338	ED	884	100	1	0	0	28	71	0	27	44
PCT7338	MV	884	364	-3	0	1	79	287	0	55	232
PCT7339	ED	618	111	-1	0	0	35	77	0	43	34
PCT7339	MV	618	181	1	0	1	31	148	0	61	87
PCT7341	ED	877	124	0	0	0	28	96	0	49	47
PCT7341	MV	877	246	-2	0	0	48	200	0	80	120
PCT7342	ED	911	234	3	0	0	52	179	1	89	89
PCT7342	MV	911	251	0	0	0	53	198	0	66	132
PCT7343	ED	707	144	0	0	0	39	105	0	64	41
PCT7343	MV	707	186	3	0	0	37	146	0	87	59
PCT7344	ED	1039	179	-1	0	0	39	141	1	64	76
PCT7344	MV	1039	334	-1	0	0	54	281	0	118	163
PCT7345	ED	1077	183	0	0	0	41	142	2	80	60
PCT7345	MV	1077	283	2	0	0	58	223	3	88	132
PCT7346	ED	877	168	1	0	0	32	135	1	81	53
PCT7346	MV	877	221	-1	0	0	38	184	2	87	95
PCT7347	ED	968	137	0	0	0	25	112	2	67	43
PCT7347	MV	968	279	0	0	0	40	239	0	115	124
PCT7348	ED	832	139	-1	0	0	27	113	1	52	60
PCT7348	MV	832	202	1	0	0	40	161	0	67	94
PCT7349	ED	921	147	-1	0	1	28	119	3	53	63
PCT7349	MV	921	282	0	0	0	51	231	3	81	147
PCT7501	ED	554	118	-1	0	0	35	84	0	32	52
PCT7501	MV	554	168	0	0	0	38	130	0	34	96
PCT7502	ED	741	113	1	0	0	29	83	2	46	35
PCT7502	MV	741	349	-4	0	0	69	284	1	91	192
PCT7503	ED	727	132	1	0	0	32	99	1	39	59
PCT7503	MV	727	226	2	0	0	43	181	0	64	117
PCT7504	ED	484	76	0	0	0	19	57	0	23	34
PCT7504	MV	484	158	1	0	0	34	123	2	37	84
PCT7505	ED	871	131	0	0	0	31	100	1	25	74
PCT7505	MV	871	417	1	0	1	78	337	2	75	260
PCT7506	ED	920	133	1	0	0	31	101	1	52	48
PCT7506	MV	920	252	2	0	0	60	190	0	85	105
PCT7507	ED	919	158	-1	0	0	46	113	2	49	62
PCT7507	MV	919	255	4	0	0	41	210	1	90	119
PCT7508	ED	702	106	0	0	0	21	85	1	26	58
PCT7508	MV	702	340	0	0	1	82	257	2	85	170
PCT7509	ED	909	171	-2	0	0	31	142	2	63	77
PCT7509	MV	909	319	0	0	0	56	263	1	104	158
PCT7512	ED	604	96	2	0	0	28	66	1	28	37
PCT7512	MV	604	196	2	0	1	32	161	0	68	93
PCT7513	ED	790	142	0	0	0	30	112	0	57	55
PCT7513	MV	790	208	0	0	0	47	161	2	72	87
PCT7514	ED	863	95	-2	0	0	37	60	2	23	35
PCT7514	MV	863	235	2	0	1	42	190	0	87	103
PCT7515	ED	845	150	0	0	1	39	110	2	57	51
PCT7515	MV	845	289	3	0	0	73	213	0	79	134
PCT7516	ED	886	145	0	0	0	33	112	1	45	66
PCT7516	MV	886	378	0	0	0	61	317	3	103	211
PCT7517	ED	863	228	-1	0	0	55	174	0	103	71
PCT7517	MV	863	251	0	0	0	52	199	0	103	96
PCT7518	ED	939	235	0	0	0	54	181	0	98	83
PCT7518	MV	939	298	0	0	0	54	244	0	136	108
PCT7519	ED	726	179	0	0	0	33	146	0	90	56
PCT7519	MV	726	185	1	0	0	43	141	0	71	70
PCT7521	ED	802	211	0	0	0	49	162	0	95	67
PCT7521	MV	802	215	-1	0	1	49	166	0	85	81
PCT7522	ED	743	175	-1	0	0	39	137	0	84	53
PCT7522	MV	743	240	-2	0	0	50	192	0	113	79
PCT7523	ED	737	208	0	0	0	39	169	2	125	42
PCT7523	MV	737	223	-2	0	0	41	184	0	93	91
PCT7524	ED	646	143	2	0	0	33	108	2	55	51
PCT7524	MV	646	165	1	0	0	28	136	0	70	66
PCT7525	ED	779	145	-3	0	0	39	109	2	60	47
PCT7525	MV	779	214	4	0	0	46	164	2	79	83
PCT7526	ED	947	197	1	0	0	34	162	2	93	67
PCT7526	MV	947	313	2	0	0	62	249	0	105	144
PCT7527	ED	729	162	0	0	0	45	117	0	65	52
PCT7527	MV	729	237	4	0	1	52	180	2	78	100
PCT7529	ED	925	214	-1	0	0	42	173	2	115	56
PCT7529	MV	925	300	2	0	0	55	243	1	140	102
PCT7531	ED	847	179	0	0	0	49	130	0	79	51
PCT7531	MV	847	263	0	0	0	62	201	1	104	96
PCT7532	ED	823	172	1	0	0	41	130	0	67	63
PCT7532	MV	823	226	0	0	0	48	178	0	69	109
PCT7533	ED	951	268	-1	0	0	54	215	1	132	82
PCT7533	MV	951	297	0	0	0	50	247	0	136	111
PCT7534	ED	883	241	0	0	0	41	200	0	124	76
PCT7534	MV	883	240	-1	0	0	38	203	0	104	99
PCT7535	ED	743	201	0	0	0	38	163	1	93	69
PCT7535	MV	743	251	0	0	0	43	208	0	106	102
PCT7536	ED	856	206	-1	0	0	52	155	0	92	63
PCT7536	MV	856	279	0	0	0	61	218	0	104	114
PCT7537	ED	734	187	0	0	0	40	147	2	86	59
PCT7537	MV	734	225	1	0	0	49	175	0	85	90
PCT7538	ED	757	223	0	0	0	57	166	1	103	62
PCT7538	MV	757	256	0	0	0	46	210	1	97	112
PCT7539	ED	884	250	1	0	0	54	195	0	134	61
PCT7539	MV	884	286	-1	0	0	65	222	0	115	107
PCT7541	ED	791	215	1	0	0	62	152	0	85	67
PCT7541	MV	791	245	1	0	0	49	195	0	91	104
PCT7542	ED	787	183	0	0	0	40	143	0	86	57
PCT7542	MV	787	247	1	0	0	46	200	0	111	89
PCT7543	ED	910	187	-2	0	0	50	139	1	74	64
PCT7543	MV	910	332	0	0	0	53	279	0	125	154
PCT7544	ED	877	186	0	0	0	38	148	2	80	66
PCT7544	MV	877	331	-3	0	0	66	268	3	137	128
PCT7545	ED	877	179	-1	0	0	35	145	1	81	63
PCT7545	MV	877	291	0	0	0	60	231	2	99	130
PCT7546	ED	913	219	0	0	0	39	180	1	82	97
PCT7546	MV	913	310	1	0	1	40	268	0	128	140
PCT7547	ED	987	244	-2	0	0	67	179	1	107	71
PCT7547	MV	987	322	5	0	0	65	252	0	139	113
PCT7548	ED	1054	236	1	0	0	50	185	1	100	84
PCT7548	MV	1054	345	4	0	0	56	285	2	119	164
PCT7549	ED	785	165	-2	0	0	38	129	0	65	64
PCT7549	MV	785	281	1	0	0	55	225	0	117	108
PCT7551	ED	705	199	-1	0	0	40	160	1	76	83
PCT7551	MV	705	240	2	0	0	44	194	0	87	107
PCT7552	ED	718	191	0	0	0	39	152	0	71	81
PCT7552	MV	718	232	0	0	0	44	188	0	70	118
PCT7553	MV	171	87	2	0	0	8	77	0	25	52
PCT7554	ED	785	179	-1	0	0	42	138	3	55	80
PCT7554	MV	785	323	0	0	0	78	245	0	66	179
PCT7555	ED	847	242	0	0	0	49	193	1	71	121
PCT7555	MV	847	304	1	0	0	45	258	0	93	165
PCT7556	ED	961	223	-3	0	0	57	169	0	64	105
PCT7556	MV	961	422	1	0	0	74	347	0	88	259
PCT7601	ED	744	128	-1	0	0	27	102	2	52	48
PCT7601	MV	744	185	3	0	0	33	149	2	69	78
PCT7602	ED	880	147	-3	0	0	32	118	1	60	57
PCT7602	MV	880	243	3	0	1	45	194	0	93	101
PCT7603	ED	826	152	1	0	0	37	114	0	65	49
PCT7603	MV	826	215	0	0	0	38	177	0	83	94
PCT7604	ED	906	133	0	0	0	28	105	3	49	53
PCT7604	MV	906	233	-2	0	0	38	197	1	90	106
PCT7605	ED	651	77	0	0	0	16	61	0	28	33
PCT7605	MV	651	155	3	0	0	33	119	2	41	76
PCT7606	ED	895	127	1	0	0	28	98	0	53	45
PCT7606	MV	895	212	1	0	0	41	170	4	89	77
PCT7607	ED	955	120	0	0	0	23	97	1	47	49
PCT7607	MV	955	265	-4	0	1	41	227	0	89	138
PCT7608	ED	388	46	1	0	0	11	34	1	10	23
PCT7608	MV	388	119	-2	0	0	17	104	0	32	72
PCT7609	ED	916	101	0	0	0	32	69	1	29	39
PCT7609	MV	916	297	2	0	0	54	241	0	61	180
PCT7611	ED	756	76	0	0	0	18	58	1	29	28
PCT7611	MV	756	204	2	0	0	41	161	1	57	103
PCT7612	ED	574	76	0	0	0	15	61	0	19	42
PCT7612	MV	574	210	-1	0	0	47	164	0	49	115
PCT7613	ED	887	140	0	0	0	31	109	0	55	54
PCT7613	MV	887	215	2	0	0	45	168	0	74	94
PCT7614	ED	1015	123	-2	0	0	28	97	0	53	44
PCT7614	MV	1015	238	0	0	0	32	206	3	106	97
PCT7615	ED	832	108	0	0	2	31	75	2	34	39
PCT7615	MV	832	170	0	0	0	38	132	1	36	95
PCT7616	ED	951	129	-1	0	0	24	106	2	51	53
PCT7616	MV	951	331	2	0	0	59	270	0	111	159
PCT7617	ED	751	84	-1	0	0	22	63	1	26	36
PCT7617	MV	751	223	2	0	0	53	168	0	54	114
PCT7618	ED	866	123	1	0	0	32	90	0	53	37
PCT7618	MV	866	272	-3	0	0	48	227	1	98	128
PCT7619	ED	993	154	-1	0	0	37	118	0	79	39
PCT7619	MV	993	308	-1	0	0	54	255	0	113	142
PCT7621	ED	1132	163	-1	0	0	26	138	3	68	67
PCT7621	MV	1132	346	3	0	0	60	283	3	114	166
PCT7622	ED	964	99	2	0	0	22	75	0	38	37
PCT7622	MV	964	193	1	0	1	36	155	1	70	84
PCT7623	ED	712	122	-15	0	1	29	107	1	57	49
PCT7623	MV	712	196	2	0	0	30	164	0	60	104
PCT7624	ED	905	104	1	0	0	15	88	1	39	48
PCT7624	MV	905	195	1	0	0	33	161	0	68	93
PCT7625	ED	821	73	0	0	0	25	48	0	17	31
PCT7625	MV	821	415	0	0	1	84	330	1	56	273
PCT7626	ED	1081	128	1	0	0	35	92	0	31	61
PCT7626	MV	1081	361	1	0	0	81	279	1	84	194
PCT7627	ED	1075	116	-1	0	0	29	88	0	36	52
PCT7627	MV	1075	319	0	0	0	77	242	0	69	173
PCT7628	ED	906	156	0	0	0	44	112	0	60	52
PCT7628	MV	906	267	0	0	0	43	224	2	109	113
PCT7629	ED	805	108	-1	0	0	24	85	0	50	35
PCT7629	MV	805	206	2	0	0	45	159	1	64	94
PCT7631	ED	1085	146	-1	0	0	33	114	2	64	48
PCT7631	MV	1085	339	2	0	0	66	271	1	92	178
PCT7632	ED	965	167	1	0	0	35	131	1	59	71
PCT7632	MV	965	286	0	0	0	45	241	0	120	121
PCT7633	ED	702	90	0	0	0	19	71	1	30	40
PCT7633	MV	702	253	0	0	0	44	209	0	58	151
PCT7634	ED	859	120	1	0	0	30	89	2	36	51
PCT7634	MV	859	291	2	0	0	44	245	0	77	168
PCT7635	ED	782	89	0	0	0	21	68	2	36	30
PCT7635	MV	782	242	3	0	0	30	209	5	93	111
PCT7636	ED	920	134	-1	0	0	37	98	0	33	65
PCT7636	MV	920	251	-1	0	0	62	190	0	78	112
PCT7637	ED	732	89	0	0	0	22	67	0	30	37
PCT7637	MV	732	249	0	0	1	49	199	0	65	134
PCT7638	ED	1365	129	0	0	0	36	93	0	38	55
PCT7638	MV	1365	492	2	0	0	110	380	1	83	296
PCT7639	ED	962	110	1	0	0	34	75	1	31	43
PCT7639	MV	962	319	-2	0	0	74	247	1	74	172
PCT7641	ED	931	114	0	0	0	29	85	0	27	58
PCT7641	MV	931	374	0	0	0	84	290	2	83	205
PCT7642	ED	909	84	0	0	0	32	52	1	22	29
