County	Eligible	Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
Percent		0.6666299104690552	0.3176073431968689	0.377340704202652	0.03488718345761299	0.002845232607796788	0.009081585332751274	0.004780652467161417	0.006864950526505709	0.004532521590590477	0.24205981194972992

Marin	181098	163023	92243	22974	4050	1279	1168	297	482	491	40039
Percent		0.900192141532898	0.5658281445503235	0.14092490077018738	0.0248431209474802	0.007845519110560417	0.007164633367210627	0.0018218287732452154	0.0029566381126642227	0.003011845052242279	0.24560338258743286

Mariposa	14863	10791	2973	4674	462	73	124	36	35	119	2295
Percent		0.7260310649871826	0.2755073606967926	0.43313872814178467	0.04281345382332802	0.006764896679669619	0.011491057462990284	0.0033361134119331837	0.0032434435561299324	0.011027708649635315	0.2126772254705429

Mendocino	63972	51321	24112	10097	1866	1038	566	269	443	125	12805
Percent		0.8022416234016418	0.46982717514038086	0.19674207270145416	0.036359384655952454	0.020225638523697853	0.011028624139726162	0.0052415188401937485	0.008631943725049496	0.002435650210827589	0.24950799345970154

Merced	161830	102280	43649	27798	3467	327	867	425	97	150	25500
Percent		0.6320212483406067	0.42675986886024475	0.27178335189819336	0.033897146582603455	0.0031971060670912266	0.008476730436086655	0.004155260045081377	0.0009483770118094981	0.001466562389396131	0.24931560456752777

Modoc	7360	4939	1029	2460	255	16	49	17	8	16	1089
Percent		0.671059787273407	0.20834176242351532	0.49807652831077576	0.05162988603115082	0.003239522222429514	0.009921036660671234	0.0034419922158122063	0.001619761111214757	0.003239522222429514	0.2204899787902832

Mono	9309	6975	2435	2096	289	57	81	31	8	14	1964
Percent		0.7492749094963074	0.3491039574146271	0.3005017936229706	0.04143369197845459	0.008172042667865753	0.011612903326749802	0.004444444552063942	0.0011469534365460277	0.002007168484851718	0.28157705068588257

Monterey	246873	194607	96252	39021	5151	1005	1488	811	1382	167	49330
Percent		0.788287878036499	0.49459680914878845	0.20051179826259613	0.026468729600310326	0.005164253991097212	0.0076461792923510075	0.004167373292148113	0.007101491559296846	0.0008581397123634815	0.25348523259162903

Napa	92215	79235	36628	17011	2624	545	774	244	431	284	20694
Percent		0.8592419624328613	0.46227046847343445	0.21469047665596008	0.03311667963862419	0.00687827356159687	0.009768410585820675	0.0030794471967965364	0.005439515225589275	0.0035842745564877987	0.26117247343063354

Nevada	77995	67887	24996	22070	2649	788	940	201	39	8020	8184
Percent		0.8704019784927368	0.3682000935077667	0.32509905099868774	0.03902072459459305	0.011607524007558823	0.013846538960933685	0.002960802521556616	0.0005744840600527823	0.11813749372959137	0.12055326998233795

Orange	2022443	1627201	559583	551581	45322	5098	15793	5136	1908	3890	438890
Percent		0.8045719861984253	0.34389299154281616	0.33897534012794495	0.02785273641347885	0.0031329873017966747	0.009705623611807823	0.003156340215355158	0.001172565622255206	0.0023906081914901733	0.26972082257270813

Placer	281804	243589	69681	99860	8435	912	4225	539	1163	1115	57659
Percent		0.864391565322876	0.286059707403183	0.4099528193473816	0.0346280001103878	0.0037440115120261908	0.01734478957951069	0.0022127435076981783	0.004774435423314571	0.00457738246768713	0.23670609295368195

Plumas	15960	12264	3415	5204	646	46	149	36	3	11	2754
Percent		0.7684210538864136	0.27845728397369385	0.4243313670158386	0.05267449468374252	0.003750815289095044	0.012149380519986153	0.002935420721769333	0.00024461839348077774	0.000896934128832072	0.22455967962741852

Riverside	1492144	1099432	415698	350943	37536	3191	9563	4854	6685	4887	266075
Percent		0.7368136048316956	0.37810251116752625	0.3192039132118225	0.034141264855861664	0.0029024078976362944	0.008698128163814545	0.004415006842464209	0.006080412305891514	0.004445022437721491	0.24201132357120514

Sacramento	1022662	801145	343570	200864	27040	3617	8504	4872	4622	2049	206007
Percent		0.7833917737007141	0.4288487136363983	0.25072115659713745	0.03375169262290001	0.004514788277447224	0.010614807717502117	0.006081296131014824	0.005769242998212576	0.002557589439675212	0.25714072585105896

San Benito	37922	32674	14827	8260	984	123	302	131	20	28	7999
Percent		0.8616106510162354	0.45378589630126953	0.2528004050254822	0.03011568821966648	0.00376446102745831	0.009242823347449303	0.004009304102510214	0.0006121075130067766	0.0008569504716433585	0.24481238424777985

San Bernardino	1340907	1002773	397228	288236	37518	3278	8686	5564	5996	5588	250679
Percent		0.7478318810462952	0.3961295187473297	0.28743892908096313	0.037414249032735825	0.00326893525198102	0.008661980740725994	0.005548613611608744	0.005979419220238924	0.0055725472047924995	0.24998578429222107

San Diego	2227853	1799829	664603	490529	63364	7279	18490	6606	8875	7995	532088
Percent		0.8078759908676147	0.36925897002220154	0.27254199981689453	0.03520556539297104	0.0040442729368805885	0.01027319859713316	0.003670348785817623	0.004931023810058832	0.004442088771611452	0.295632541179657

San Francisco	655825	499219	290775	32660	8668	3764	3193	1553	3774	455	154377
Percent		0.761207640171051	0.5824598073959351	0.0654221922159195	0.01736312173306942	0.007539777085185051	0.006395990494638681	0.003110859077423811	0.007559808436781168	0.0009114236454479396	0.3092370331287384

San Joaquin	465581	309564	130403	88110	9527	872	2606	1414	2712	846	73074
Percent		0.6648982763290405	0.42124730348587036	0.2846261262893677	0.030775543302297592	0.002816864987835288	0.008418291807174683	0.004567714408040047	0.008760708384215832	0.0027328759897500277	0.23605458438396454

San Luis Obispo	209001	173609	60694	59546	5980	1067	1994	468	785	1549	41526
Percent		0.8306611180305481	0.349601686000824	0.34298911690711975	0.03444521874189377	0.006145994644612074	0.011485579423606396	0.0026957127265632153	0.004521654918789864	0.008922348730266094	0.2391926646232605

San Mateo	506762	409586	210804	59908	9150	1899	2711	1156	2056	1223	120679
Percent		0.8082413673400879	0.5146757960319519	0.14626476168632507	0.022339630872011185	0.00463638873770833	0.0066188788041472435	0.002822362119331956	0.005019702948629856	0.002985941944643855	0.2946365475654602

Santa Barbara	294067	225389	96949	56422	6500	1171	1984	717	1342	1402	58902
Percent		0.7664545774459839	0.43014079332351685	0.2503316402435303	0.028839029371738434	0.005195462144911289	0.008802559226751328	0.0031811667140573263	0.005954150576144457	0.006220357026904821	0.2613348364830017

Santa Clara	1200690	921598	430925	154847	20335	3571	6973	2968	106	1311	300562
Percent		0.7675569653511047	0.4675845503807068	0.1680201143026352	0.0220649354159832	0.003874791320413351	0.007566205691546202	0.003220493206754327	0.00011501761036925018	0.0014225291088223457	0.32613134384155273

Santa Cruz	187669	162334	89696	22300	3890	1719	1591	609	185	750	41594
Percent		0.8650016784667969	0.5525398254394531	0.13737109303474426	0.023962941020727158	0.010589279234409332	0.00980078149586916	0.0037515247240662575	0.0011396256741136312	0.004620104096829891	0.2562248110771179

Shasta	134284	101850	23336	47260	4501	384	1251	348	110	255	24405
Percent		0.7584671378135681	0.22912125289440155	0.4640157222747803	0.044192440807819366	0.0037702503614127636	0.012282769195735455	0.003416789462789893	0.0010800196323543787	0.002503681927919388	0.23961707949638367

Sierra	2619	2144	585	868	134	18	33	4	2	35	465
Percent		0.8186330795288086	0.2728544771671295	0.4048507511615753	0.0625	0.008395522832870483	0.015391791239380836	0.0018656715983524919	0.0009328357991762459	0.01632462628185749	0.2168843299150467

Siskiyou	34520	27462	8151	10590	1357	183	353	136	146	78	6468
Percent		0.7955388426780701	0.2968101501464844	0.3856237828731537	0.049413736909627914	0.006663753651082516	0.01285412535071373	0.004952297545969486	0.005316437222063541	0.0028402884490787983	0.2355254590511322

Solano	293835	242941	111687	51848	7716	924	2100	957	1342	1603	64764
Percent		0.8267939686775208	0.4597288966178894	0.21341806650161743	0.031760796904563904	0.0038033926393836737	0.008644074201583862	0.003939228132367134	0.005523975007236004	0.006598310079425573	0.26658323407173157

Sonoma	346794	276380	145880	49069	7531	2764	2583	785	1526	1260	64982
Percent		0.79695725440979	0.5278239846229553	0.1775417923927307	0.027248715981841087	0.010000723414123058	0.00934582855552435	0.0028402924071997404	0.005521383602172136	0.004558940418064594	0.2351183146238327

Stanislaus	347999	257583	96138	88006	8535	703	2236	1052	1503	2330	57080
Percent		0.7401831746101379	0.3732311427593231	0.341660737991333	0.03313495218753815	0.0027292172890156507	0.008680697530508041	0.004084120504558086	0.005835012532770634	0.009045627899467945	0.22159847617149353

Sutter	60752	47132	14053	18375	1686	99	430	173	332	1073	10911
Percent		0.7758098244667053	0.2981626093387604	0.3898625075817108	0.03577187657356262	0.0021004837471991777	0.00912331324070692	0.0036705422680824995	0.007044046651571989	0.02276584878563881	0.23149876296520233

Tehama	44178	34043	8439	14685	1738	94	412	127	16	81	8451
Percent		0.770587146282196	0.247892364859581	0.4313662052154541	0.05105308070778847	0.00276121380738914	0.012102341279387474	0.003730576019734144	0.0004699938290286809	0.002379343844950199	0.24824486672878265

Trinity	11372	7721	2402	2500	390	93	115	47	179	105	1890
Percent		0.6789482831954956	0.3110995888710022	0.3237922489643097	0.050511591136455536	0.012045071460306644	0.014894443564116955	0.006087294314056635	0.02318352460861206	0.013599274680018425	0.24478694796562195

Tulare	267482	177252	56056	67149	6076	502	1559	700	1445	469	43296
Percent		0.6626688838005066	0.3162503242492676	0.378833532333374	0.034278880804777145	0.0028321261052042246	0.008795387111604214	0.003949179779738188	0.008152235299348831	0.002645950298756361	0.24426241219043732

Tuolumne	40989	31943	9230	13221	1356	161	398	107	8	51	7411
Percent		0.7793066501617432	0.28895220160484314	0.4138934910297394	0.042450614273548126	0.005040227901190519	0.012459693476557732	0.0033497167751193047	0.00025044611538760364	0.0015965938800945878	0.2320070117712021

Ventura	547125	452644	182108	131638	12250	1796	4024	1422	5388	4983	109035
Percent		0.8273136615753174	0.40232059359550476	0.2908201515674591	0.027063211426138878	0.003967798314988613	0.008889988996088505	0.0031415417324751616	0.011903394013643265	0.011008650995790958	0.2408846616744995

Yolo	151813	114583	54599	22298	3396	782	1059	461	604	490	30894
Percent		0.7547640800476074	0.4765017628669739	0.19460129737854004	0.029637904837727547	0.006824747193604708	0.009242208674550056	0.004023284651339054	0.005271288100630045	0.0042763762176036835	0.2696211338043213

Yuba	50737	35315	9629	12831	1825	152	459	226	315	137	9741
Percent		0.6960403919219971	0.27266034483909607	0.36333003640174866	0.05167775601148605	0.004304119851440191	0.012997309677302837	0.006399546749889851	0.008919722400605679	0.0038793713320046663	0.27583178877830505

State Total	25205690	20328636	8956480	4793833	581060	90762	171579	90121	95471	113899	5435431
Percent		0.806509792804718	0.4405843913555145	0.23581676185131073	0.028583325445652008	0.004464736208319664	0.008440261706709862	0.004433204419910908	0.004696379881352186	0.0056028845719993114	0.2673780620098114
